time,Oklahoma City,pts.away,score,pts.home,Minnesota
4:27.0,,,77-90,,Defensive rebound by R. Rubio
4:04.0,,,77-90,,G. Dieng misses 3-pt shot from 23 ft
4:02.0,,,77-90,,Offensive rebound by K. Towns
3:59.0,,,77-90,,Turnover by K. Towns (bad pass)
3:49.0,E. Kanter makes 2-pt shot from 21 ft (assist by R. Westbrook),2,79-90,,
3:17.0,,,79-90,,A. Wiggins misses 2-pt shot from 19 ft
3:16.0,,,79-90,,Offensive rebound by K. Towns
3:01.0,Personal foul by A. Roberson (drawn by R. Rubio),,79-90,,
3:01.0,,,79-90,,N. Bjelica enters the game for G. Dieng
2:55.0,Personal foul by E. Kanter (drawn by K. Towns),,79-90,,
2:55.0,,,79-90,,Minnesota full timeout
2:55.0,,,79-91,1,K. Towns makes free throw 1 of 2
2:55.0,,,79-92,1,K. Towns makes free throw 2 of 2
2:55.0,J. Grant enters the game for E. Kanter,,79-90,,
2:47.0,,,79-92,,Personal block foul by N. Bjelica (drawn by J. Grant)
2:47.0,J. Grant makes free throw 1 of 2,1,80-92,,
2:47.0,J. Grant makes free throw 2 of 2,1,81-92,,
2:47.0,,,79-92,,S. Muhammad enters the game for N. Bjelica
2:25.0,,,81-92,,A. Wiggins misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by J. Grant,,81-92,,
2:13.0,V. Oladipo misses 3-pt shot from 23 ft,,81-92,,
2:12.0,Offensive rebound by V. Oladipo,,81-92,,
2:09.0,R. Westbrook misses 3-pt shot from 24 ft,,81-92,,
2:07.0,,,81-92,,Defensive rebound by A. Wiggins
1:49.0,,,81-92,,Turnover by A. Wiggins (bad pass; steal by R. Westbrook)
1:46.0,R. Westbrook makes 2-pt shot at rim,2,83-92,,
1:30.0,,,83-94,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
1:19.0,Turnover by R. Westbrook (offensive foul),,83-94,,
1:19.0,Offensive foul by R. Westbrook,,83-94,,
1:05.0,,,83-94,,Shooting foul by S. Adams (drawn by K. Towns)
1:05.0,Oklahoma City full timeout,,83-94,,
1:05.0,,,83-95,1,K. Towns makes free throw 1 of 2
1:05.0,,,83-96,1,K. Towns makes free throw 2 of 2
1:05.0,C. Payne enters the game for R. Westbrook,,83-94,,
1:05.0,D. Sabonis enters the game for S. Adams,,83-94,,
0:53.0,V. Oladipo makes 3-pt shot from 25 ft (assist by C. Payne),3,86-96,,
0:34.0,,,86-96,,B. Rush misses 3-pt shot from 23 ft
0:32.0,,,86-96,,Offensive rebound by B. Rush
0:29.0,,,86-96,,S. Muhammad misses 3-pt shot from 24 ft
0:26.0,,,86-96,,Offensive rebound by R. Rubio
0:02.0,,,86-96,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
