time,New Orleans,pts.away,score,pts.home,Portland
4:06.0,J. Holiday misses 2-pt shot from 2 ft,,101-109,,
4:05.0,,,101-109,,Defensive rebound by M. Plumlee
3:55.0,,,101-109,,Shooting foul by J. Holiday (drawn by D. Lillard)
3:55.0,,,101-109,,D. Lillard misses free throw 1 of 3
3:55.0,,,101-109,,Offensive rebound by Team
3:55.0,,,101-110,1,D. Lillard makes free throw 2 of 3
3:55.0,,,101-111,1,D. Lillard makes free throw 3 of 3
3:36.0,Turnover by T. Jones (bad pass; steal by M. Harkless),,101-111,,
3:30.0,,,101-113,2,M. Harkless makes 2-pt shot at rim (assist by D. Lillard)
3:29.0,New Orleans full timeout,,101-113,,
3:29.0,T. Frazier enters the game for A. Brown,,101-113,,
3:20.0,Shooting foul by E. Davis (drawn by J. Holiday),,101-113,,
3:20.0,J. Holiday misses free throw 1 of 2,,101-113,,
3:20.0,Offensive rebound by Team,,101-113,,
3:20.0,J. Holiday misses free throw 2 of 2,,101-113,,
3:19.0,,,101-113,,Defensive rebound by E. Davis
3:04.0,,,101-115,2,E. Davis makes 2-pt shot at rim (assist by M. Plumlee)
2:52.0,T. Jones makes 3-pt shot from 26 ft (assist by E. Moore),3,104-115,,
2:26.0,,,104-115,,D. Lillard misses 2-pt shot from 23 ft
2:25.0,Defensive rebound by T. Jones,,104-115,,
2:15.0,E. Moore misses 2-pt shot from 22 ft,,104-115,,
2:08.0,,,104-115,,Defensive rebound by M. Plumlee
1:54.0,,,104-115,,C. McCollum misses 3-pt shot from 25 ft
1:52.0,,,104-115,,Offensive rebound by M. Harkless
1:35.0,,,104-117,2,D. Lillard makes 2-pt shot from 4 ft
1:35.0,New Orleans full timeout,,104-117,,
1:21.0,J. Holiday misses 2-pt shot from 2 ft,,104-117,,
1:21.0,,,104-117,,Defensive rebound by M. Harkless
1:00.0,,,104-117,,E. Davis misses 2-pt shot from 4 ft
0:59.0,,,104-117,,Offensive rebound by Team
0:59.0,B. Hield enters the game for J. Holiday,,104-117,,
0:59.0,S. Hill enters the game for A. Davis,,104-117,,
0:59.0,,,104-117,,P. Connaughton enters the game for E. Davis
0:59.0,,,104-117,,N. Vonleh enters the game for M. Plumlee
0:59.0,,,104-117,,J. Layman enters the game for C. McCollum
0:59.0,,,104-117,,T. Quarterman enters the game for D. Lillard
0:48.0,,,104-119,2,M. Harkless makes 2-pt shot at rim (assist by N. Vonleh)
0:40.0,Turnover by T. Frazier (lost ball; steal by N. Vonleh),,104-119,,
0:18.0,,,104-119,,Turnover by M. Harkless (bad pass; steal by S. Hill)
0:12.0,T. Frazier misses 2-pt shot from 1 ft,,104-119,,
0:12.0,,,104-119,,Defensive rebound by T. Quarterman
0:00.0,End of 4th quarter,,,,End of 4th quarter
