time,Detroit,pts.away,score,pts.home,Orlando
2:50.0,,,81-109,,Turnover by C. Watson (bad pass)
2:50.0,Detroit full timeout,,81-109,,
2:41.0,J. Leuer makes 2-pt shot at rim (assist by D. Hilliard),2,83-109,,
2:22.0,,,83-109,,C. Wilcox misses 2-pt shot from 17 ft
2:21.0,Defensive rebound by R. Bullock,,83-109,,
2:04.0,R. Bullock misses 2-pt shot from 18 ft,,83-109,,
2:02.0,Offensive rebound by J. Leuer,,83-109,,
2:02.0,J. Leuer misses 2-pt shot from 2 ft,,83-109,,
2:01.0,,,83-109,,Defensive rebound by S. Zimmerman
1:53.0,,,83-112,3,J. Meeks makes 3-pt shot from 25 ft (assist by C. Wilcox)
1:42.0,D. Hilliard misses 2-pt shot from 18 ft,,83-112,,
1:40.0,,,83-112,,Defensive rebound by S. Zimmerman
1:35.0,,,83-112,,C. Watson misses 3-pt shot from 24 ft
1:32.0,,,83-112,,Offensive rebound by S. Zimmerman
1:31.0,,,83-112,,Shooting foul by B. Marjanovic (drawn by S. Zimmerman)
1:31.0,,,83-112,,S. Zimmerman misses free throw 1 of 2
1:31.0,,,83-112,,Offensive rebound by Team
1:31.0,,,83-113,1,S. Zimmerman makes free throw 2 of 2
1:22.0,,,83-113,,Personal foul by S. Zimmerman (drawn by B. Marjanovic)
1:22.0,B. Marjanovic makes free throw 1 of 2,1,84-113,,
1:22.0,B. Marjanovic makes free throw 2 of 2,1,85-113,,
1:10.0,,,85-113,,C. Wilcox misses 2-pt shot from 20 ft
1:09.0,Defensive rebound by J. Leuer,,85-113,,
1:03.0,Turnover by B. Udrih (bad pass; steal by C. Watson),,85-113,,
0:54.0,,,85-113,,C. Wilcox misses 2-pt shot from 1 ft
0:53.0,Defensive rebound by B. Udrih,,85-113,,
0:43.0,R. Bullock misses 2-pt shot from 1 ft (block by S. Zimmerman),,85-113,,
0:40.0,,,85-113,,Defensive rebound by S. Zimmerman
0:39.0,,,85-115,2,J. Meeks makes 2-pt shot from 1 ft (assist by D. Rudez)
0:28.0,,,85-115,,Personal foul by S. Zimmerman (drawn by B. Marjanovic)
0:28.0,B. Marjanovic makes free throw 1 of 2,1,86-115,,
0:28.0,B. Marjanovic makes free throw 2 of 2,1,87-115,,
0:04.0,,,87-115,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
