time,New Orleans,pts.away,score,pts.home,Denver
3:43.0,Defensive rebound by D. Motiejunas,,109-78,,
3:38.0,C. Diallo makes 2-pt shot from 1 ft (assist by J. Crawford),2,111-78,,
3:31.0,,,111-80,2,M. Plumlee makes 2-pt shot at rim (assist by J. Murray)
3:24.0,Turnover by J. Crawford (bad pass),,111-80,,
3:10.0,,,111-80,,E. Mudiay misses 2-pt shot from 2 ft
3:09.0,,,111-80,,Offensive rebound by M. Plumlee
3:08.0,,,111-82,2,M. Plumlee makes 2-pt shot at rim
2:51.0,D. Motiejunas misses 3-pt shot from 26 ft,,111-82,,
2:51.0,,,111-82,,Defensive rebound by M. Miller
2:46.0,,,111-82,,M. Miller misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by J. Crawford,,111-82,,
2:30.0,C. Diallo misses 3-pt shot from 23 ft,,111-82,,
2:29.0,,,111-82,,Defensive rebound by J. Hernangomez
2:23.0,,,111-82,,Turnover by J. Murray (lost ball)
2:23.0,New Orleans full timeout,,111-82,,
2:06.0,Q. Cook misses 3-pt shot from 25 ft,,111-82,,
2:05.0,,,111-82,,Defensive rebound by M. Plumlee
1:58.0,,,111-85,3,J. Murray makes 3-pt shot from 25 ft
1:42.0,D. Motiejunas misses 2-pt shot from 9 ft,,111-85,,
1:41.0,,,111-85,,Defensive rebound by M. Miller
1:29.0,,,111-85,,J. Hernangomez misses 2-pt shot from 12 ft
1:28.0,Defensive rebound by D. Motiejunas,,111-85,,
1:17.0,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Crawford),2,113-85,,
1:05.0,,,113-87,2,M. Plumlee makes 2-pt shot at rim (assist by E. Mudiay)
0:52.0,D. Motiejunas makes 2-pt shot from 3 ft (assist by Q. Cook),2,115-87,,
0:45.0,,,115-87,,E. Mudiay misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by D. Motiejunas,,115-87,,
0:32.0,C. Diallo misses 2-pt shot from 18 ft,,115-87,,
0:31.0,,,115-87,,Defensive rebound by M. Miller
0:20.0,,,115-90,3,J. Murray makes 3-pt shot from 27 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
