time,LA Lakers,pts.away,score,pts.home,Denver
5:15.0,J. Randle enters the game for C. Brewer,,86-112,,
5:10.0,,,86-112,,Turnover by W. Barton (bad pass; steal by D. Russell)
5:06.0,D. Russell misses 2-pt shot from 3 ft,,86-112,,
5:05.0,Offensive rebound by T. Ennis,,86-112,,
4:48.0,I. Zubac makes 2-pt shot from 4 ft,2,88-112,,
4:25.0,,,88-115,3,J. Hernangomez makes 3-pt shot from 24 ft (assist by G. Harris)
4:03.0,I. Zubac makes 2-pt shot from 7 ft (assist by B. Ingram),2,90-115,,
3:47.0,,,90-118,3,J. Murray makes 3-pt shot from 23 ft (assist by G. Harris)
3:18.0,B. Ingram makes 2-pt shot from 23 ft,2,92-118,,
3:06.0,,,92-121,3,J. Murray makes 3-pt shot from 24 ft (assist by W. Barton)
2:57.0,D. Russell makes 3-pt shot from 26 ft (assist by T. Ennis),3,95-121,,
2:49.0,,,95-121,,W. Barton misses 2-pt shot from 2 ft
2:48.0,Defensive rebound by J. Randle,,95-121,,
2:42.0,D. Russell misses 3-pt shot from 25 ft,,95-121,,
2:40.0,,,95-121,,Defensive rebound by J. Hernangomez
2:38.0,,,95-121,,Shooting foul by I. Zubac
2:38.0,LA Lakers full timeout,,95-121,,
2:38.0,,,95-122,1,J. Hernangomez makes free throw 1 of 2
2:38.0,,,95-123,1,J. Hernangomez makes free throw 2 of 2
2:38.0,D. Nwaba enters the game for B. Ingram,,95-121,,
2:38.0,,,95-121,,R. Hibbert enters the game for M. Plumlee
2:38.0,,,95-121,,M. Beasley enters the game for G. Harris
2:38.0,,,95-121,,E. Mudiay enters the game for W. Barton
2:22.0,Shooting foul by R. Hibbert (drawn by I. Zubac),,95-123,,
2:22.0,I. Zubac misses free throw 1 of 2,,95-123,,
2:22.0,Offensive rebound by Team,,95-123,,
2:22.0,I. Zubac makes free throw 2 of 2,1,96-123,,
2:03.0,,,96-125,2,J. Murray makes 2-pt shot from 1 ft (assist by R. Hibbert)
1:53.0,T. Ennis makes 2-pt shot from 5 ft,2,98-125,,
1:44.0,,,98-125,,J. Hernangomez misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by I. Zubac,,98-125,,
1:35.0,Turnover by J. Randle (traveling),,98-125,,
1:24.0,,,98-125,,Turnover by J. Murray (step out of bounds)
1:09.0,J. Randle misses 2-pt shot from 8 ft (block by R. Hibbert),,98-125,,
1:07.0,,,98-125,,Defensive rebound by M. Beasley
1:00.0,,,98-127,2,R. Hibbert makes 2-pt shot from 9 ft (assist by E. Mudiay)
0:44.0,I. Zubac misses 2-pt shot from 19 ft,,98-127,,
0:44.0,,,98-127,,Defensive rebound by M. Beasley
0:39.0,,,98-127,,Turnover by M. Beasley (lost ball; steal by D. Nwaba)
0:36.0,T. Ennis misses 2-pt shot from 1 ft (block by J. Murray),,98-127,,
0:36.0,Offensive rebound by J. Randle,,98-127,,
0:36.0,J. Randle makes 2-pt shot from 1 ft,2,100-127,,
0:21.0,,,100-129,2,M. Beasley makes 2-pt shot at rim (assist by J. Murray)
0:21.0,,,100-129,,Technical foul by M. Beasley
0:21.0,T. Ennis makes technical free throw,1,101-129,,
0:17.0,,,101-129,,Personal foul by R. Hibbert (drawn by I. Zubac)
0:17.0,I. Zubac misses free throw 1 of 2,,101-129,,
0:17.0,Offensive rebound by Team,,101-129,,
0:17.0,I. Zubac misses free throw 2 of 2,,101-129,,
0:16.0,,,101-129,,Defensive rebound by J. Hernangomez
0:00.0,End of 4th quarter,,,,End of 4th quarter
