time,Philadelphia,pts.away,score,pts.home,Charlotte
4:29.0,,,100-90,,Shooting foul by R. Holmes (drawn by F. Kaminsky)
4:29.0,,,100-90,,F. Kaminsky misses free throw 1 of 2
4:29.0,,,100-90,,Offensive rebound by Team
4:29.0,,,100-90,,F. Kaminsky misses free throw 2 of 2
4:29.0,N. Noel enters the game for R. Holmes,,100-90,,
4:27.0,Defensive rebound by R. Covington,,100-90,,
4:07.0,R. Covington misses 3-pt shot from 25 ft,,100-90,,
4:06.0,,,100-90,,Defensive rebound by K. Walker
3:51.0,,,100-90,,M. Belinelli misses 2-pt shot from 19 ft
3:49.0,Defensive rebound by G. Henderson,,100-90,,
3:32.0,R. Covington misses 3-pt shot from 24 ft,,100-90,,
3:30.0,Offensive rebound by Team,,100-90,,
3:21.0,Turnover by D. Saric (traveling),,100-90,,
3:10.0,,,100-90,,Turnover by F. Kaminsky (bad pass; steal by R. Covington)
2:59.0,T. McConnell misses 3-pt shot from 26 ft,,100-90,,
2:58.0,,,100-90,,Defensive rebound by F. Kaminsky
2:46.0,,,100-92,2,K. Walker makes 2-pt shot from 19 ft
2:29.0,R. Covington misses 3-pt shot from 24 ft,,100-92,,
2:28.0,,,100-92,,Defensive rebound by F. Kaminsky
2:07.0,,,100-92,,M. Belinelli misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by R. Covington,,100-92,,
1:45.0,R. Covington misses 2-pt shot from 1 ft,,100-92,,
1:45.0,Offensive rebound by Team,,100-92,,
1:45.0,,,100-92,,M. Williams enters the game for F. Kaminsky
1:23.0,T. McConnell makes 2-pt shot from 11 ft,2,102-92,,
1:14.0,,,102-92,,Shooting foul by N. Noel (drawn by K. Walker)
1:14.0,,,102-93,1,K. Walker makes free throw 1 of 2
1:14.0,,,102-94,1,K. Walker makes free throw 2 of 2
0:54.0,D. Saric misses 3-pt shot from 24 ft,,102-94,,
0:52.0,,,102-94,,Defensive rebound by M. Kidd-Gilchrist
0:47.0,,,102-96,2,K. Walker makes 2-pt shot from 1 ft (assist by M. Kidd-Gilchrist)
0:42.0,Philadelphia full timeout,,102-96,,
0:42.0,N. Stauskas enters the game for N. Noel,,102-96,,
0:42.0,Philadelphia full timeout,,102-96,,
0:37.0,,,102-96,,Personal foul by K. Walker (drawn by N. Stauskas)
0:35.0,,,102-96,,Personal take foul by M. Williams (drawn by N. Stauskas)
0:35.0,N. Stauskas makes free throw 1 of 2,1,103-96,,
0:35.0,N. Stauskas makes free throw 2 of 2,1,104-96,,
0:35.0,,,104-96,,Charlotte full timeout
0:35.0,N. Noel enters the game for N. Stauskas,,104-96,,
0:35.0,,,104-96,,F. Kaminsky enters the game for M. Kidd-Gilchrist
0:32.0,,,104-99,3,M. Belinelli makes 3-pt shot from 24 ft (assist by F. Kaminsky)
0:28.0,Turnover by G. Henderson (lost ball; steal by M. Williams),,104-99,,
0:25.0,,,104-99,,N. Batum misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by Team,,104-99,,
0:25.0,Philadelphia full timeout,,104-99,,
0:25.0,N. Stauskas enters the game for N. Noel,,104-99,,
0:25.0,,,104-99,,M. Kidd-Gilchrist enters the game for F. Kaminsky
0:18.0,,,104-99,,Personal foul by M. Kidd-Gilchrist (drawn by R. Covington)
0:18.0,R. Covington misses free throw 1 of 2,,104-99,,
0:18.0,Offensive rebound by Team,,104-99,,
0:18.0,R. Covington makes free throw 2 of 2,1,105-99,,
0:06.0,,,105-99,,M. Belinelli misses 2-pt shot from 12 ft
0:05.0,Defensive rebound by R. Covington,,105-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
