time,Oklahoma City,pts.away,score,pts.home,Houston
4:51.0,,,80-110,2,N. Hilario makes 2-pt shot from 21 ft (assist by T. Ariza)
4:38.0,Turnover by R. Westbrook (bad pass),,80-110,,
4:26.0,,,80-110,,J. Harden misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by R. Westbrook,,80-110,,
4:14.0,,,80-110,,Personal foul by N. Hilario (drawn by R. Westbrook)
4:14.0,,,80-110,,L. Williams enters the game for J. Harden
4:14.0,S. Christon enters the game for R. Westbrook,,80-110,,
4:14.0,,,80-110,,M. Harrell enters the game for N. Hilario
4:05.0,V. Oladipo misses 3-pt shot from 26 ft,,80-110,,
4:05.0,,,80-110,,Defensive rebound by L. Williams
3:55.0,,,80-112,2,E. Gordon makes 2-pt shot from 1 ft
3:38.0,A. Roberson misses 2-pt shot from 1 ft,,80-112,,
3:38.0,,,80-112,,Defensive rebound by Team
3:38.0,,,80-112,,B. Brown enters the game for T. Ariza
3:38.0,,,80-112,,T. Williams enters the game for E. Gordon
3:38.0,D. Sabonis enters the game for A. Roberson,,80-112,,
3:38.0,A. Abrines enters the game for S. Adams,,80-112,,
3:26.0,,,80-112,,Turnover by T. Williams (bad pass; steal by D. Sabonis)
3:04.0,D. Sabonis misses 2-pt shot from 2 ft,,80-112,,
3:03.0,,,80-112,,Defensive rebound by M. Harrell
2:56.0,,,80-112,,Turnover by L. Williams (bad pass)
2:56.0,,,80-112,,Houston full timeout
2:56.0,D. McDermott enters the game for V. Oladipo,,80-112,,
2:39.0,D. McDermott makes 3-pt shot from 25 ft (assist by J. Grant),3,83-112,,
2:19.0,,,83-115,3,B. Brown makes 3-pt shot from 26 ft
2:01.0,Shooting foul by M. Harrell (drawn by D. Sabonis),,83-115,,
2:01.0,D. Sabonis makes free throw 1 of 2,1,84-115,,
2:01.0,D. Sabonis makes free throw 2 of 2,1,85-115,,
1:44.0,,,85-115,,T. Williams misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by D. Sabonis,,85-115,,
1:33.0,D. Sabonis misses 3-pt shot from 25 ft,,85-115,,
1:32.0,,,85-115,,Defensive rebound by T. Williams
1:15.0,,,85-115,,B. Brown misses 2-pt shot from 22 ft
1:14.0,,,85-115,,Offensive rebound by T. Williams
1:10.0,,,85-115,,Shooting foul by D. Sabonis (drawn by M. Harrell)
1:10.0,,,85-116,1,M. Harrell makes free throw 1 of 2
1:10.0,,,85-116,,M. Harrell misses free throw 2 of 2
1:10.0,Defensive rebound by D. Sabonis,,85-116,,
0:54.0,D. McDermott misses 2-pt shot from 20 ft,,85-116,,
0:52.0,,,85-116,,Defensive rebound by B. Brown
0:38.0,,,85-118,2,L. Williams makes 2-pt shot from 10 ft
0:31.0,Shooting foul by M. Harrell (drawn by D. Sabonis),,85-118,,
0:31.0,D. Sabonis makes free throw 1 of 2,1,86-118,,
0:31.0,D. Sabonis makes free throw 2 of 2,1,87-118,,
0:17.0,,,87-118,,B. Brown misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by J. Grant,,87-118,,
0:06.0,J. Grant misses 2-pt shot from 18 ft,,87-118,,
0:06.0,,,87-118,,Defensive rebound by M. Harrell
0:00.0,End of 4th quarter,,,,End of 4th quarter
