time,San Antonio,pts.away,score,pts.home,Houston
3:15.0,,,109-72,,B. Brown enters the game for R. Anderson
3:06.0,,,110-72,,I. Taylor misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by K. Anderson,,110-72,,
2:47.0,B. Forbes misses 3-pt shot from 25 ft,,110-72,,
2:46.0,Offensive rebound by D. Dedmon,,110-72,,
2:44.0,D. Dedmon misses 2-pt shot from 1 ft,,110-72,,
2:42.0,Offensive rebound by D. Dedmon,,110-72,,
2:42.0,D. Dedmon makes 2-pt shot from 2 ft,2,112-72,,
2:33.0,Personal take foul by D. Murray (drawn by B. Brown),,112-72,,
2:33.0,J. Anthony enters the game for D. Murray,,112-72,,
2:26.0,,,112-72,,B. Brown misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by D. Dedmon,,112-72,,
2:09.0,K. Anderson misses 2-pt shot from 19 ft,,112-72,,
2:08.0,,,112-72,,Defensive rebound by T. Williams
1:58.0,,,112-72,,T. Williams misses 2-pt shot from 2 ft
1:57.0,Defensive rebound by B. Forbes,,112-72,,
1:49.0,B. Forbes makes 2-pt shot from 19 ft,2,114-72,,
1:29.0,,,114-72,,M. Harrell misses 2-pt shot from 21 ft
1:28.0,Defensive rebound by D. Bertans,,114-72,,
1:13.0,K. Anderson misses 2-pt shot from 9 ft,,114-72,,
1:12.0,,,114-72,,Defensive rebound by M. Harrell
1:01.0,,,114-72,,T. Williams misses 2-pt shot from 3 ft
1:00.0,,,114-72,,Offensive rebound by I. Taylor
0:59.0,,,114-72,,I. Taylor misses 2-pt shot from 3 ft (block by J. Anthony)
0:59.0,,,114-72,,Offensive rebound by Team
0:51.0,,,114-72,,B. Brown misses 3-pt shot from 26 ft
0:50.0,Defensive rebound by B. Forbes,,114-72,,
0:39.0,B. Forbes misses 2-pt shot from 23 ft,,114-72,,
0:38.0,,,114-72,,Defensive rebound by S. Dekker
0:32.0,,,114-72,,M. Harrell misses 2-pt shot from 2 ft (block by D. Bertans)
0:31.0,,,114-72,,Offensive rebound by S. Dekker
0:30.0,,,114-72,,S. Dekker misses 2-pt shot from 4 ft
0:29.0,,,114-72,,Offensive rebound by T. Williams
0:24.0,,,114-75,3,B. Brown makes 3-pt shot from 25 ft (assist by T. Williams)
0:00.0,Turnover by Team (shot clock),,114-75,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
