time,Cleveland,pts.away,score,pts.home,Boston
3:31.0,,,122-90,,Personal foul by T. Rozier (drawn by R. Jefferson)
3:18.0,C. Frye makes 3-pt shot from 25 ft (assist by D. Williams),3,125-90,,
3:03.0,,,125-93,3,G. Green makes 3-pt shot from 25 ft (assist by T. Zeller)
2:44.0,,,125-93,,Personal foul by J. Mickey (drawn by D. Williams)
2:44.0,Cleveland full timeout,,125-93,,
2:34.0,R. Jefferson makes 2-pt shot at rim (assist by D. Williams),2,127-93,,
2:13.0,,,127-96,3,J. Young makes 3-pt shot from 25 ft (assist by T. Rozier)
1:46.0,C. Frye makes 3-pt shot from 25 ft (assist by R. Jefferson),3,130-96,,
1:35.0,,,130-96,,J. Young misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by R. Jefferson,,130-96,,
1:11.0,C. Frye misses 3-pt shot from 25 ft,,130-96,,
1:10.0,,,130-96,,Defensive rebound by T. Rozier
1:05.0,,,130-99,3,J. Young makes 3-pt shot from 23 ft (assist by T. Rozier)
0:48.0,D. Jones makes 2-pt shot from 14 ft,2,132-99,,
0:43.0,,,132-102,3,G. Green makes 3-pt shot from 24 ft (assist by T. Rozier)
0:21.0,R. Jefferson makes 3-pt shot from 25 ft,3,135-102,,
0:16.0,,,135-102,,G. Green misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by R. Jefferson,,135-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
