time,San Antonio,pts.away,score,pts.home,Dallas
2:54.0,D. Bertans makes 3-pt shot from 26 ft (assist by B. Forbes),3,97-80,,
2:54.0,,,97-80,,Dallas full timeout
2:45.0,,,97-80,,J. Uthoff misses 2-pt shot from 16 ft
2:44.0,Defensive rebound by D. Lee,,97-80,,
2:24.0,D. Lee makes 2-pt shot from 7 ft (assist by J. Anthony),2,99-80,,
2:11.0,,,99-80,,Turnover by D. Powell (lost ball; steal by D. Bertans)
1:51.0,K. Anderson misses 2-pt shot from 19 ft,,99-80,,
1:50.0,,,99-80,,Defensive rebound by J. Uthoff
1:42.0,,,99-83,3,N. Brussino makes 3-pt shot from 24 ft (assist by D. Powell)
1:20.0,D. Bertans makes 3-pt shot from 26 ft,3,102-83,,
1:10.0,,,102-85,2,J. Uthoff makes 2-pt shot from 14 ft (assist by Y. Ferrell)
0:50.0,D. Lee misses 2-pt shot from 7 ft (block by D. Finney-Smith),,102-85,,
0:49.0,Offensive rebound by D. Lee,,102-85,,
0:48.0,D. Lee misses 2-pt shot from 7 ft,,102-85,,
0:46.0,,,102-85,,Defensive rebound by J. Uthoff
0:43.0,,,102-87,2,J. Uthoff makes 2-pt shot at rim (assist by Y. Ferrell)
0:21.0,B. Forbes misses 2-pt shot from 3 ft,,102-87,,
0:19.0,Offensive rebound by D. Lee,,102-87,,
0:18.0,D. Lee misses 2-pt shot from 3 ft,,102-87,,
0:17.0,,,102-87,,Defensive rebound by D. Powell
0:11.0,,,102-87,,Y. Ferrell misses 3-pt shot from 25 ft
0:11.0,,,102-87,,Offensive rebound by D. Powell
0:11.0,,,102-89,2,D. Powell makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
