time,Orlando,pts.away,score,pts.home,Miami
1:30.0,Defensive rebound by Team,,103-105,,
1:30.0,,,103-105,,Loose ball foul by H. Whiteside (drawn by J. Green)
1:08.0,Turnover by N. Vucevic (bad pass),,103-105,,
0:48.0,,,103-108,3,G. Dragic makes 3-pt shot from 24 ft
0:48.0,Orlando full timeout,,103-108,,
0:39.0,E. Fournier makes 2-pt shot from 3 ft,2,105-108,,
0:17.0,,,105-108,,T. Johnson misses 2-pt shot from 15 ft
0:16.0,Defensive rebound by N. Vucevic,,105-108,,
0:16.0,Orlando full timeout,,105-108,,
0:14.0,J. Green makes 2-pt shot from 2 ft (assist by D. Augustin),2,107-108,,
0:11.0,Personal foul by S. Ibaka (drawn by J. Winslow),,107-108,,
0:11.0,,,107-108,,Miami full timeout
0:11.0,E. Payton enters the game for D. Augustin,,107-108,,
0:11.0,A. Gordon enters the game for N. Vucevic,,107-108,,
0:11.0,,,107-108,,J. McRoberts enters the game for H. Whiteside
0:10.0,Personal foul by A. Gordon (drawn by J. Richardson),,107-108,,
0:10.0,,,107-108,,J. Richardson misses free throw 1 of 2
0:10.0,,,107-108,,Offensive rebound by Team
0:10.0,,,107-109,1,J. Richardson makes free throw 2 of 2
0:10.0,Orlando full timeout,,107-109,,
0:10.0,N. Vucevic enters the game for A. Gordon,,107-108,,
0:10.0,,,107-108,,H. Whiteside enters the game for J. McRoberts
0:10.0,D. Augustin enters the game for E. Payton,,107-109,,
0:04.0,E. Fournier misses 2-pt shot from 19 ft,,107-109,,
0:02.0,Offensive rebound by S. Ibaka,,107-109,,
0:01.0,S. Ibaka makes 2-pt shot from 10 ft,2,109-109,,
0:01.0,,,109-109,,Miami full timeout
0:01.0,E. Payton enters the game for D. Augustin,,109-109,,
0:01.0,,,109-109,,Miami full timeout
0:01.0,,,109-109,,J. McRoberts enters the game for H. Whiteside
0:01.0,A. Gordon enters the game for N. Vucevic,,109-109,,
0:00.0,,,109-109,,G. Dragic misses 3-pt shot from 23 ft
0:00.0,,,109-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Violation by Team (jump ball),,109-109,,
4:38.0,,,109-109,,J. Winslow misses 2-pt shot from 8 ft (block by S. Ibaka)
4:37.0,,,109-109,,Offensive rebound by Team
4:36.0,,,109-109,,Turnover by Team (shot clock)
4:27.0,N. Vucevic makes 2-pt shot from 10 ft (assist by E. Payton),2,111-109,,
4:04.0,,,111-109,,Shooting foul by N. Vucevic (drawn by T. Johnson)
4:04.0,,,111-109,,T. Johnson misses free throw 1 of 2
4:04.0,,,111-109,,Offensive rebound by Team
4:04.0,,,111-109,,T. Johnson misses free throw 2 of 2
4:03.0,Defensive rebound by S. Ibaka,,111-109,,
3:50.0,N. Vucevic misses 2-pt shot from 20 ft,,111-109,,
3:49.0,Offensive rebound by Team,,111-109,,
3:32.0,N. Vucevic makes 2-pt shot from 1 ft (assist by S. Ibaka),2,113-109,,
3:21.0,,,113-111,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
3:11.0,S. Ibaka misses 2-pt shot from 9 ft,,113-111,,
3:10.0,,,113-111,,Defensive rebound by J. Richardson
2:51.0,,,113-113,2,J. Winslow makes 2-pt shot from 12 ft
2:27.0,Offensive charge foul by S. Ibaka,,113-113,,
2:27.0,Turnover by S. Ibaka (offensive foul),,113-113,,
2:27.0,J. Green enters the game for A. Gordon,,113-113,,
2:07.0,,,113-115,2,H. Whiteside makes 2-pt shot from 8 ft (assist by J. Winslow)
2:07.0,Orlando full timeout,,113-115,,
1:48.0,,,113-115,,Personal foul by G. Dragic (drawn by E. Payton)
1:44.0,E. Fournier misses 3-pt shot from 25 ft,,113-115,,
1:43.0,,,113-115,,Defensive rebound by T. Johnson
1:24.0,,,113-117,2,J. Winslow makes 2-pt shot from 3 ft
1:05.0,E. Fournier misses 2-pt shot from 15 ft (block by H. Whiteside),,113-117,,
1:04.0,,,113-117,,Defensive rebound by J. Richardson
0:44.0,,,113-117,,G. Dragic misses 2-pt shot from 6 ft (block by E. Payton)
0:43.0,Defensive rebound by N. Vucevic,,113-117,,
0:36.0,,,113-117,,Personal foul by H. Whiteside (drawn by N. Vucevic)
0:36.0,N. Vucevic misses free throw 1 of 2,,113-117,,
0:36.0,Offensive rebound by Team,,113-117,,
0:36.0,N. Vucevic makes free throw 2 of 2,1,114-117,,
0:21.0,Personal foul by E. Payton (drawn by G. Dragic),,114-117,,
0:21.0,,,114-117,,Miami full timeout
0:17.0,,,114-117,,Loose ball foul by G. Dragic (drawn by E. Payton)
0:17.0,,,114-117,,Turnover by G. Dragic (offensive foul)
0:17.0,E. Payton makes free throw 1 of 2,1,115-117,,
0:17.0,E. Payton makes free throw 2 of 2,1,116-117,,
0:17.0,Away from play foul by S. Ibaka (drawn by G. Dragic),,116-117,,
0:17.0,,,116-117,,G. Dragic misses free throw 1 of 1
0:17.0,,,116-117,,Offensive rebound by Team
0:17.0,,,116-117,,Miami full timeout
0:17.0,A. Gordon enters the game for N. Vucevic,,116-117,,
0:17.0,,,116-117,,J. McRoberts enters the game for H. Whiteside
0:16.0,Personal foul by J. Green (drawn by G. Dragic),,116-117,,
0:16.0,,,116-117,,G. Dragic misses free throw 1 of 2
0:16.0,,,116-117,,Offensive rebound by Team
0:16.0,,,116-118,1,G. Dragic makes free throw 2 of 2
0:16.0,Orlando full timeout,,116-118,,
0:16.0,,,116-117,,H. Whiteside enters the game for J. McRoberts
0:16.0,N. Vucevic enters the game for A. Gordon,,116-117,,
0:16.0,D. Augustin enters the game for E. Payton,,116-118,,
0:14.0,Shooting foul by T. Johnson (drawn by J. Green),,116-118,,
0:14.0,J. Green makes free throw 1 of 2,1,117-118,,
0:14.0,J. Green makes free throw 2 of 2,1,118-118,,
0:14.0,,,118-118,,Miami full timeout
0:14.0,E. Payton enters the game for D. Augustin,,118-118,,
0:04.0,,,118-118,,J. Winslow misses 2-pt shot from 1 ft
0:03.0,Defensive rebound by N. Vucevic,,118-118,,
0:01.0,Orlando full timeout,,118-118,,
0:01.0,,,118-118,,J. McRoberts enters the game for G. Dragic
0:00.0,E. Fournier misses 2-pt shot from 12 ft,,118-118,,
0:00.0,Offensive rebound by Team,,118-118,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: N. Vucevic vs. H. Whiteside (G. Dragic gains possession),,,,Jump ball: N. Vucevic vs. H. Whiteside (G. Dragic gains possession)
4:40.0,,,118-118,,H. Whiteside misses 2-pt shot from 8 ft
4:39.0,Defensive rebound by S. Ibaka,,118-118,,
4:20.0,N. Vucevic misses 2-pt shot from 21 ft,,118-118,,
4:20.0,,,118-118,,Defensive rebound by T. Johnson
3:54.0,,,118-118,,J. Winslow misses 2-pt shot from 13 ft
3:53.0,Defensive rebound by E. Payton,,118-118,,
3:38.0,J. Green makes 2-pt shot from 2 ft (assist by S. Ibaka),2,120-118,,
3:11.0,,,120-118,,G. Dragic misses 2-pt shot from 12 ft
3:10.0,,,120-118,,Offensive rebound by H. Whiteside
3:09.0,,,120-118,,Shooting foul by N. Vucevic (drawn by H. Whiteside)
3:09.0,,,120-118,,H. Whiteside misses free throw 1 of 2
3:09.0,,,120-118,,Offensive rebound by Team
3:09.0,,,120-119,1,H. Whiteside makes free throw 2 of 2
2:49.0,S. Ibaka misses 2-pt shot from 11 ft,,120-119,,
2:48.0,Offensive rebound by Team,,120-119,,
2:48.0,,,120-119,,Loose ball foul by H. Whiteside (drawn by N. Vucevic)
2:34.0,S. Ibaka makes 3-pt shot from 24 ft (assist by N. Vucevic),3,123-119,,
2:18.0,,,123-121,2,T. Johnson makes 2-pt shot from 2 ft
2:01.0,N. Vucevic misses 2-pt shot from 9 ft,,123-121,,
1:59.0,,,123-121,,Defensive rebound by J. Winslow
1:39.0,,,123-123,2,J. Winslow makes 2-pt shot from 10 ft
1:26.0,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton),3,126-123,,
1:08.0,,,126-123,,T. Johnson misses 3-pt shot from 23 ft
1:07.0,Defensive rebound by N. Vucevic,,126-123,,
0:53.0,S. Ibaka makes 2-pt shot from 16 ft (assist by E. Payton),2,128-123,,
0:53.0,,,128-123,,Miami full timeout
0:44.0,,,128-123,,J. Richardson misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by E. Payton,,128-123,,
0:42.0,,,128-123,,Personal foul by T. Johnson (drawn by E. Payton)
0:38.0,,,128-123,,Personal foul by J. Richardson (drawn by E. Payton)
0:38.0,E. Payton makes free throw 1 of 2,1,129-123,,
0:38.0,E. Payton makes free throw 2 of 2,1,130-123,,
0:30.0,,,130-123,,J. Richardson misses 3-pt shot from 25 ft
0:29.0,Jump ball: E. Fournier vs. T. Johnson,,,,Jump ball: E. Fournier vs. T. Johnson
0:29.0,Offensive rebound by Team,,130-123,,
0:26.0,,,130-123,,Personal foul by H. Whiteside (drawn by N. Vucevic)
0:26.0,N. Vucevic misses free throw 1 of 2,,130-123,,
0:26.0,Offensive rebound by Team,,130-123,,
0:26.0,N. Vucevic makes free throw 2 of 2,1,131-123,,
0:23.0,,,131-125,2,T. Johnson makes 2-pt shot from 2 ft
0:23.0,,,131-125,,Shooting foul by E. Fournier (drawn by T. Johnson)
0:23.0,,,131-126,1,T. Johnson makes free throw 1 of 1
0:23.0,,,131-125,,J. Johnson enters the game for H. Whiteside
0:21.0,,,131-126,,Personal foul by T. Johnson (drawn by J. Green)
0:21.0,J. Green makes free throw 1 of 2,1,132-126,,
0:21.0,J. Green makes free throw 2 of 2,1,133-126,,
0:16.0,,,133-128,2,J. Johnson makes 2-pt shot from 2 ft
0:15.0,,,133-128,,Personal foul by G. Dragic (drawn by E. Fournier)
0:15.0,E. Fournier makes free throw 1 of 2,1,134-128,,
0:15.0,E. Fournier misses free throw 2 of 2,,134-128,,
0:15.0,,,133-128,,L. Babbitt enters the game for G. Dragic
0:15.0,D. Augustin enters the game for N. Vucevic,,134-128,,
0:14.0,,,134-128,,Defensive rebound by J. Johnson
0:05.0,,,134-130,2,T. Johnson makes 2-pt shot from 9 ft
0:04.0,,,134-130,,Personal foul by T. Johnson (drawn by J. Green)
0:04.0,J. Green makes free throw 1 of 2,1,135-130,,
0:04.0,J. Green makes free throw 2 of 2,1,136-130,,
0:04.0,,,136-130,,Miami full timeout
0:04.0,,,134-130,,J. McRoberts enters the game for T. Johnson
0:01.0,,,136-130,,L. Babbitt misses 2-pt shot from 10 ft
0:00.0,,,136-130,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
