time,Indiana,pts.away,score,pts.home,Brooklyn
6:37.0,Shooting foul by C. LeVert (drawn by M. Turner),,88-87,,
6:37.0,M. Turner makes free throw 1 of 2,1,89-87,,
6:37.0,M. Turner makes free throw 2 of 2,1,90-87,,
6:37.0,,,89-87,,B. Lopez enters the game for T. Booker
6:29.0,,,90-89,2,B. Lopez makes 2-pt shot from 13 ft
6:17.0,Offensive foul by M. Turner,,90-89,,
6:17.0,Turnover by M. Turner (offensive foul),,90-89,,
6:11.0,,,90-89,,B. Lopez misses 2-pt shot at rim (block by M. Turner)
6:07.0,Defensive rebound by P. George,,90-89,,
5:54.0,J. Teague misses 2-pt shot from 2 ft,,90-89,,
5:53.0,,,90-89,,Defensive rebound by S. Dinwiddie
5:44.0,,,90-89,,S. Dinwiddie misses 2-pt shot from 13 ft
5:43.0,,,90-89,,Offensive rebound by S. Dinwiddie
5:42.0,,,90-89,,Turnover by S. Dinwiddie (lost ball)
5:42.0,,,90-89,,Brooklyn full timeout
5:31.0,C. Miles misses 2-pt shot from 23 ft,,90-89,,
5:29.0,,,90-89,,Defensive rebound by S. Dinwiddie
5:10.0,,,90-89,,C. LeVert misses 2-pt shot from 9 ft
5:08.0,Defensive rebound by M. Ellis,,90-89,,
4:50.0,P. George makes 2-pt shot from 18 ft,2,92-89,,
4:28.0,,,92-89,,B. Lopez misses 2-pt shot from 18 ft
4:27.0,Defensive rebound by P. George,,92-89,,
4:09.0,,,92-89,,Personal foul by R. Foye (drawn by P. George)
4:09.0,,,92-89,,S. Kilpatrick enters the game for R. Foye
3:55.0,Turnover by Team (shot clock),,92-89,,
3:40.0,,,92-89,,J. Harris enters the game for S. Dinwiddie
3:38.0,Jump ball: M. Ellis vs. B. Lopez (J. Teague gains possession),,,,Jump ball: M. Ellis vs. B. Lopez (J. Teague gains possession)
3:38.0,,,92-89,,Turnover by B. Lopez (lost ball; steal by M. Ellis)
3:38.0,,,92-89,,Personal foul by S. Kilpatrick (drawn by J. Teague)
3:38.0,J. Teague makes free throw 1 of 2,1,93-89,,
3:38.0,J. Teague makes free throw 2 of 2,1,94-89,,
3:27.0,Personal foul by J. Teague (drawn by S. Kilpatrick),,94-89,,
3:19.0,,,94-89,,Q. Acy misses 3-pt shot from 23 ft
3:18.0,,,94-89,,Offensive rebound by Team
3:18.0,Loose ball foul by M. Turner (drawn by B. Lopez),,94-89,,
3:18.0,L. Allen enters the game for M. Turner,,94-89,,
3:14.0,,,94-91,2,C. LeVert makes 2-pt shot at rim (assist by B. Lopez)
2:48.0,P. George makes 2-pt shot from 17 ft,2,96-91,,
2:39.0,,,96-91,,Turnover by S. Kilpatrick (bad pass)
2:39.0,Indiana full timeout,,96-91,,
2:20.0,C. Miles misses 3-pt shot from 24 ft,,96-91,,
2:19.0,,,96-91,,Defensive rebound by Q. Acy
2:14.0,,,96-91,,S. Kilpatrick misses 2-pt shot from 2 ft (block by C. Miles)
2:13.0,,,96-91,,Offensive rebound by Q. Acy
2:12.0,,,96-91,,Shooting foul by L. Allen (drawn by Q. Acy)
2:12.0,,,96-92,1,Q. Acy makes free throw 1 of 2
2:12.0,,,96-93,1,Q. Acy makes free throw 2 of 2
1:59.0,M. Ellis makes 2-pt shot from 2 ft,2,98-93,,
1:52.0,,,98-95,2,S. Kilpatrick makes 2-pt shot from 2 ft
1:37.0,Turnover by P. George (bad pass; steal by J. Harris),,98-95,,
1:32.0,,,98-95,,Q. Acy misses 2-pt shot from 3 ft
1:31.0,Defensive rebound by M. Ellis,,98-95,,
1:21.0,J. Teague makes 2-pt shot from 1 ft,2,100-95,,
1:02.0,,,100-95,,C. LeVert misses 3-pt shot from 24 ft
1:00.0,,,100-95,,Offensive rebound by Q. Acy
0:58.0,,,100-95,,Q. Acy misses 2-pt shot from 4 ft (block by P. George)
0:58.0,Defensive rebound by P. George,,100-95,,
0:57.0,,,100-95,,Personal foul by Q. Acy (drawn by P. George)
0:57.0,P. George makes free throw 1 of 2,1,101-95,,
0:57.0,P. George makes free throw 2 of 2,1,102-95,,
0:57.0,,,102-95,,Brooklyn full timeout
0:47.0,,,102-97,2,B. Lopez makes 2-pt shot at rim (assist by S. Kilpatrick)
0:45.0,,,102-97,,Personal foul by S. Kilpatrick (drawn by M. Ellis)
0:45.0,M. Ellis misses free throw 1 of 2,,102-97,,
0:45.0,Offensive rebound by Team,,102-97,,
0:45.0,M. Ellis makes free throw 2 of 2,1,103-97,,
0:45.0,G. Robinson enters the game for C. Miles,,102-97,,
0:32.0,,,103-97,,Turnover by S. Kilpatrick (lost ball; steal by J. Teague)
0:31.0,,,103-97,,Personal foul by J. Harris (drawn by J. Teague)
0:31.0,J. Teague makes free throw 1 of 2,1,104-97,,
0:31.0,J. Teague makes free throw 2 of 2,1,105-97,,
0:20.0,,,105-97,,B. Lopez misses 2-pt shot from 1 ft
0:19.0,Defensive rebound by Team,,105-97,,
0:18.0,,,105-97,,Technical foul by Team
0:18.0,P. George makes technical free throw,1,106-97,,
0:18.0,M. Turner enters the game for L. Allen,,106-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
