time,LA Clippers,pts.away,score,pts.home,Oklahoma City
2:45.0,A. Rivers makes 2-pt shot from 3 ft,2,81-114,,
2:45.0,LA Clippers full timeout,,81-114,,
2:45.0,,,81-114,,Technical foul by R. Westbrook
2:45.0,Technical foul by M. Speights,,81-114,,
2:45.0,A. Rivers makes free throw 1 of 1,1,82-114,,
2:23.0,,,82-114,,D. Sabonis misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by Team,,82-114,,
2:10.0,Shooting foul by A. Morrow (drawn by A. Rivers),,82-114,,
2:10.0,A. Rivers makes free throw 1 of 2,1,83-114,,
2:10.0,A. Rivers makes free throw 2 of 2,1,84-114,,
1:56.0,,,84-114,,Offensive foul by J. Lauvergne
1:56.0,,,84-114,,Turnover by J. Lauvergne (offensive foul)
1:42.0,Shooting foul by J. Lauvergne (drawn by B. Bass),,84-114,,
1:42.0,B. Bass makes free throw 1 of 2,1,85-114,,
1:42.0,B. Bass makes free throw 2 of 2,1,86-114,,
1:42.0,,,84-114,,J. Grant enters the game for J. Lauvergne
1:33.0,,,86-114,,A. Morrow misses 3-pt shot from 24 ft
1:32.0,,,86-114,,Offensive rebound by S. Christon
1:26.0,,,86-114,,D. Sabonis misses 2-pt shot from 12 ft
1:25.0,Defensive rebound by J. Crawford,,86-114,,
1:01.0,B. Bass misses 3-pt shot from 30 ft,,86-114,,
1:01.0,Offensive rebound by Team,,86-114,,
1:01.0,Turnover by Team (shot clock),,86-114,,
0:53.0,,,86-114,,A. Morrow misses 2-pt shot from 6 ft
0:53.0,Defensive rebound by M. Speights,,86-114,,
0:44.0,A. Rivers makes 2-pt shot from 1 ft,2,88-114,,
0:29.0,,,88-114,,D. Sabonis misses 2-pt shot from 15 ft
0:28.0,Defensive rebound by M. Speights,,88-114,,
0:11.0,M. Speights misses 2-pt shot from 10 ft,,88-114,,
0:10.0,,,88-114,,Defensive rebound by K. Singler
0:00.0,End of 4th quarter,,,,End of 4th quarter
