time,Utah,pts.away,score,pts.home,Golden State
3:25.0,J. Bolomboy misses 2-pt shot from 18 ft,,65-102,,
3:25.0,Offensive rebound by J. Withey,,65-102,,
3:20.0,D. Exum makes 3-pt shot from 26 ft (assist by R. Neto),3,68-102,,
3:04.0,,,68-102,,J. McGee misses 2-pt shot from 8 ft
3:03.0,Defensive rebound by J. Bolomboy,,68-102,,
2:51.0,,,68-102,,Violation by A. Varejao (kicked ball)
2:44.0,J. Ingles misses 2-pt shot from 7 ft,,68-102,,
2:44.0,,,68-102,,Defensive rebound by K. Looney
2:27.0,,,68-102,,J. McGee misses 2-pt shot from 6 ft
2:27.0,,,68-102,,Offensive rebound by A. Varejao
2:20.0,,,68-102,,K. Looney misses 3-pt shot from 27 ft
2:20.0,Defensive rebound by Team,,68-102,,
2:06.0,R. Neto makes 2-pt shot from 1 ft,2,70-102,,
1:50.0,,,70-102,,J. McGee misses 3-pt shot from 27 ft
1:49.0,Defensive rebound by J. Ingles,,70-102,,
1:39.0,D. Exum makes 3-pt shot from 26 ft (assist by R. Neto),3,73-102,,
1:23.0,,,73-102,,Turnover by A. Varejao (lost ball; steal by R. Neto)
1:18.0,,,73-102,,Personal foul by K. Looney (drawn by J. Bolomboy)
1:18.0,J. Bolomboy misses free throw 1 of 2,,73-102,,
1:18.0,Offensive rebound by Team,,73-102,,
1:18.0,J. Bolomboy makes free throw 2 of 2,1,74-102,,
1:07.0,,,74-102,,S. Livingston misses 2-pt shot from 12 ft
1:07.0,Defensive rebound by D. Exum,,74-102,,
0:59.0,J. Ingles misses 3-pt shot from 26 ft,,74-102,,
0:58.0,,,74-102,,Defensive rebound by K. Looney
0:48.0,,,74-104,2,J. McGee makes 2-pt shot from 11 ft
0:33.0,R. Neto misses 3-pt shot from 24 ft,,74-104,,
0:30.0,,,74-104,,Defensive rebound by K. Looney
0:13.0,,,74-104,,J. McGee misses 2-pt shot from 7 ft
0:12.0,,,74-104,,Offensive rebound by A. Varejao
0:00.0,End of 4th quarter,,,,End of 4th quarter
