time,Oklahoma City,pts.away,score,pts.home,Sacramento
4:34.0,J. Grant enters the game for A. Roberson,,92-103,,
4:31.0,,,92-103,,Defensive rebound by D. Cousins
4:18.0,Personal foul by A. Morrow (drawn by D. Cousins),,92-103,,
4:18.0,,,92-103,,A. Afflalo enters the game for T. Lawson
4:18.0,,,92-103,,D. Collison enters the game for B. McLemore
4:04.0,,,92-106,3,G. Temple makes 3-pt shot from 27 ft
3:48.0,V. Oladipo misses 3-pt shot from 25 ft,,92-106,,
3:48.0,,,92-106,,Defensive rebound by Team
3:48.0,,,92-106,,Personal foul by D. Cousins (drawn by S. Adams)
3:48.0,Personal foul by S. Adams,,92-106,,
3:45.0,Jump ball: S. Adams vs. D. Cousins (D. Collison gains possession),,,,Jump ball: S. Adams vs. D. Cousins (D. Collison gains possession)
3:29.0,,,92-108,2,D. Cousins makes 2-pt shot from 3 ft
3:22.0,,,92-108,,Personal foul by G. Temple (drawn by S. Adams)
3:22.0,S. Adams misses free throw 1 of 2,,92-108,,
3:22.0,Offensive rebound by Team,,92-108,,
3:22.0,S. Adams makes free throw 2 of 2,1,93-108,,
3:03.0,,,93-108,,D. Collison misses 2-pt shot from 4 ft (block by V. Oladipo)
3:03.0,,,93-108,,Offensive rebound by Team
3:03.0,,,93-108,,Sacramento full timeout
3:03.0,A. Roberson enters the game for A. Morrow,,93-108,,
2:58.0,,,93-108,,D. Collison misses 2-pt shot from 20 ft
2:58.0,Defensive rebound by V. Oladipo,,93-108,,
2:50.0,R. Westbrook misses 3-pt shot from 26 ft,,93-108,,
2:49.0,,,93-108,,Defensive rebound by G. Temple
2:25.0,,,93-108,,R. Gay misses 2-pt shot from 18 ft (block by A. Roberson)
2:23.0,Defensive rebound by J. Grant,,93-108,,
2:16.0,Shooting foul by G. Temple (drawn by S. Adams),,93-108,,
2:16.0,S. Adams makes free throw 1 of 2,1,94-108,,
2:16.0,S. Adams makes free throw 2 of 2,1,95-108,,
1:57.0,,,95-108,,R. Gay misses 2-pt shot from 2 ft (block by J. Grant)
1:56.0,,,95-108,,Offensive rebound by R. Gay
1:54.0,,,95-111,3,D. Collison makes 3-pt shot from 25 ft (assist by R. Gay)
1:35.0,V. Oladipo makes 2-pt shot from 12 ft,2,97-111,,
1:23.0,Personal foul by V. Oladipo (drawn by D. Collison),,97-111,,
1:23.0,,,97-112,1,D. Collison makes free throw 1 of 2
1:23.0,,,97-113,1,D. Collison makes free throw 2 of 2
1:23.0,D. Sabonis enters the game for S. Adams,,97-112,,
1:23.0,S. Christon enters the game for A. Roberson,,97-112,,
1:23.0,A. Abrines enters the game for R. Westbrook,,97-112,,
1:23.0,K. Singler enters the game for V. Oladipo,,97-112,,
1:23.0,,,97-112,,B. McLemore enters the game for D. Cousins
1:23.0,,,97-112,,T. Lawson enters the game for A. Afflalo
1:03.0,Shooting foul by R. Gay (drawn by J. Grant),,97-113,,
1:03.0,J. Grant makes free throw 1 of 2,1,98-113,,
1:03.0,J. Grant makes free throw 2 of 2,1,99-113,,
0:50.0,,,99-113,,R. Gay misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by K. Singler,,99-113,,
0:45.0,J. Grant makes 2-pt shot at rim,2,101-113,,
0:22.0,,,101-116,3,D. Collison makes 3-pt shot from 25 ft
0:13.0,A. Abrines misses 3-pt shot from 24 ft,,101-116,,
0:13.0,,,101-116,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
