time,San Antonio,pts.away,score,pts.home,Oklahoma City
3:56.0,Defensive rebound by B. Forbes,,82-98,,
3:42.0,D. Bertans misses 2-pt shot from 15 ft,,82-98,,
3:41.0,Offensive rebound by D. Dedmon,,82-98,,
3:37.0,D. Dedmon misses 2-pt shot from 5 ft,,82-98,,
3:36.0,,,82-98,,Defensive rebound by Team
3:35.0,J. Simmons enters the game for D. Bertans,,82-98,,
3:26.0,,,82-100,2,V. Oladipo makes 2-pt shot at rim (assist by R. Westbrook)
3:07.0,D. Murray misses 2-pt shot from 15 ft,,82-100,,
3:05.0,,,82-100,,Defensive rebound by Team
2:54.0,,,82-100,,Shooting foul by J. Anthony (drawn by R. Westbrook)
2:54.0,Official timeout,,82-100,,
2:54.0,,,82-101,1,R. Westbrook makes free throw 1 of 2
2:54.0,,,82-102,1,R. Westbrook makes free throw 2 of 2
2:39.0,J. Simmons misses 2-pt shot from 2 ft,,82-102,,
2:38.0,Offensive rebound by D. Dedmon,,82-102,,
2:38.0,D. Dedmon makes 2-pt shot from 1 ft,2,84-102,,
2:13.0,,,84-102,,R. Westbrook misses 2-pt shot at rim
2:12.0,,,84-102,,Offensive rebound by S. Adams
1:53.0,,,84-102,,V. Oladipo misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by J. Anthony,,84-102,,
1:48.0,,,84-102,,Personal take foul by R. Westbrook (drawn by D. Murray)
1:48.0,,,84-102,,S. Christon enters the game for R. Westbrook
1:48.0,D. Bertans enters the game for D. Murray,,84-102,,
1:38.0,D. Dedmon makes 2-pt shot from 2 ft,2,86-102,,
1:38.0,Shooting foul by T. Gibson (drawn by D. Dedmon),,86-102,,
1:38.0,D. Dedmon makes free throw 1 of 1,1,87-102,,
1:20.0,,,87-102,,V. Oladipo misses 2-pt shot from 1 ft (block by J. Anthony)
1:20.0,Defensive rebound by D. Dedmon,,87-102,,
1:05.0,D. Dedmon misses 2-pt shot from 16 ft,,87-102,,
1:05.0,,,87-102,,Defensive rebound by V. Oladipo
0:58.0,,,87-102,,Offensive foul by T. Gibson
0:58.0,,,87-102,,Turnover by T. Gibson (offensive foul)
0:50.0,,,87-102,,Personal foul by V. Oladipo (drawn by J. Simmons)
0:50.0,J. Simmons makes free throw 1 of 2,1,88-102,,
0:50.0,J. Simmons makes free throw 2 of 2,1,89-102,,
0:50.0,,,88-102,,A. Abrines enters the game for V. Oladipo
0:50.0,,,88-102,,D. Sabonis enters the game for S. Adams
0:27.0,,,89-102,,T. Gibson misses 2-pt shot from 16 ft
0:27.0,Defensive rebound by D. Bertans,,89-102,,
0:17.0,D. Bertans misses 3-pt shot from 24 ft,,89-102,,
0:15.0,Offensive rebound by D. Dedmon,,89-102,,
0:14.0,D. Dedmon makes 2-pt shot from 1 ft,2,91-102,,
0:14.0,Shooting foul by D. Sabonis (drawn by D. Dedmon),,91-102,,
0:14.0,D. Dedmon makes free throw 1 of 1,1,92-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
