time,Boston,pts.away,score,pts.home,Brooklyn
6:22.0,,,92-82,,Shooting foul by A. Bradley (drawn by S. Kilpatrick)
6:22.0,,,92-83,1,S. Kilpatrick makes free throw 1 of 2
6:22.0,,,92-84,1,S. Kilpatrick makes free throw 2 of 2
6:22.0,A. Horford enters the game for J. Jerebko,,92-83,,
6:22.0,,,92-83,,T. Booker enters the game for J. Hamilton
6:17.0,Boston full timeout,,92-84,,
6:17.0,,,92-84,,I. Whitehead enters the game for S. Kilpatrick
5:58.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Horford),3,95-84,,
5:40.0,,,95-84,,B. Lopez misses 3-pt shot from 23 ft
5:38.0,Defensive rebound by J. Crowder,,95-84,,
5:20.0,A. Bradley misses 2-pt shot from 3 ft,,95-84,,
5:19.0,Offensive rebound by A. Bradley,,95-84,,
5:18.0,A. Bradley makes 2-pt shot from 3 ft,2,97-84,,
5:12.0,,,97-84,,Brooklyn full timeout
5:12.0,I. Thomas enters the game for T. Rozier,,97-84,,
5:12.0,M. Smart enters the game for T. Zeller,,97-84,,
5:12.0,,,97-84,,S. Kilpatrick enters the game for I. Whitehead
5:03.0,,,97-84,,S. Kilpatrick misses 2-pt shot from 5 ft (block by A. Horford)
5:01.0,,,97-84,,Offensive rebound by T. Booker
4:57.0,,,97-86,2,T. Booker makes 2-pt shot from 5 ft
4:44.0,J. Crowder makes 2-pt shot from 22 ft,2,99-86,,
4:34.0,,,99-86,,B. Bogdanovic misses 3-pt shot from 25 ft
4:33.0,,,99-86,,Offensive rebound by T. Booker
4:33.0,,,99-86,,Shooting foul by J. Crowder (drawn by T. Booker)
4:33.0,,,99-86,,T. Booker misses free throw 1 of 2
4:33.0,,,99-86,,Offensive rebound by Team
4:33.0,,,99-87,1,T. Booker makes free throw 2 of 2
4:14.0,I. Thomas makes 3-pt shot from 24 ft (assist by A. Bradley),3,102-87,,
4:00.0,,,102-87,,S. Kilpatrick misses 3-pt shot from 24 ft
3:59.0,Defensive rebound by A. Bradley,,102-87,,
3:46.0,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart),3,105-87,,
3:37.0,,,105-87,,Turnover by S. Kilpatrick (lost ball; steal by A. Bradley)
3:21.0,A. Bradley misses 2-pt shot from 2 ft,,105-87,,
3:19.0,,,105-87,,Defensive rebound by B. Lopez
3:12.0,,,105-87,,B. Lopez misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by M. Smart,,105-87,,
2:51.0,I. Thomas misses 2-pt shot from 11 ft,,105-87,,
2:50.0,,,105-87,,Defensive rebound by B. Bogdanovic
2:41.0,,,105-87,,Turnover by B. Bogdanovic (bad pass; steal by A. Bradley)
2:37.0,Turnover by A. Horford (bad pass; steal by T. Booker),,105-87,,
2:25.0,,,105-87,,B. Bogdanovic misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by A. Horford,,105-87,,
2:05.0,A. Horford makes 2-pt shot from 19 ft,2,107-87,,
1:59.0,,,107-87,,Brooklyn full timeout
1:59.0,J. Jerebko enters the game for J. Crowder,,107-87,,
1:59.0,K. Olynyk enters the game for A. Horford,,107-87,,
1:59.0,T. Rozier enters the game for A. Bradley,,107-87,,
1:59.0,,,107-87,,Y. Ferrell enters the game for T. Booker
1:59.0,,,107-87,,C. McCullough enters the game for B. Lopez
1:59.0,,,107-87,,A. Bennett enters the game for B. Bogdanovic
1:55.0,,,107-90,3,J. Harris makes 3-pt shot from 25 ft (assist by A. Bennett)
1:44.0,M. Smart misses 2-pt shot from 9 ft,,107-90,,
1:42.0,,,107-90,,Defensive rebound by C. McCullough
1:35.0,,,107-90,,Shooting foul by K. Olynyk (drawn by S. Kilpatrick)
1:35.0,,,107-91,1,S. Kilpatrick makes free throw 1 of 2
1:35.0,,,107-92,1,S. Kilpatrick makes free throw 2 of 2
1:35.0,J. Young enters the game for I. Thomas,,107-91,,
1:18.0,M. Smart misses 2-pt shot from 17 ft,,107-92,,
1:17.0,,,107-92,,Defensive rebound by A. Bennett
1:14.0,,,107-92,,Turnover by A. Bennett (bad pass; steal by T. Rozier)
0:54.0,K. Olynyk misses 2-pt shot from 20 ft,,107-92,,
0:53.0,Offensive rebound by J. Jerebko,,107-92,,
0:53.0,M. Smart misses 2-pt shot from 2 ft,,107-92,,
0:53.0,Offensive rebound by M. Smart,,107-92,,
0:50.0,M. Smart makes 2-pt shot from 2 ft,2,109-92,,
0:43.0,,,109-92,,Turnover by S. Kilpatrick (bad pass; steal by K. Olynyk)
0:40.0,K. Olynyk makes 2-pt shot at rim,2,111-92,,
0:35.0,,,111-92,,Y. Ferrell misses 2-pt shot from 19 ft
0:34.0,Defensive rebound by M. Smart,,111-92,,
0:11.0,M. Smart misses 3-pt shot from 25 ft,,111-92,,
0:09.0,,,111-92,,Defensive rebound by Y. Ferrell
0:02.0,,,111-92,,C. McCullough misses 2-pt shot from 18 ft
0:00.0,,,111-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
