time,Orlando,pts.away,score,pts.home,Brooklyn
3:34.0,,,102-114,1,A. Goodwin makes free throw 2 of 2
3:34.0,T. Ross enters the game for J. Meeks,,102-113,,
3:24.0,E. Fournier makes 2-pt shot from 8 ft (assist by E. Payton),2,104-114,,
3:24.0,Shooting foul by C. LeVert (drawn by E. Fournier),,104-114,,
3:24.0,E. Fournier misses free throw 1 of 1,,104-114,,
3:24.0,,,104-114,,S. Kilpatrick enters the game for A. Goodwin
3:23.0,Offensive rebound by A. Gordon,,104-114,,
3:17.0,Turnover by A. Gordon (bad pass; steal by J. Lin),,104-114,,
2:59.0,,,104-116,2,J. Lin makes 2-pt shot from 3 ft
2:33.0,E. Payton makes 2-pt shot from 18 ft,2,106-116,,
2:18.0,,,106-116,,Turnover by J. Lin (bad pass; steal by E. Fournier)
2:17.0,,,106-116,,Personal foul by B. Lopez (drawn by E. Fournier)
2:17.0,Official timeout,,106-116,,
2:17.0,E. Fournier makes free throw 1 of 2,1,107-116,,
2:17.0,E. Fournier makes free throw 2 of 2,1,108-116,,
2:02.0,,,108-116,,J. Lin misses 2-pt shot from 3 ft
2:01.0,,,108-116,,Offensive rebound by Team
1:58.0,,,108-119,3,B. Lopez makes 3-pt shot from 25 ft (assist by J. Lin)
1:41.0,E. Fournier misses 3-pt shot from 25 ft,,108-119,,
1:40.0,,,108-119,,Defensive rebound by R. Hollis-Jefferson
1:21.0,,,108-119,,B. Lopez misses 3-pt shot from 28 ft
1:20.0,Defensive rebound by E. Payton,,108-119,,
1:10.0,E. Payton misses 3-pt shot from 26 ft,,108-119,,
1:09.0,,,108-119,,Defensive rebound by S. Kilpatrick
0:53.0,Personal foul by E. Fournier (drawn by C. LeVert),,108-119,,
0:39.0,,,108-119,,S. Kilpatrick misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by A. Gordon,,108-119,,
0:35.0,A. Gordon makes 3-pt shot from 25 ft,3,111-119,,
0:31.0,Personal take foul by T. Ross (drawn by S. Kilpatrick),,111-119,,
0:31.0,,,111-120,1,S. Kilpatrick makes free throw 1 of 2
0:31.0,,,111-121,1,S. Kilpatrick makes free throw 2 of 2
0:31.0,,,111-120,,T. Booker enters the game for B. Lopez
0:22.0,Turnover by E. Fournier (traveling),,111-121,,
0:22.0,,,111-121,,A. Goodwin enters the game for J. Lin
0:22.0,,,111-121,,S. Dinwiddie enters the game for C. LeVert
0:00.0,End of 4th quarter,,,,End of 4th quarter
