time,Minnesota,pts.away,score,pts.home,Utah
1:39.0,T. Jones misses 3-pt shot from 24 ft,,102-75,,
1:37.0,,,102-75,,Defensive rebound by A. Burks
1:28.0,,,102-75,,A. Burks misses 2-pt shot from 3 ft (block by N. Bjelica)
1:28.0,Defensive rebound by N. Bjelica,,102-75,,
1:13.0,S. Muhammad misses 2-pt shot from 2 ft,,102-75,,
1:12.0,,,102-75,,Defensive rebound by R. Neto
1:12.0,Personal foul by S. Muhammad (drawn by R. Neto),,102-75,,
1:12.0,,,102-76,1,R. Neto makes free throw 1 of 2
1:12.0,,,102-76,,R. Neto misses free throw 2 of 2
1:11.0,Defensive rebound by C. Aldrich,,102-76,,
0:51.0,N. Bjelica makes 2-pt shot from 4 ft,2,104-76,,
0:36.0,,,104-78,2,J. Withey makes 2-pt shot from 2 ft (assist by R. Neto)
0:16.0,T. Jones makes 3-pt shot from 24 ft (assist by S. Muhammad),3,107-78,,
0:00.0,,,107-80,2,J. Withey makes 2-pt shot from 3 ft (assist by D. Exum)
0:00.0,End of 4th quarter,,,,End of 4th quarter
