time,Indiana,pts.away,score,pts.home,Miami
5:10.0,,,85-103,1,H. Whiteside makes free throw 1 of 2
5:10.0,,,85-104,1,H. Whiteside makes free throw 2 of 2
5:10.0,G. Robinson enters the game for T. Young,,85-103,,
5:10.0,,,85-103,,G. Dragic enters the game for T. Johnson
4:57.0,M. Turner misses 2-pt shot from 4 ft,,85-104,,
4:56.0,,,85-104,,Defensive rebound by J. Johnson
4:41.0,,,85-104,,W. Ellington misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by G. Robinson,,85-104,,
4:35.0,Shooting foul by J. Johnson (drawn by J. Teague),,85-104,,
4:35.0,J. Teague makes free throw 1 of 2,1,86-104,,
4:35.0,J. Teague makes free throw 2 of 2,1,87-104,,
4:25.0,,,87-104,,Offensive charge foul by J. Johnson
4:25.0,,,87-104,,Turnover by J. Johnson (offensive foul)
4:13.0,M. Turner makes 2-pt shot from 19 ft (assist by M. Ellis),2,89-104,,
3:53.0,,,89-104,,J. Johnson misses 3-pt shot from 24 ft
3:52.0,Defensive rebound by M. Ellis,,89-104,,
3:43.0,M. Turner makes 2-pt shot from 2 ft (assist by J. Teague),2,91-104,,
3:43.0,,,91-104,,Miami full timeout
3:43.0,,,91-104,,L. Babbitt enters the game for J. Johnson
3:30.0,,,91-104,,G. Dragic misses 2-pt shot from 13 ft
3:29.0,,,91-104,,Offensive rebound by H. Whiteside
3:29.0,Personal foul by M. Ellis (drawn by H. Whiteside),,91-104,,
3:29.0,,,91-105,1,H. Whiteside makes free throw 1 of 2
3:29.0,,,91-105,,H. Whiteside misses free throw 2 of 2
3:28.0,Defensive rebound by C. Miles,,91-105,,
3:18.0,G. Robinson makes 2-pt shot at rim (assist by J. Teague),2,93-105,,
2:59.0,,,93-105,,D. Waiters misses 2-pt shot from 2 ft
2:57.0,Defensive rebound by M. Turner,,93-105,,
2:51.0,M. Turner misses 2-pt shot from 3 ft,,93-105,,
2:51.0,,,93-105,,J. Johnson enters the game for L. Babbitt
2:51.0,Jump ball: M. Turner vs. H. Whiteside (G. Dragic gains possession),,,,Jump ball: M. Turner vs. H. Whiteside (G. Dragic gains possession)
2:51.0,,,93-105,,Defensive rebound by Team
2:36.0,Personal foul by C. Miles (drawn by G. Dragic),,93-105,,
2:36.0,,,93-106,1,G. Dragic makes free throw 1 of 2
2:36.0,,,93-106,,G. Dragic misses free throw 2 of 2
2:36.0,Defensive rebound by C. Miles,,93-106,,
2:36.0,Indiana full timeout,,93-106,,
2:15.0,Turnover by M. Ellis (lost ball; steal by H. Whiteside),,93-106,,
1:58.0,,,93-108,2,H. Whiteside makes 2-pt shot from 5 ft
1:45.0,C. Miles makes 2-pt shot from 1 ft,2,95-108,,
1:23.0,,,95-111,3,D. Waiters makes 3-pt shot from 23 ft (assist by G. Dragic)
1:23.0,Indiana full timeout,,95-111,,
1:19.0,G. Robinson misses 2-pt shot from 22 ft (block by J. Johnson),,95-111,,
1:18.0,,,95-111,,Defensive rebound by W. Ellington
1:03.0,,,95-113,2,G. Dragic makes 2-pt shot from 9 ft
0:54.0,J. Teague misses 2-pt shot from 1 ft (block by H. Whiteside),,95-113,,
0:50.0,,,95-113,,Defensive rebound by W. Ellington
0:50.0,,,95-113,,Miami full timeout
0:50.0,,,95-113,,R. McGruder enters the game for H. Whiteside
0:50.0,,,95-113,,O. White enters the game for D. Waiters
0:50.0,,,95-113,,J. Richardson enters the game for G. Dragic
0:50.0,,,95-113,,L. Babbitt enters the game for J. Johnson
0:50.0,A. Brooks enters the game for M. Turner,,95-113,,
0:50.0,R. Christmas enters the game for J. Teague,,95-113,,
0:50.0,J. Young enters the game for M. Ellis,,95-113,,
0:36.0,,,95-113,,R. McGruder misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by G. Robinson,,95-113,,
0:30.0,G. Robinson misses 2-pt shot from 18 ft,,95-113,,
0:29.0,Offensive rebound by Team,,95-113,,
0:16.0,Turnover by R. Christmas (lost ball; steal by L. Babbitt),,95-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
