time,Oklahoma City,pts.away,score,pts.home,Indiana
6:47.0,Defensive rebound by R. Westbrook,,75-84,,
6:43.0,Turnover by V. Oladipo (offensive foul),,75-84,,
6:43.0,Offensive charge foul by V. Oladipo,,75-84,,
6:27.0,,,75-84,,P. George misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by V. Oladipo,,75-84,,
6:19.0,R. Westbrook makes 3-pt shot from 26 ft,3,78-84,,
5:52.0,,,78-86,2,P. George makes 2-pt shot from 18 ft
5:35.0,Shooting foul by L. Allen (drawn by J. Grant),,78-86,,
5:35.0,,,78-86,,Indiana full timeout
5:35.0,J. Grant misses free throw 1 of 2,,78-86,,
5:35.0,Offensive rebound by Team,,78-86,,
5:35.0,J. Grant makes free throw 2 of 2,1,79-86,,
5:17.0,,,79-89,3,P. George makes 3-pt shot from 26 ft (assist by M. Ellis)
4:59.0,J. Grant makes 3-pt shot from 25 ft (assist by S. Adams),3,82-89,,
4:47.0,,,82-91,2,J. Teague makes 2-pt shot from 2 ft
4:37.0,R. Westbrook misses 3-pt shot from 25 ft,,82-91,,
4:36.0,Offensive rebound by A. Roberson,,82-91,,
4:34.0,Shooting foul by M. Ellis (drawn by S. Adams),,82-91,,
4:34.0,S. Adams makes free throw 1 of 2,1,83-91,,
4:34.0,S. Adams misses free throw 2 of 2,,83-91,,
4:34.0,,,83-91,,Defensive rebound by Team
4:21.0,,,83-91,,J. Teague misses 2-pt shot from 4 ft (block by A. Roberson)
4:19.0,Defensive rebound by A. Roberson,,83-91,,
4:11.0,V. Oladipo misses 3-pt shot from 24 ft,,83-91,,
4:11.0,,,83-91,,Defensive rebound by J. Teague
3:52.0,,,83-91,,Shooting foul by J. Grant (drawn by L. Allen)
3:52.0,,,83-91,,L. Allen misses free throw 1 of 2
3:52.0,,,83-91,,Offensive rebound by Team
3:52.0,,,83-91,,L. Allen misses free throw 2 of 2
3:52.0,Defensive rebound by A. Roberson,,83-91,,
3:29.0,R. Westbrook makes 3-pt shot from 26 ft,3,86-91,,
3:08.0,,,86-91,,J. Teague misses 2-pt shot from 4 ft (block by J. Grant)
3:08.0,,,86-91,,Offensive rebound by Team
3:03.0,,,86-91,,P. George misses 3-pt shot from 26 ft
3:02.0,Defensive rebound by R. Westbrook,,86-91,,
2:44.0,,,86-91,,Personal foul by L. Allen (drawn by V. Oladipo)
2:44.0,Oklahoma City full timeout,,86-91,,
2:44.0,V. Oladipo makes free throw 1 of 2,1,87-91,,
2:44.0,V. Oladipo makes free throw 2 of 2,1,88-91,,
2:44.0,,,86-91,,G. Robinson enters the game for L. Allen
2:44.0,,,86-91,,C. Miles enters the game for M. Ellis
2:22.0,,,88-91,,P. George misses 2-pt shot from 18 ft
2:21.0,Defensive rebound by A. Roberson,,88-91,,
2:05.0,R. Westbrook makes 2-pt shot from 3 ft,2,90-91,,
1:48.0,,,90-91,,P. George misses 2-pt shot from 2 ft
1:48.0,Defensive rebound by A. Roberson,,90-91,,
1:40.0,R. Westbrook misses 2-pt shot from 4 ft,,90-91,,
1:37.0,Offensive rebound by S. Adams,,90-91,,
1:37.0,S. Adams misses 2-pt shot from 3 ft,,90-91,,
1:36.0,,,90-91,,Defensive rebound by M. Turner
1:30.0,,,90-91,,Indiana full timeout
1:20.0,,,90-93,2,P. George makes 2-pt shot from 15 ft
1:02.0,R. Westbrook misses 3-pt shot from 26 ft,,90-93,,
1:02.0,,,90-93,,Defensive rebound by Team
0:46.0,,,90-93,,Turnover by P. George (lost ball; steal by A. Roberson)
0:33.0,V. Oladipo misses 3-pt shot from 23 ft,,90-93,,
0:32.0,,,90-93,,Defensive rebound by C. Miles
0:23.0,,,90-93,,Indiana full timeout
0:08.0,,,90-93,,C. Miles misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by R. Westbrook,,90-93,,
0:08.0,Oklahoma City full timeout,,90-93,,
0:08.0,A. Morrow enters the game for A. Roberson,,90-93,,
0:08.0,,,90-93,,L. Allen enters the game for C. Miles
0:04.0,R. Westbrook misses 3-pt shot from 27 ft,,90-93,,
0:03.0,Offensive rebound by J. Grant,,90-93,,
0:00.0,R. Westbrook misses 3-pt shot from 23 ft,,90-93,,
0:00.0,Offensive rebound by Team,,90-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
