time,Utah,pts.away,score,pts.home,LA Clippers
0:36.0,Personal foul by G. Hill (drawn by C. Paul),,90-85,,
0:36.0,,,90-86,1,C. Paul makes free throw 1 of 2
0:36.0,,,90-87,1,C. Paul makes free throw 2 of 2
0:36.0,,,90-86,,L. Mbah a Moute enters the game for J. Crawford
0:36.0,J. Johnson enters the game for J. Ingles,,90-86,,
0:36.0,,,90-86,,R. Felton enters the game for J. Redick
0:19.0,J. Johnson makes 2-pt shot from 13 ft (assist by G. Hill),2,92-87,,
0:19.0,,,92-87,,LA Clippers full timeout
0:19.0,,,92-87,,J. Redick enters the game for L. Mbah a Moute
0:19.0,,,92-87,,J. Crawford enters the game for R. Felton
0:19.0,J. Ingles enters the game for J. Johnson,,92-87,,
0:15.0,Personal foul by R. Gobert (drawn by C. Paul),,92-87,,
0:15.0,,,92-88,1,C. Paul makes free throw 1 of 2
0:15.0,,,92-89,1,C. Paul makes free throw 2 of 2
0:15.0,Utah full timeout,,92-89,,
0:15.0,Utah full timeout,,92-89,,
0:15.0,D. Favors enters the game for J. Ingles,,92-88,,
0:15.0,J. Johnson enters the game for R. Gobert,,92-89,,
0:15.0,J. Ingles enters the game for D. Favors,,92-89,,
0:11.0,,,92-89,,Personal take foul by J. Redick
0:11.0,G. Hill makes free throw 1 of 2,1,93-89,,
0:11.0,G. Hill makes free throw 2 of 2,1,94-89,,
0:11.0,,,93-89,,R. Felton enters the game for D. Jordan
0:05.0,,,94-92,3,C. Paul makes 3-pt shot from 27 ft
0:05.0,Utah full timeout,,94-92,,
0:04.0,,,94-92,,Personal take foul by R. Felton (drawn by G. Hill)
0:04.0,G. Hill makes free throw 1 of 2,1,95-92,,
0:04.0,G. Hill makes free throw 2 of 2,1,96-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
