time,Chicago,pts.away,score,pts.home,Detroit
2:25.0,,,86-95,,Personal foul by K. Caldwell-Pope (drawn by D. Wade)
2:25.0,,,86-95,,A. Baynes enters the game for A. Drummond
2:14.0,J. Butler misses 3-pt shot from 26 ft,,86-95,,
2:13.0,Offensive rebound by R. Lopez,,86-95,,
2:12.0,R. Lopez misses 2-pt shot at rim,,86-95,,
2:11.0,,,86-95,,Defensive rebound by J. Leuer
1:51.0,,,86-95,,I. Smith misses 3-pt shot from 26 ft
1:51.0,Defensive rebound by J. Butler,,86-95,,
1:43.0,Shooting foul by J. Leuer (drawn by D. Wade),,86-95,,
1:43.0,D. Wade makes free throw 1 of 2,1,87-95,,
1:43.0,D. Wade makes free throw 2 of 2,1,88-95,,
1:22.0,,,88-97,2,T. Harris makes 2-pt shot from 12 ft
1:08.0,T. Gibson misses 3-pt shot from 27 ft,,88-97,,
1:07.0,Offensive rebound by R. Lopez,,88-97,,
1:04.0,Turnover by R. Lopez (bad pass; steal by J. Leuer),,88-97,,
0:58.0,,,88-97,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:57.0,Defensive rebound by T. Gibson,,88-97,,
0:46.0,Turnover by D. Wade (lost ball; steal by A. Baynes),,88-97,,
0:39.0,Personal foul by J. Butler (drawn by I. Smith),,88-97,,
0:39.0,,,88-97,,I. Smith misses free throw 1 of 2
0:39.0,,,88-97,,Offensive rebound by Team
0:39.0,,,88-98,1,I. Smith makes free throw 2 of 2
0:39.0,Chicago full timeout,,88-98,,
0:39.0,N. Mirotic enters the game for T. Gibson,,88-98,,
0:36.0,Shooting foul by A. Baynes (drawn by D. Wade),,88-98,,
0:36.0,D. Wade makes free throw 1 of 2,1,89-98,,
0:36.0,D. Wade misses free throw 2 of 2,,89-98,,
0:36.0,J. Grant enters the game for R. Lopez,,89-98,,
0:35.0,,,89-98,,Defensive rebound by T. Harris
0:26.0,Personal foul by J. Grant (drawn by I. Smith),,89-98,,
0:26.0,,,89-99,1,I. Smith makes free throw 1 of 2
0:26.0,,,89-100,1,I. Smith makes free throw 2 of 2
0:26.0,R. Lopez enters the game for J. Grant,,89-99,,
0:18.0,J. Butler makes 2-pt shot from 7 ft,2,91-100,,
0:14.0,Personal foul by R. Rondo (drawn by T. Harris),,91-100,,
0:14.0,,,91-101,1,T. Harris makes free throw 1 of 2
0:14.0,,,91-102,1,T. Harris makes free throw 2 of 2
0:08.0,J. Butler misses 3-pt shot from 26 ft,,91-102,,
0:08.0,,,91-102,,Defensive rebound by J. Leuer
0:00.0,End of 4th quarter,,,,End of 4th quarter
