time,Miami,pts.away,score,pts.home,Toronto
3:30.0,,,79-88,,D. DeRozan misses 3-pt shot from 27 ft
3:30.0,Defensive rebound by T. Johnson,,79-88,,
3:19.0,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic),2,81-88,,
3:14.0,,,81-88,,Personal foul by J. Valanciunas (drawn by H. Whiteside)
3:14.0,Personal foul by H. Whiteside,,81-88,,
2:55.0,,,81-88,,Turnover by J. Valanciunas (lost ball; steal by H. Whiteside)
2:53.0,Turnover by H. Whiteside (offensive foul),,81-88,,
2:53.0,Offensive charge foul by H. Whiteside,,81-88,,
2:53.0,,,81-88,,Toronto full timeout
2:31.0,,,81-90,2,D. DeRozan makes 2-pt shot from 16 ft
2:14.0,G. Dragic makes 2-pt shot from 4 ft,2,83-90,,
1:53.0,,,83-92,2,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry)
1:42.0,G. Dragic misses 2-pt shot from 3 ft (block by J. Valanciunas),,83-92,,
1:41.0,,,83-92,,Defensive rebound by D. DeRozan
1:28.0,,,83-94,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by D. DeRozan)
1:28.0,Miami full timeout,,83-94,,
1:23.0,J. Winslow makes 2-pt shot from 4 ft,2,85-94,,
1:02.0,,,85-94,,P. Patterson misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by H. Whiteside,,85-94,,
0:55.0,T. Johnson misses 3-pt shot from 25 ft,,85-94,,
0:55.0,,,85-94,,Defensive rebound by N. Powell
0:34.0,,,85-94,,Turnover by J. Valanciunas (lost ball; steal by T. Johnson)
0:29.0,G. Dragic makes 2-pt shot from 2 ft,2,87-94,,
0:24.0,Personal foul by J. Winslow (drawn by D. DeRozan),,87-94,,
0:24.0,,,87-95,1,D. DeRozan makes free throw 1 of 2
0:24.0,,,87-96,1,D. DeRozan makes free throw 2 of 2
0:24.0,Miami full timeout,,87-96,,
0:14.0,H. Whiteside misses 2-pt shot from 4 ft,,87-96,,
0:13.0,,,87-96,,Defensive rebound by J. Valanciunas
0:00.0,End of 4th quarter,,,,End of 4th quarter
