time,Washington,pts.away,score,pts.home,Atlanta
6:52.0,,,84-99,,Shooting foul by J. Wall (drawn by T. Sefolosha)
6:52.0,,,84-99,,T. Sefolosha misses free throw 1 of 2
6:52.0,,,84-99,,Offensive rebound by Team
6:52.0,,,84-99,,T. Sefolosha misses free throw 2 of 2
6:51.0,Defensive rebound by O. Porter,,84-99,,
6:41.0,B. Beal misses 3-pt shot from 25 ft,,84-99,,
6:39.0,,,84-99,,Defensive rebound by D. Howard
6:23.0,,,84-101,2,T. Hardaway makes 2-pt shot from 11 ft (assist by P. Millsap)
6:09.0,M. Morris makes 2-pt shot from 6 ft (assist by J. Wall),2,86-101,,
5:46.0,,,86-101,,P. Millsap misses 3-pt shot from 25 ft
5:45.0,Defensive rebound by M. Gortat,,86-101,,
5:28.0,B. Beal misses 2-pt shot from 1 ft (block by D. Howard),,86-101,,
5:26.0,Offensive rebound by M. Gortat,,86-101,,
5:23.0,M. Gortat misses 2-pt shot from 6 ft,,86-101,,
5:22.0,,,86-101,,Defensive rebound by D. Schroder
5:03.0,,,86-101,,D. Schroder misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by O. Porter,,86-101,,
4:53.0,Turnover by J. Wall (lost ball; steal by T. Sefolosha),,86-101,,
4:47.0,,,86-103,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Sefolosha)
4:24.0,M. Morris misses 2-pt shot from 20 ft,,86-103,,
4:21.0,,,86-103,,Defensive rebound by T. Sefolosha
4:14.0,,,86-105,2,T. Sefolosha makes 2-pt shot from 3 ft
4:13.0,Washington full timeout,,86-105,,
4:13.0,,,86-105,,K. Bazemore enters the game for P. Millsap
4:13.0,,,86-105,,M. Muscala enters the game for T. Sefolosha
4:13.0,D. Ochefu enters the game for O. Porter,,86-105,,
4:13.0,S. Mac enters the game for M. Morris,,86-105,,
4:13.0,T. Burke enters the game for M. Gortat,,86-105,,
4:13.0,T. Satoransky enters the game for B. Beal,,86-105,,
4:13.0,K. Oubre enters the game for J. Wall,,86-105,,
3:51.0,D. Ochefu misses 2-pt shot from 1 ft (block by M. Muscala),,86-105,,
3:51.0,Offensive rebound by Team,,86-105,,
3:51.0,,,86-105,,T. Waller-Prince enters the game for T. Hardaway
3:49.0,K. Oubre misses 3-pt shot from 23 ft,,86-105,,
3:47.0,Offensive rebound by T. Satoransky,,86-105,,
3:44.0,T. Burke misses 3-pt shot from 24 ft,,86-105,,
3:43.0,Offensive rebound by Team,,86-105,,
3:39.0,S. Mac makes 2-pt shot from 8 ft (assist by T. Satoransky),2,88-105,,
3:27.0,,,88-105,,Turnover by D. Howard (bad pass; steal by S. Mac)
3:23.0,Shooting foul by K. Bazemore (drawn by K. Oubre),,88-105,,
3:23.0,K. Oubre makes free throw 1 of 2,1,89-105,,
3:23.0,K. Oubre misses free throw 2 of 2,,89-105,,
3:23.0,,,89-105,,K. Humphries enters the game for D. Howard
3:21.0,Offensive rebound by Team,,89-105,,
3:08.0,S. Mac misses 3-pt shot from 24 ft,,89-105,,
3:07.0,,,89-105,,Defensive rebound by K. Humphries
2:59.0,,,89-107,2,M. Muscala makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
2:39.0,T. Satoransky makes 2-pt shot from 6 ft,2,91-107,,
2:32.0,,,91-107,,Turnover by K. Bazemore (lost ball; steal by S. Mac)
2:26.0,S. Mac makes 2-pt shot at rim,2,93-107,,
2:26.0,,,93-107,,Atlanta full timeout
2:26.0,,,93-107,,D. Bembry enters the game for K. Bazemore
2:26.0,,,93-107,,M. Delaney enters the game for D. Schroder
2:09.0,,,93-107,,Turnover by K. Humphries (bad pass)
1:57.0,Shooting foul by T. Waller-Prince (drawn by K. Oubre),,93-107,,
1:57.0,K. Oubre misses free throw 1 of 2,,93-107,,
1:57.0,Offensive rebound by Team,,93-107,,
1:57.0,K. Oubre makes free throw 2 of 2,1,94-107,,
1:43.0,,,94-109,2,D. Bembry makes 2-pt shot from 2 ft (assist by M. Delaney)
1:32.0,S. Mac makes 3-pt shot from 25 ft,3,97-109,,
1:19.0,,,97-112,3,M. Muscala makes 3-pt shot from 25 ft (assist by M. Delaney)
1:10.0,T. Burke makes 2-pt shot from 16 ft,2,99-112,,
0:54.0,,,99-114,2,M. Delaney makes 2-pt shot from 19 ft
0:44.0,Turnover by T. Burke (bad pass; steal by T. Waller-Prince),,99-114,,
0:39.0,,,99-114,,Turnover by T. Waller-Prince (bad pass; steal by K. Oubre)
0:32.0,D. Ochefu misses 2-pt shot from 2 ft (block by M. Muscala),,99-114,,
0:30.0,,,99-114,,Defensive rebound by D. Bembry
0:08.0,,,99-114,,M. Delaney misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by D. Ochefu,,99-114,,
0:01.0,K. Oubre misses 3-pt shot from 26 ft,,99-114,,
0:00.0,,,99-114,,Defensive rebound by K. Humphries
0:00.0,End of 4th quarter,,,,End of 4th quarter
