time,Sacramento,pts.away,score,pts.home,San Antonio
4:14.0,L. Galloway makes 2-pt shot from 18 ft (assist by A. Tolliver),2,92-116,,
3:54.0,,,92-118,2,J. Simmons makes 2-pt shot from 2 ft (assist by B. Forbes)
3:40.0,W. Cauley-Stein misses 2-pt shot from 6 ft,,92-118,,
3:39.0,,,92-118,,Defensive rebound by J. Anthony
3:17.0,,,92-118,,B. Forbes misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by A. Tolliver,,92-118,,
3:08.0,S. Labissiere enters the game for A. Tolliver,,92-118,,
3:08.0,Jump ball: B. Hield vs. J. Simmons (S. Labissiere gains possession),,,,Jump ball: B. Hield vs. J. Simmons (S. Labissiere gains possession)
2:57.0,S. Labissiere makes 2-pt shot from 21 ft (assist by B. Hield),2,94-118,,
2:41.0,,,94-118,,K. Anderson misses 2-pt shot from 21 ft
2:40.0,Defensive rebound by G. Papagiannis,,94-118,,
2:29.0,Shooting foul by J. Anthony (drawn by W. Cauley-Stein),,94-118,,
2:29.0,Official timeout,,94-118,,
2:29.0,W. Cauley-Stein makes free throw 1 of 2,1,95-118,,
2:29.0,W. Cauley-Stein makes free throw 2 of 2,1,96-118,,
2:20.0,,,96-118,,Turnover by J. Anthony (bad pass; steal by G. Papagiannis)
2:11.0,,,96-118,,Personal foul by J. Simmons (drawn by G. Papagiannis)
2:11.0,G. Papagiannis makes free throw 1 of 2,1,97-118,,
2:11.0,G. Papagiannis makes free throw 2 of 2,1,98-118,,
1:58.0,,,98-118,,B. Forbes misses 2-pt shot from 20 ft
1:57.0,Defensive rebound by W. Cauley-Stein,,98-118,,
1:38.0,L. Galloway misses 3-pt shot from 24 ft,,98-118,,
1:37.0,Offensive rebound by L. Galloway,,98-118,,
1:33.0,S. Labissiere makes 2-pt shot at rim (assist by W. Cauley-Stein),2,100-118,,
1:17.0,,,100-118,,K. Anderson misses 2-pt shot from 22 ft
1:15.0,Defensive rebound by B. Hield,,100-118,,
1:06.0,W. Cauley-Stein makes 2-pt shot from 20 ft (assist by B. Hield),2,102-118,,
0:43.0,,,102-118,,J. Anthony misses 2-pt shot from 5 ft (block by G. Papagiannis)
0:42.0,,,102-118,,Offensive rebound by Team
0:42.0,,,102-118,,Turnover by Team (shot clock)
0:22.0,B. Hield misses 2-pt shot from 18 ft,,102-118,,
0:22.0,,,102-118,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
