time,Denver,pts.away,score,pts.home,Memphis
5:43.0,,,91-95,,Turnover by J. Ennis (lost ball)
5:27.0,N. Jokic misses 3-pt shot from 23 ft,,91-95,,
5:27.0,,,91-95,,Defensive rebound by V. Carter
5:16.0,,,91-97,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol)
5:07.0,,,91-97,,Personal foul by Z. Randolph (drawn by N. Jokic)
5:07.0,Technical foul by D. Gallinari,,91-97,,
5:07.0,,,91-98,1,M. Conley makes technical free throw
5:07.0,N. Jokic makes free throw 1 of 2,1,92-98,,
5:07.0,N. Jokic makes free throw 2 of 2,1,93-98,,
4:51.0,,,93-98,,Z. Randolph misses 2-pt shot from 4 ft (block by D. Gallinari)
4:50.0,Defensive rebound by G. Harris,,93-98,,
4:47.0,E. Mudiay makes 2-pt shot from 2 ft (assist by G. Harris),2,95-98,,
4:47.0,Shooting foul by V. Carter (drawn by E. Mudiay),,95-98,,
4:47.0,E. Mudiay makes free throw 1 of 1,1,96-98,,
4:36.0,,,96-98,,M. Conley misses 2-pt shot from 2 ft
4:36.0,Defensive rebound by N. Jokic,,96-98,,
4:26.0,N. Jokic makes 3-pt shot from 25 ft (assist by J. Nurkic),3,99-98,,
4:25.0,,,99-98,,Memphis full timeout
4:25.0,,,99-98,,J. Green enters the game for Z. Randolph
4:06.0,,,99-101,3,V. Carter makes 3-pt shot from 28 ft (assist by M. Conley)
3:50.0,G. Harris makes 2-pt shot from 3 ft,2,101-101,,
3:32.0,,,101-101,,M. Conley misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by J. Nurkic,,101-101,,
3:20.0,,,101-101,,Personal foul by J. Ennis (drawn by G. Harris)
3:20.0,G. Harris makes free throw 1 of 2,1,102-101,,
3:20.0,G. Harris makes free throw 2 of 2,1,103-101,,
3:04.0,,,103-103,2,M. Conley makes 2-pt shot from 19 ft
2:47.0,N. Jokic makes 2-pt shot from 20 ft (assist by E. Mudiay),2,105-103,,
2:21.0,,,105-106,3,J. Ennis makes 3-pt shot from 24 ft (assist by J. Green)
1:56.0,E. Mudiay misses 3-pt shot from 24 ft,,105-106,,
1:55.0,,,105-106,,Defensive rebound by M. Gasol
1:37.0,,,105-106,,M. Conley misses 2-pt shot from 24 ft
1:36.0,Defensive rebound by J. Nurkic,,105-106,,
1:21.0,G. Harris misses 2-pt shot from 13 ft,,105-106,,
1:18.0,,,105-106,,Defensive rebound by V. Carter
1:07.0,,,105-106,,M. Gasol misses 2-pt shot from 18 ft
1:06.0,Defensive rebound by J. Nurkic,,105-106,,
1:06.0,Denver full timeout,,105-106,,
0:57.0,Offensive charge foul by G. Harris,,105-106,,
0:57.0,Turnover by G. Harris (offensive foul),,105-106,,
0:57.0,,,105-106,,Z. Randolph enters the game for J. Green
0:37.0,,,105-106,,M. Conley misses 2-pt shot from 8 ft
0:34.0,Defensive rebound by E. Mudiay,,105-106,,
0:30.0,Offensive charge foul by E. Mudiay,,105-106,,
0:30.0,Turnover by E. Mudiay (offensive foul),,105-106,,
0:30.0,,,105-106,,Memphis full timeout
0:13.0,Personal foul by G. Harris (drawn by M. Conley),,105-106,,
0:13.0,K. Faried enters the game for J. Nurkic,,105-106,,
0:11.0,,,105-106,,Turnover by M. Conley (lost ball; steal by G. Harris)
0:08.0,E. Mudiay makes 2-pt shot at rim (assist by G. Harris),2,107-106,,
0:08.0,,,107-106,,Memphis full timeout
0:08.0,J. Nurkic enters the game for K. Faried,,107-106,,
0:08.0,K. Faried enters the game for J. Nurkic,,107-106,,
0:07.0,J. Nurkic enters the game for K. Faried,,107-106,,
0:05.0,,,107-106,,Turnover by J. Ennis (bad pass)
0:05.0,Denver full timeout,,107-106,,
0:05.0,M. Miller enters the game for J. Nurkic,,107-106,,
0:05.0,,,107-106,,J. Green enters the game for Z. Randolph
0:04.0,Turnover by M. Miller (bad pass; steal by M. Conley),,107-106,,
0:01.0,K. Faried enters the game for M. Miller,,107-106,,
0:01.0,,,107-106,,C. Parsons enters the game for J. Green
0:01.0,J. Nelson enters the game for N. Jokic,,107-106,,
0:00.0,,,107-108,2,M. Gasol makes 2-pt shot from 3 ft (assist by V. Carter)
0:00.0,End of 4th quarter,,,,End of 4th quarter
