time,Brooklyn,pts.away,score,pts.home,Detroit
2:46.0,,,80-80,,Loose ball foul by A. Drummond (drawn by B. Lopez)
2:46.0,,,80-80,,Detroit full timeout
2:46.0,,,80-80,,A. Baynes enters the game for A. Drummond
2:46.0,S. Kilpatrick enters the game for S. Dinwiddie,,80-80,,
2:31.0,B. Lopez makes 3-pt shot from 26 ft (assist by C. LeVert),3,83-80,,
2:16.0,,,83-80,,K. Caldwell-Pope misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by R. Hollis-Jefferson,,83-80,,
1:56.0,C. LeVert misses 2-pt shot at rim,,83-80,,
1:56.0,,,83-80,,Defensive rebound by J. Leuer
1:46.0,,,83-82,2,M. Morris makes 2-pt shot from 15 ft (assist by K. Caldwell-Pope)
1:34.0,B. Lopez makes 3-pt shot from 26 ft (assist by J. Lin),3,86-82,,
1:32.0,,,86-82,,Detroit full timeout
1:32.0,S. Dinwiddie enters the game for S. Kilpatrick,,86-82,,
1:32.0,,,86-82,,T. Harris enters the game for J. Leuer
1:21.0,,,86-84,2,I. Smith makes 2-pt shot from 17 ft
1:04.0,J. Lin misses 2-pt shot from 4 ft (block by T. Harris),,86-84,,
1:03.0,,,86-84,,Defensive rebound by T. Harris
0:58.0,,,86-84,,Turnover by M. Morris (lost ball)
0:40.0,C. LeVert misses 2-pt shot from 3 ft (block by A. Baynes),,86-84,,
0:40.0,,,86-84,,Defensive rebound by Team
0:29.0,,,86-87,3,I. Smith makes 3-pt shot from 24 ft (assist by T. Harris)
0:09.0,B. Lopez misses 3-pt shot from 26 ft,,86-87,,
0:09.0,,,86-87,,Defensive rebound by K. Caldwell-Pope
0:07.0,Personal foul by S. Dinwiddie (drawn by K. Caldwell-Pope),,86-87,,
0:07.0,,,86-87,,B. Udrih enters the game for I. Smith
0:07.0,T. Booker enters the game for B. Lopez,,86-87,,
0:04.0,Personal foul by C. LeVert (drawn by T. Harris),,86-87,,
0:04.0,,,86-88,1,T. Harris makes free throw 1 of 2
0:04.0,,,86-89,1,T. Harris makes free throw 2 of 2
0:04.0,Brooklyn full timeout,,86-89,,
0:04.0,,,86-88,,I. Smith enters the game for B. Udrih
0:04.0,B. Lopez enters the game for T. Booker,,86-88,,
0:04.0,R. Foye enters the game for R. Hollis-Jefferson,,86-89,,
0:04.0,J. Hamilton enters the game for S. Dinwiddie,,86-89,,
0:04.0,,,86-89,,J. Leuer enters the game for A. Baynes
0:01.0,Turnover by J. Lin (lost ball; steal by K. Caldwell-Pope),,86-89,,
0:01.0,Personal foul by J. Lin (drawn by M. Morris),,86-89,,
0:01.0,,,86-89,,M. Morris misses free throw 1 of 2
0:01.0,,,86-89,,Offensive rebound by Team
0:01.0,,,86-90,1,M. Morris makes free throw 2 of 2
0:01.0,Brooklyn full timeout,,86-90,,
0:00.0,J. Hamilton makes 3-pt shot from 25 ft (assist by R. Foye),3,89-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
