time,Portland,pts.away,score,pts.home,Minnesota
1:45.0,,,103-106,2,A. Wiggins makes 2-pt shot from 20 ft
1:20.0,D. Lillard misses 2-pt shot from 8 ft,,103-106,,
1:19.0,Offensive rebound by A. Aminu,,103-106,,
1:16.0,C. McCollum misses 3-pt shot from 25 ft,,103-106,,
1:15.0,,,103-106,,Defensive rebound by K. Towns
0:57.0,,,103-108,2,K. Towns makes 2-pt shot from 8 ft (assist by R. Rubio)
0:57.0,Portland full timeout,,103-108,,
0:57.0,E. Turner enters the game for M. Harkless,,103-108,,
0:54.0,D. Lillard makes 3-pt shot from 26 ft (assist by E. Turner),3,106-108,,
0:35.0,,,106-110,2,K. Towns makes 2-pt shot at rim (assist by G. Dieng)
0:35.0,Portland full timeout,,106-110,,
0:32.0,Shooting foul by G. Dieng (drawn by A. Crabbe),,106-110,,
0:32.0,A. Crabbe makes free throw 1 of 2,1,107-110,,
0:32.0,A. Crabbe misses free throw 2 of 2,,107-110,,
0:32.0,M. Harkless enters the game for E. Turner,,107-110,,
0:31.0,Offensive rebound by A. Aminu,,107-110,,
0:31.0,A. Aminu makes 2-pt shot from 2 ft,2,109-110,,
0:31.0,,,109-110,,Minnesota full timeout
0:31.0,E. Turner enters the game for C. McCollum,,109-110,,
0:12.0,,,109-110,,R. Rubio misses 2-pt shot from 1 ft (block by A. Aminu)
0:10.0,,,109-110,,Offensive rebound by K. Towns
0:06.0,,,109-110,,A. Wiggins misses 3-pt shot from 29 ft
0:05.0,Defensive rebound by Team,,109-110,,
0:05.0,Portland full timeout,,109-110,,
0:05.0,C. McCollum enters the game for M. Harkless,,109-110,,
0:00.0,D. Lillard misses 2-pt shot from 17 ft,,109-110,,
0:00.0,Offensive rebound by Team,,109-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
