time,Boston,pts.away,score,pts.home,Atlanta
9:09.0,,,91-103,,Defensive rebound by T. Waller-Prince
8:53.0,,,91-103,,M. Muscala misses 3-pt shot from 24 ft
8:51.0,Defensive rebound by Team,,91-103,,
8:51.0,Official timeout,,91-103,,
8:51.0,,,91-103,,E. Ilyasova enters the game for M. Muscala
8:41.0,Turnover by J. Brown (bad pass; steal by T. Hardaway),,91-103,,
8:41.0,I. Thomas enters the game for M. Smart,,91-103,,
8:41.0,,,91-103,,Turnover by T. Hardaway (bad pass; steal by A. Bradley)
8:41.0,Jump ball: J. Brown vs. P. Millsap,,,,Jump ball: J. Brown vs. P. Millsap
8:25.0,Shooting foul by E. Ilyasova (drawn by K. Olynyk),,91-103,,
8:25.0,K. Olynyk makes free throw 1 of 2,1,92-103,,
8:25.0,K. Olynyk makes free throw 2 of 2,1,93-103,,
8:09.0,,,93-103,,Turnover by P. Millsap (lost ball)
8:01.0,K. Olynyk misses 3-pt shot from 24 ft,,93-103,,
7:59.0,Offensive rebound by I. Thomas,,93-103,,
7:54.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,95-103,,
7:35.0,,,95-105,2,D. Schroder makes 2-pt shot from 3 ft (assist by E. Ilyasova)
7:29.0,I. Thomas misses 2-pt shot from 2 ft (block by E. Ilyasova),,95-105,,
7:29.0,Offensive rebound by Team,,95-105,,
7:29.0,A. Horford enters the game for J. Crowder,,95-105,,
7:29.0,,,95-105,,D. Howard enters the game for P. Millsap
7:23.0,A. Bradley misses 2-pt shot from 2 ft,,95-105,,
7:21.0,Offensive rebound by A. Bradley,,95-105,,
7:17.0,J. Brown misses 3-pt shot from 25 ft,,95-105,,
7:17.0,,,95-105,,Defensive rebound by D. Howard
7:15.0,,,95-105,,T. Waller-Prince misses 2-pt shot from 4 ft (block by I. Thomas)
7:10.0,,,95-105,,Offensive rebound by Team
7:02.0,,,95-105,,E. Ilyasova misses 2-pt shot from 19 ft
7:00.0,Defensive rebound by J. Brown,,95-105,,
6:51.0,J. Brown misses 2-pt shot from 10 ft,,95-105,,
6:49.0,,,95-105,,Defensive rebound by E. Ilyasova
6:44.0,,,95-105,,D. Schroder misses 3-pt shot from 25 ft
6:39.0,,,95-105,,Offensive rebound by E. Ilyasova
6:38.0,,,95-107,2,T. Hardaway makes 2-pt shot from 4 ft (assist by E. Ilyasova)
6:38.0,Boston full timeout,,95-107,,
6:38.0,M. Smart enters the game for J. Brown,,95-107,,
6:24.0,I. Thomas misses 2-pt shot from 1 ft,,95-107,,
6:22.0,,,95-107,,Defensive rebound by T. Waller-Prince
6:17.0,,,95-107,,Turnover by D. Schroder (bad pass)
6:17.0,,,95-107,,K. Bazemore enters the game for T. Hardaway
6:08.0,A. Horford misses 3-pt shot from 25 ft,,95-107,,
6:08.0,Offensive rebound by Team,,95-107,,
6:08.0,,,95-107,,Loose ball foul by E. Ilyasova (drawn by K. Olynyk)
6:08.0,K. Olynyk misses free throw 1 of 2,,95-107,,
6:08.0,Offensive rebound by Team,,95-107,,
6:08.0,K. Olynyk makes free throw 2 of 2,1,96-107,,
6:08.0,,,95-107,,P. Millsap enters the game for E. Ilyasova
6:00.0,Personal foul by A. Bradley (drawn by D. Schroder),,96-107,,
5:54.0,,,96-109,2,D. Schroder makes 2-pt shot from 19 ft
5:45.0,I. Thomas misses 3-pt shot from 24 ft,,96-109,,
5:42.0,,,96-109,,Defensive rebound by K. Bazemore
5:34.0,J. Crowder enters the game for K. Olynyk,,96-109,,
5:34.0,Jump ball: D. Howard vs. M. Smart (A. Horford gains possession),,,,Jump ball: D. Howard vs. M. Smart (A. Horford gains possession)
5:34.0,,,96-109,,Turnover by D. Howard (lost ball; steal by M. Smart)
5:21.0,,,96-109,,Personal foul by D. Schroder (drawn by A. Horford)
5:21.0,A. Horford makes free throw 1 of 2,1,97-109,,
5:21.0,A. Horford makes free throw 2 of 2,1,98-109,,
5:21.0,,,97-109,,T. Hardaway enters the game for T. Waller-Prince
5:07.0,,,98-111,2,T. Hardaway makes 2-pt shot from 20 ft (assist by D. Schroder)
4:54.0,A. Horford misses 2-pt shot from 22 ft,,98-111,,
4:53.0,,,98-111,,Defensive rebound by P. Millsap
4:37.0,,,98-111,,P. Millsap misses 2-pt shot from 17 ft
4:34.0,Defensive rebound by J. Crowder,,98-111,,
4:30.0,,,98-111,,Shooting block foul by T. Hardaway (drawn by I. Thomas)
4:30.0,I. Thomas misses free throw 1 of 2,,98-111,,
4:30.0,Offensive rebound by Team,,98-111,,
4:30.0,I. Thomas makes free throw 2 of 2,1,99-111,,
4:23.0,,,99-111,,Turnover by K. Bazemore (lost ball; steal by M. Smart)
4:21.0,A. Bradley makes 2-pt shot from 1 ft,2,101-111,,
4:21.0,Shooting foul by K. Bazemore (drawn by A. Bradley),,101-111,,
4:21.0,A. Bradley misses free throw 1 of 1,,101-111,,
4:21.0,,,101-111,,T. Waller-Prince enters the game for K. Bazemore
4:19.0,,,101-111,,Defensive rebound by D. Howard
4:11.0,Personal foul by I. Thomas (drawn by T. Hardaway),,101-111,,
4:00.0,,,101-111,,D. Schroder misses 3-pt shot from 23 ft
3:57.0,Defensive rebound by A. Horford,,101-111,,
3:53.0,A. Bradley misses 3-pt shot from 24 ft,,101-111,,
3:51.0,Offensive rebound by M. Smart,,101-111,,
3:51.0,M. Smart makes 2-pt shot from 2 ft,2,103-111,,
3:51.0,,,103-111,,Atlanta full timeout
3:51.0,,,103-111,,E. Ilyasova enters the game for D. Howard
3:37.0,,,103-111,,Shooting foul by J. Crowder (drawn by P. Millsap)
3:37.0,,,103-111,,P. Millsap misses free throw 1 of 2
3:37.0,,,103-111,,Offensive rebound by Team
3:37.0,,,103-111,,P. Millsap misses free throw 2 of 2
3:35.0,Defensive rebound by M. Smart,,103-111,,
3:22.0,J. Crowder misses 3-pt shot from 25 ft,,103-111,,
3:20.0,Offensive rebound by A. Horford,,103-111,,
3:18.0,Offensive charge foul by J. Crowder,,103-111,,
3:18.0,Turnover by J. Crowder (offensive foul),,103-111,,
2:59.0,,,103-111,,Turnover by T. Waller-Prince (bad pass; steal by M. Smart)
2:55.0,A. Bradley makes 2-pt shot at rim (assist by M. Smart),2,105-111,,
2:42.0,,,105-113,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder)
2:27.0,I. Thomas misses 2-pt shot from 1 ft,,105-113,,
2:26.0,Offensive rebound by I. Thomas,,105-113,,
2:26.0,I. Thomas makes 2-pt shot at rim,2,107-113,,
2:07.0,,,107-116,3,D. Schroder makes 3-pt shot from 24 ft
1:52.0,Shooting foul by T. Hardaway (drawn by I. Thomas),,107-116,,
1:52.0,I. Thomas makes free throw 1 of 2,1,108-116,,
1:52.0,I. Thomas misses free throw 2 of 2,,108-116,,
1:51.0,,,108-116,,Defensive rebound by E. Ilyasova
1:32.0,,,108-116,,P. Millsap misses 2-pt shot at rim
1:29.0,Defensive rebound by I. Thomas,,108-116,,
1:26.0,A. Bradley misses 3-pt shot from 23 ft,,108-116,,
1:24.0,,,108-116,,Defensive rebound by D. Schroder
1:04.0,,,108-116,,D. Schroder misses 2-pt shot from 3 ft
1:00.0,Defensive rebound by A. Horford,,108-116,,
0:55.0,I. Thomas makes 3-pt shot from 24 ft (assist by A. Bradley),3,111-116,,
0:55.0,,,111-116,,Offensive foul by T. Hardaway
0:55.0,,,111-116,,Turnover by T. Hardaway (offensive foul)
0:55.0,Boston full timeout,,111-116,,
0:48.0,I. Thomas misses 3-pt shot from 24 ft,,111-116,,
0:46.0,,,111-116,,Defensive rebound by P. Millsap
0:41.0,Violation by A. Horford (def goaltending),,111-116,,
0:41.0,,,111-118,2,T. Hardaway makes 2-pt shot from 2 ft (assist by P. Millsap)
0:41.0,,,111-118,,Shooting foul by I. Thomas (drawn by T. Hardaway)
0:41.0,,,111-119,1,T. Hardaway makes free throw 1 of 1
0:34.0,I. Thomas makes 2-pt shot from 1 ft,2,113-119,,
0:28.0,Personal take foul by A. Bradley (drawn by P. Millsap),,113-119,,
0:28.0,,,113-120,1,P. Millsap makes free throw 1 of 2
0:28.0,,,113-121,1,P. Millsap makes free throw 2 of 2
0:28.0,Boston full timeout,,113-121,,
0:26.0,Shooting foul by T. Hardaway (drawn by A. Bradley),,113-121,,
0:26.0,A. Bradley makes free throw 1 of 3,1,114-121,,
0:26.0,A. Bradley makes free throw 2 of 3,1,115-121,,
0:26.0,A. Bradley makes free throw 3 of 3,1,116-121,,
0:26.0,,,116-121,,Atlanta full timeout
0:26.0,J. Brown enters the game for A. Horford,,115-121,,
0:26.0,J. Mickey enters the game for I. Thomas,,116-121,,
0:23.0,I. Thomas enters the game for J. Brown,,116-121,,
0:23.0,Jump ball: J. Mickey vs. P. Millsap,,,,Jump ball: J. Mickey vs. P. Millsap
0:21.0,Personal take foul by A. Bradley (drawn by P. Millsap),,116-121,,
0:21.0,,,116-122,1,P. Millsap makes free throw 1 of 2
0:21.0,,,116-123,1,P. Millsap makes free throw 2 of 2
0:21.0,Boston full timeout,,116-123,,
0:21.0,A. Horford enters the game for J. Mickey,,116-122,,
0:17.0,A. Horford misses 3-pt shot from 25 ft,,116-123,,
0:15.0,,,116-123,,Defensive rebound by E. Ilyasova
0:00.0,End of 4th quarter,,,,End of 4th quarter
