time,Memphis,pts.away,score,pts.home,Denver
6:20.0,T. Daniels enters the game for V. Carter,,104-84,,
6:14.0,,,104-84,,J. Murray misses 2-pt shot from 16 ft
6:11.0,Defensive rebound by Z. Randolph,,104-84,,
6:04.0,T. Daniels misses 3-pt shot from 27 ft,,104-84,,
6:02.0,,,104-84,,Defensive rebound by J. Murray
5:52.0,,,104-84,,J. O'Bryant misses 2-pt shot from 16 ft
5:50.0,Defensive rebound by M. Conley,,104-84,,
5:34.0,Z. Randolph makes 2-pt shot from 8 ft,2,106-84,,
5:18.0,,,106-84,,J. Murray misses 3-pt shot from 26 ft
5:17.0,Defensive rebound by J. Green,,106-84,,
5:13.0,Memphis full timeout,,106-84,,
5:13.0,T. Douglas enters the game for J. Green,,106-84,,
5:13.0,D. Davis enters the game for T. Allen,,106-84,,
5:13.0,B. Wright enters the game for M. Conley,,106-84,,
5:13.0,A. Harrison enters the game for Z. Randolph,,106-84,,
4:58.0,T. Daniels makes 3-pt shot from 25 ft (assist by T. Douglas),3,109-84,,
4:41.0,,,109-87,3,M. Beasley makes 3-pt shot from 25 ft (assist by J. Hernangomez)
4:25.0,Turnover by T. Douglas (bad pass; steal by J. Murray),,109-87,,
4:20.0,,,109-87,,J. Murray misses 2-pt shot from 1 ft (block by D. Davis)
4:19.0,Defensive rebound by B. Wright,,109-87,,
4:07.0,Turnover by T. Daniels (bad pass; steal by M. Beasley),,109-87,,
4:01.0,,,109-89,2,M. Beasley makes 2-pt shot from 2 ft
3:40.0,A. Harrison misses 2-pt shot from 1 ft,,109-89,,
3:39.0,,,109-89,,Defensive rebound by J. Murray
3:36.0,Personal foul by T. Douglas (drawn by M. Beasley),,109-89,,
3:36.0,,,109-90,1,M. Beasley makes free throw 1 of 2
3:36.0,,,109-91,1,M. Beasley makes free throw 2 of 2
3:22.0,T. Douglas misses 3-pt shot from 25 ft,,109-91,,
3:22.0,Offensive rebound by B. Wright,,109-91,,
3:06.0,D. Davis misses 2-pt shot from 19 ft,,109-91,,
3:04.0,,,109-91,,Defensive rebound by J. O'Bryant
2:58.0,,,109-93,2,J. Hernangomez makes 2-pt shot from 3 ft (assist by M. Beasley)
2:39.0,T. Daniels makes 3-pt shot from 30 ft,3,112-93,,
2:30.0,,,112-93,,Turnover by M. Miller (bad pass; steal by T. Douglas)
2:25.0,B. Wright makes 2-pt shot at rim (assist by A. Harrison),2,114-93,,
2:05.0,,,114-93,,J. O'Bryant misses 2-pt shot from 4 ft
2:03.0,Defensive rebound by D. Davis,,114-93,,
1:53.0,A. Harrison makes 3-pt shot from 24 ft,3,117-93,,
1:38.0,,,117-93,,Turnover by M. Beasley (lost ball)
1:38.0,Official timeout,,117-93,,
1:20.0,Shooting foul by J. Hernangomez (drawn by D. Davis),,117-93,,
1:20.0,D. Davis misses free throw 1 of 2,,117-93,,
1:20.0,Offensive rebound by Team,,117-93,,
1:20.0,D. Davis misses free throw 2 of 2,,117-93,,
1:18.0,,,117-93,,Defensive rebound by M. Miller
1:03.0,,,117-96,3,J. Murray makes 3-pt shot from 24 ft (assist by J. O'Bryant)
1:03.0,,,117-96,,Shooting foul by T. Douglas (drawn by J. Murray)
1:03.0,,,117-97,1,J. Murray makes free throw 1 of 1
0:42.0,T. Douglas makes 2-pt shot from 23 ft,2,119-97,,
0:34.0,,,119-97,,Shooting foul by D. Davis (drawn by J. O'Bryant)
0:34.0,,,119-98,1,J. O'Bryant makes free throw 1 of 2
0:34.0,,,119-99,1,J. O'Bryant makes free throw 2 of 2
0:08.0,B. Wright misses 3-pt shot from 25 ft,,119-99,,
0:05.0,Offensive rebound by D. Davis,,119-99,,
0:04.0,D. Davis misses 2-pt shot from 2 ft,,119-99,,
0:01.0,,,119-99,,Defensive rebound by J. Hernangomez
0:01.0,,,119-99,,J. O'Bryant misses 3-pt shot from 26 ft
0:00.0,,,119-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
