time,New York,pts.away,score,pts.home,Indiana
1:00.0,,,102-100,1,M. Ellis makes free throw 1 of 2
1:00.0,,,102-101,1,M. Ellis makes free throw 2 of 2
1:00.0,W. Hernangomez enters the game for K. Porzingis,,102-99,,
1:00.0,,,102-100,,T. Young enters the game for J. Teague
0:59.0,,,102-101,,Personal take foul by T. Young (drawn by D. Rose)
0:59.0,,,102-101,,J. Teague enters the game for M. Ellis
0:59.0,,,102-101,,G. Robinson enters the game for T. Young
0:47.0,Shooting foul by P. George (drawn by C. Anthony),,102-101,,
0:47.0,C. Anthony makes free throw 1 of 2,1,103-101,,
0:47.0,C. Anthony misses free throw 2 of 2,,103-101,,
0:45.0,,,103-101,,Defensive rebound by G. Robinson
0:45.0,,,103-101,,Indiana full timeout
0:42.0,Personal foul by C. Anthony (drawn by P. George),,103-101,,
0:42.0,,,103-102,1,P. George makes free throw 1 of 2
0:42.0,,,103-103,1,P. George makes free throw 2 of 2
0:23.0,C. Anthony makes 2-pt shot from 14 ft (assist by D. Rose),2,105-103,,
0:23.0,,,105-103,,Indiana full timeout
0:16.0,,,105-103,,Turnover by M. Turner (lost ball)
0:15.0,,,105-103,,Personal take foul by G. Robinson (drawn by C. Lee)
0:15.0,C. Lee makes free throw 1 of 2,1,106-103,,
0:15.0,C. Lee makes free throw 2 of 2,1,107-103,,
0:06.0,,,107-103,,C. Miles misses 3-pt shot from 28 ft (block by J. Holiday)
0:04.0,Defensive rebound by C. Lee,,107-103,,
0:04.0,,,107-103,,Personal take foul by G. Robinson (drawn by C. Lee)
0:04.0,C. Lee makes free throw 1 of 2,1,108-103,,
0:04.0,C. Lee makes free throw 2 of 2,1,109-103,,
0:00.0,,,109-103,,P. George misses 3-pt shot from 36 ft
0:00.0,,,109-103,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
