time,Philadelphia,pts.away,score,pts.home,Miami
5:01.0,S. Rodriguez enters the game for T. McConnell,,84-110,,
4:44.0,,,84-110,,Personal foul by J. Johnson (drawn by T. Luwawu-Cabarrot)
4:43.0,S. Rodriguez misses 2-pt shot from 1 ft (block by O. White),,84-110,,
4:42.0,Offensive rebound by Team,,84-110,,
4:36.0,J. Anderson makes 2-pt shot from 2 ft (assist by S. Rodriguez),2,86-110,,
4:18.0,,,86-110,,Turnover by T. Johnson (bad pass; steal by N. Stauskas)
4:12.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,86-110,,
4:11.0,Offensive rebound by J. Anderson,,86-110,,
4:10.0,R. Holmes makes 2-pt shot from 2 ft (assist by J. Anderson),2,88-110,,
3:57.0,,,88-112,2,J. Johnson makes 2-pt shot at rim
3:47.0,,,88-112,,Personal foul by W. Ellington (drawn by N. Stauskas)
3:47.0,N. Stauskas makes free throw 1 of 2,1,89-112,,
3:47.0,N. Stauskas makes free throw 2 of 2,1,90-112,,
3:47.0,,,89-112,,L. Babbitt enters the game for J. Johnson
3:31.0,,,90-114,2,J. Richardson makes 2-pt shot from 2 ft
3:25.0,R. Holmes misses 3-pt shot from 25 ft,,90-114,,
3:24.0,,,90-114,,Defensive rebound by L. Babbitt
3:05.0,,,90-117,3,L. Babbitt makes 3-pt shot from 23 ft (assist by O. White)
3:04.0,Philadelphia full timeout,,90-117,,
2:39.0,S. Rodriguez misses 2-pt shot from 12 ft,,90-117,,
2:38.0,,,90-117,,Defensive rebound by J. Richardson
2:25.0,,,90-117,,Offensive foul by L. Babbitt
2:25.0,,,90-117,,Turnover by L. Babbitt (offensive foul)
2:13.0,N. Stauskas misses 2-pt shot from 2 ft (block by O. White),,90-117,,
2:12.0,Offensive rebound by R. Holmes,,90-117,,
2:11.0,R. Holmes makes 2-pt shot at rim,2,92-117,,
1:53.0,,,92-117,,Turnover by J. Richardson (traveling)
1:43.0,,,92-117,,Personal foul by L. Babbitt (drawn by T. Luwawu-Cabarrot)
1:43.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,93-117,,
1:43.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,94-117,,
1:27.0,,,94-119,2,O. White makes 2-pt shot from 1 ft (assist by J. Richardson)
1:14.0,R. Holmes makes 2-pt shot from 1 ft (assist by S. Rodriguez),2,96-119,,
1:04.0,,,96-122,3,W. Ellington makes 3-pt shot from 24 ft (assist by T. Johnson)
0:58.0,S. Rodriguez makes 2-pt shot from 2 ft,2,98-122,,
0:42.0,,,98-125,3,J. Richardson makes 3-pt shot from 25 ft (assist by L. Babbitt)
0:31.0,R. Holmes misses 2-pt shot from 15 ft,,98-125,,
0:30.0,,,98-125,,Defensive rebound by J. Richardson
0:07.0,,,98-125,,J. Richardson misses 2-pt shot from 8 ft
0:06.0,Defensive rebound by R. Holmes,,98-125,,
0:01.0,N. Stauskas misses 3-pt shot from 25 ft,,98-125,,
0:00.0,Offensive rebound by Team,,98-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
