time,New Orleans,pts.away,score,pts.home,Dallas
3:27.0,D. Cousins misses 3-pt shot from 25 ft,,75-84,,
3:26.0,,,75-84,,Defensive rebound by Y. Ferrell
3:16.0,Personal foul by J. Jack (drawn by Y. Ferrell),,75-84,,
3:09.0,,,75-84,,Y. Ferrell misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by S. Hill,,75-84,,
3:03.0,A. Davis makes 2-pt shot at rim (assist by S. Hill),2,77-84,,
2:37.0,,,77-86,2,N. Noel makes 2-pt shot from 4 ft (assist by Y. Ferrell)
2:30.0,J. Holiday misses 3-pt shot from 24 ft,,77-86,,
2:29.0,,,77-86,,Defensive rebound by N. Noel
2:29.0,Loose ball foul by A. Davis (drawn by N. Noel),,77-86,,
2:29.0,,,77-87,1,N. Noel makes free throw 1 of 2
2:29.0,,,77-87,,N. Noel misses free throw 2 of 2
2:27.0,Defensive rebound by J. Holiday,,77-87,,
2:21.0,,,77-87,,Personal foul by D. Finney-Smith (drawn by A. Davis)
2:21.0,A. Davis makes free throw 1 of 2,1,78-87,,
2:21.0,A. Davis makes free throw 2 of 2,1,79-87,,
2:05.0,,,79-87,,H. Barnes misses 2-pt shot from 19 ft
2:04.0,Defensive rebound by A. Davis,,79-87,,
1:52.0,Shooting foul by H. Barnes (drawn by J. Jack),,79-87,,
1:52.0,J. Jack makes free throw 1 of 2,1,80-87,,
1:52.0,J. Jack makes free throw 2 of 2,1,81-87,,
1:52.0,,,80-87,,D. Nowitzki enters the game for N. Noel
1:52.0,,,80-87,,D. Harris enters the game for Y. Ferrell
1:52.0,D. Cunningham enters the game for D. Cousins,,80-87,,
1:52.0,,,80-87,,W. Matthews enters the game for D. Finney-Smith
1:42.0,,,81-89,2,D. Harris makes 2-pt shot from 5 ft (assist by S. Curry)
1:42.0,Shooting block foul by J. Jack (drawn by D. Harris),,81-89,,
1:42.0,,,81-89,,D. Harris misses free throw 1 of 1
1:41.0,Defensive rebound by A. Davis,,81-89,,
1:41.0,New Orleans full timeout,,81-89,,
1:41.0,,,81-89,,D. Finney-Smith enters the game for D. Nowitzki
1:41.0,,,81-89,,N. Noel enters the game for D. Harris
1:41.0,D. Cousins enters the game for D. Cunningham,,81-89,,
1:35.0,A. Davis misses 3-pt shot from 25 ft,,81-89,,
1:34.0,,,81-89,,Defensive rebound by N. Noel
1:13.0,,,81-92,3,H. Barnes makes 3-pt shot from 25 ft (assist by S. Curry)
1:03.0,A. Davis misses 2-pt shot from 4 ft,,81-92,,
1:01.0,,,81-92,,Defensive rebound by S. Curry
0:41.0,,,81-92,,H. Barnes misses 2-pt shot from 19 ft
0:40.0,,,81-92,,Offensive rebound by N. Noel
0:27.0,Personal foul by S. Hill (drawn by S. Curry),,81-92,,
0:27.0,,,81-93,1,S. Curry makes free throw 1 of 2
0:27.0,,,81-94,1,S. Curry makes free throw 2 of 2
0:27.0,New Orleans full timeout,,81-94,,
0:26.0,Turnover by J. Holiday (bad pass; steal by N. Noel),,81-94,,
0:23.0,,,81-96,2,N. Noel makes 2-pt shot at rim
0:18.0,A. Davis makes 2-pt shot from 4 ft (assist by J. Jack),2,83-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
