time,New Orleans,pts.away,score,pts.home,Sacramento
0:45.0,,,88-97,1,A. Afflalo makes free throw 1 of 1
0:45.0,New Orleans full timeout,,88-97,,
0:36.0,B. Hield makes 2-pt shot from 3 ft,2,90-97,,
0:31.0,Personal foul by T. Jones (drawn by A. Afflalo),,90-97,,
0:31.0,,,90-98,1,A. Afflalo makes free throw 1 of 2
0:31.0,,,90-99,1,A. Afflalo makes free throw 2 of 2
0:31.0,New Orleans full timeout,,90-99,,
0:28.0,A. Davis makes 2-pt shot from 6 ft (assist by E. Moore),2,92-99,,
0:27.0,Personal foul by T. Jones (drawn by D. Cousins),,92-99,,
0:27.0,,,92-99,,D. Cousins misses free throw 1 of 2
0:27.0,,,92-99,,Offensive rebound by Team
0:27.0,,,92-100,1,D. Cousins makes free throw 2 of 2
0:27.0,,,92-99,,T. Lawson enters the game for M. Barnes
0:20.0,B. Hield makes 2-pt shot from 3 ft (assist by T. Frazier),2,94-100,,
0:18.0,Clear path foul by T. Frazier,,94-100,,
0:18.0,,,94-101,1,R. Gay makes clear path free throw 1 of 2
0:18.0,,,94-102,1,R. Gay makes clear path free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
