time,Atlanta,pts.away,score,pts.home,Charlotte
2:28.0,Jump ball: F. Kaminsky vs. T. Waller-Prince (D. Bembry gains possession),,,,Jump ball: F. Kaminsky vs. T. Waller-Prince (D. Bembry gains possession)
2:17.0,T. Waller-Prince misses 2-pt shot from 1 ft,,83-102,,
2:16.0,Offensive rebound by J. Calderon,,83-102,,
2:15.0,J. Calderon misses 3-pt shot from 25 ft (block by C. Wood),,83-102,,
2:15.0,Offensive rebound by Team,,83-102,,
2:15.0,Turnover by Team (shot clock),,83-102,,
1:58.0,,,83-105,3,T. Graham makes 3-pt shot from 25 ft (assist by B. Roberts)
1:47.0,K. Humphries misses 3-pt shot from 25 ft,,83-105,,
1:46.0,,,83-105,,Defensive rebound by B. Weber
1:29.0,,,83-105,,Turnover by F. Kaminsky (traveling)
1:21.0,M. Muscala makes 2-pt shot from 19 ft (assist by J. Calderon),2,85-105,,
1:03.0,,,85-105,,Turnover by B. Roberts (bad pass; steal by D. Bembry)
0:59.0,T. Waller-Prince makes 2-pt shot at rim (assist by D. Bembry),2,87-105,,
0:35.0,,,87-105,,B. Roberts misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by D. Bembry,,87-105,,
0:27.0,M. Muscala makes 3-pt shot from 25 ft (assist by D. Bembry),3,90-105,,
0:03.0,,,90-105,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
