time,Milwaukee,pts.away,score,pts.home,Cleveland
3:18.0,,,97-112,,Defensive rebound by I. Shumpert
3:15.0,Personal foul by M. Teletovic (drawn by I. Shumpert),,97-112,,
2:50.0,,,97-112,,C. Frye misses 2-pt shot from 20 ft
2:48.0,Defensive rebound by M. Teletovic,,97-112,,
2:34.0,Turnover by R. Vaughn (lost ball; steal by K. Irving),,97-112,,
2:32.0,,,97-112,,Cleveland full timeout
2:32.0,,,97-112,,M. Dunleavy enters the game for K. Irving
2:32.0,,,97-112,,D. Liggins enters the game for C. Frye
2:32.0,S. Novak enters the game for M. Teletovic,,97-112,,
2:09.0,,,97-112,,D. Liggins misses 2-pt shot from 1 ft (block by T. Maker)
2:08.0,Defensive rebound by T. Maker,,97-112,,
1:45.0,M. Plumlee misses 2-pt shot from 6 ft,,97-112,,
1:44.0,,,97-112,,Defensive rebound by D. Liggins
1:39.0,,,97-112,,Shooting foul by S. Novak (drawn by J. McRae)
1:39.0,,,97-113,1,J. McRae makes free throw 1 of 2
1:39.0,,,97-113,,J. McRae misses free throw 2 of 2
1:39.0,Defensive rebound by S. Novak,,97-113,,
1:39.0,,,97-113,,K. Felder enters the game for I. Shumpert
1:28.0,R. Vaughn makes 2-pt shot at rim (assist by M. Brogdon),2,99-113,,
1:07.0,,,99-113,,Turnover by J. McRae (bad pass)
0:55.0,Shooting foul by J. Jones (drawn by M. Plumlee),,99-113,,
0:55.0,M. Plumlee makes free throw 1 of 2,1,100-113,,
0:55.0,M. Plumlee misses free throw 2 of 2,,100-113,,
0:54.0,,,100-113,,Defensive rebound by J. Jones
0:36.0,,,100-113,,K. Felder misses 2-pt shot from 2 ft (block by T. Maker)
0:36.0,,,100-113,,Offensive rebound by Team
0:33.0,,,100-113,,M. Dunleavy misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by R. Vaughn,,100-113,,
0:28.0,M. Plumlee makes 2-pt shot from 1 ft (assist by R. Vaughn),2,102-113,,
0:08.0,,,102-113,,K. Felder misses 2-pt shot from 15 ft
0:06.0,Defensive rebound by T. Maker,,102-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
