time,Denver,pts.away,score,pts.home,New Orleans
7:40.0,D. Gallinari enters the game for J. Murray,,91-83,,
7:40.0,,,91-83,,S. Hill enters the game for L. Stephenson
7:40.0,,,91-83,,T. Frazier enters the game for L. Galloway
7:40.0,,,91-83,,E. Moore enters the game for B. Hield
7:32.0,Turnover by J. Nelson (bad pass; steal by T. Jones),,91-83,,
7:31.0,,,91-83,,Shooting foul by J. Nelson (drawn by T. Jones)
7:31.0,,,91-84,1,T. Jones makes free throw 1 of 2
7:31.0,,,91-85,1,T. Jones makes free throw 2 of 2
7:09.0,W. Chandler makes 2-pt shot from 2 ft (assist by K. Faried),2,93-85,,
7:09.0,Shooting foul by T. Frazier (drawn by W. Chandler),,93-85,,
7:09.0,W. Chandler makes free throw 1 of 1,1,94-85,,
6:55.0,,,94-88,3,T. Frazier makes 3-pt shot from 27 ft (assist by S. Hill)
6:37.0,W. Chandler misses 3-pt shot from 26 ft,,94-88,,
6:37.0,,,94-88,,Defensive rebound by A. Davis
6:26.0,,,94-88,,S. Hill misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by W. Barton,,94-88,,
6:08.0,D. Gallinari makes 2-pt shot from 2 ft,2,96-88,,
5:56.0,,,96-90,2,T. Frazier makes 2-pt shot from 3 ft
5:31.0,W. Chandler misses 2-pt shot from 2 ft (block by A. Davis),,96-90,,
5:30.0,,,96-90,,Defensive rebound by E. Moore
5:24.0,,,96-90,,Turnover by E. Moore (bad pass; steal by J. Nelson)
5:18.0,W. Chandler makes 2-pt shot at rim (assist by D. Gallinari),2,98-90,,
5:02.0,Personal foul by J. Nelson (drawn by T. Frazier),,98-90,,
5:02.0,Official timeout,,98-90,,
5:02.0,,,98-90,,L. Stephenson enters the game for T. Jones
5:02.0,E. Mudiay enters the game for J. Nelson,,98-90,,
4:52.0,,,98-90,,Turnover by A. Davis (lost ball; steal by K. Faried)
4:50.0,Turnover by K. Faried (bad pass),,98-90,,
4:34.0,,,98-92,2,A. Davis makes 2-pt shot from 19 ft (assist by T. Frazier)
4:19.0,W. Chandler misses 3-pt shot from 26 ft,,98-92,,
4:17.0,,,98-92,,Defensive rebound by A. Davis
4:09.0,,,98-94,2,T. Frazier makes 2-pt shot from 2 ft (assist by A. Davis)
3:50.0,D. Gallinari misses 3-pt shot from 26 ft,,98-94,,
3:49.0,Offensive rebound by W. Barton,,98-94,,
3:45.0,W. Barton makes 2-pt shot from 2 ft,2,100-94,,
3:40.0,Personal foul by E. Mudiay (drawn by T. Frazier),,100-94,,
3:35.0,,,100-94,,T. Frazier misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by W. Chandler,,100-94,,
3:21.0,D. Gallinari misses 2-pt shot from 3 ft,,100-94,,
3:21.0,Offensive rebound by Team,,100-94,,
3:21.0,,,100-94,,Personal foul by A. Davis (drawn by K. Faried)
3:21.0,,,100-94,,New Orleans full timeout
2:57.0,W. Chandler misses 3-pt shot from 25 ft,,100-94,,
2:55.0,,,100-94,,Defensive rebound by A. Davis
2:55.0,Loose ball foul by W. Barton (drawn by A. Davis),,100-94,,
2:55.0,,,100-95,1,A. Davis makes free throw 1 of 2
2:55.0,,,100-96,1,A. Davis makes free throw 2 of 2
2:40.0,W. Chandler misses 2-pt shot from 7 ft,,100-96,,
2:39.0,,,100-96,,Defensive rebound by A. Davis
2:32.0,,,100-98,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Frazier)
2:32.0,Denver full timeout,,100-98,,
2:16.0,D. Gallinari misses 3-pt shot from 25 ft,,100-98,,
2:15.0,,,100-98,,Defensive rebound by T. Frazier
2:05.0,,,100-98,,A. Davis misses 2-pt shot from 1 ft (block by K. Faried)
2:04.0,,,100-98,,Offensive rebound by L. Stephenson
2:03.0,,,100-98,,New Orleans full timeout
1:57.0,,,100-98,,A. Davis misses 2-pt shot from 5 ft
1:57.0,Defensive rebound by D. Gallinari,,100-98,,
1:39.0,Shooting foul by A. Davis (drawn by W. Barton),,100-98,,
1:39.0,W. Barton makes free throw 1 of 2,1,101-98,,
1:39.0,W. Barton makes free throw 2 of 2,1,102-98,,
1:18.0,,,102-98,,A. Davis misses 2-pt shot from 7 ft
1:17.0,Defensive rebound by W. Chandler,,102-98,,
1:00.0,Turnover by E. Mudiay (lost ball; steal by A. Davis),,102-98,,
0:58.0,,,102-100,2,A. Davis makes 2-pt shot at rim
0:35.0,,,102-100,,Shooting block foul by T. Frazier (drawn by E. Mudiay)
0:35.0,E. Mudiay misses free throw 1 of 2,,102-100,,
0:35.0,Offensive rebound by Team,,102-100,,
0:35.0,E. Mudiay makes free throw 2 of 2,1,103-100,,
0:35.0,,,103-100,,New Orleans full timeout
0:35.0,,,102-100,,O. Asik enters the game for S. Hill
0:25.0,,,103-100,,E. Moore misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by K. Faried,,103-100,,
0:24.0,,,103-100,,Personal take foul by T. Frazier (drawn by K. Faried)
0:24.0,K. Faried misses free throw 1 of 2,,103-100,,
0:24.0,Offensive rebound by Team,,103-100,,
0:24.0,K. Faried misses free throw 2 of 2,,103-100,,
0:24.0,,,103-100,,Defensive rebound by A. Davis
0:24.0,,,103-100,,B. Hield enters the game for T. Frazier
0:18.0,,,103-100,,Turnover by A. Davis (lost ball; steal by K. Faried)
0:18.0,,,103-100,,T. Jones enters the game for O. Asik
0:18.0,Jump ball: W. Chandler vs. E. Moore (E. Mudiay gains possession),,,,Jump ball: W. Chandler vs. E. Moore (E. Mudiay gains possession)
0:13.0,,,103-100,,Personal take foul by B. Hield (drawn by E. Mudiay)
0:13.0,E. Mudiay makes free throw 1 of 2,1,104-100,,
0:13.0,E. Mudiay makes free throw 2 of 2,1,105-100,,
0:13.0,,,105-100,,New Orleans full timeout
0:10.0,,,105-100,,B. Hield misses 3-pt shot from 25 ft
0:08.0,Defensive rebound by E. Mudiay,,105-100,,
0:08.0,,,105-100,,Personal take foul by E. Moore (drawn by E. Mudiay)
0:08.0,E. Mudiay makes free throw 1 of 2,1,106-100,,
0:08.0,E. Mudiay makes free throw 2 of 2,1,107-100,,
0:04.0,,,107-102,2,B. Hield makes 2-pt shot from 2 ft (assist by L. Stephenson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
