time,Cleveland,pts.away,score,pts.home,Detroit
3:45.0,I. Shumpert makes free throw 2 of 2,1,82-97,,
3:30.0,,,82-97,,T. Harris misses 2-pt shot from 8 ft
3:29.0,Defensive rebound by M. Dunleavy,,82-97,,
3:22.0,Turnover by I. Shumpert (lost ball; steal by K. Caldwell-Pope),,82-97,,
3:22.0,Personal foul by M. Dunleavy (drawn by K. Caldwell-Pope),,82-97,,
3:07.0,,,82-100,3,T. Harris makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope)
2:52.0,J. Jones misses 2-pt shot from 18 ft,,82-100,,
2:51.0,,,82-100,,Defensive rebound by T. Harris
2:40.0,,,82-103,3,M. Morris makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
2:27.0,Shooting foul by R. Jackson (drawn by K. Felder),,82-103,,
2:27.0,K. Felder makes free throw 1 of 2,1,83-103,,
2:27.0,K. Felder makes free throw 2 of 2,1,84-103,,
2:27.0,,,83-103,,D. Hilliard enters the game for M. Morris
2:27.0,,,83-103,,S. Johnson enters the game for K. Caldwell-Pope
2:27.0,,,83-103,,H. Ellenson enters the game for R. Jackson
2:27.0,,,83-103,,I. Smith enters the game for T. Harris
2:27.0,,,83-103,,M. Gbinije enters the game for J. Leuer
2:08.0,,,84-103,,H. Ellenson misses 2-pt shot from 20 ft
2:08.0,Defensive rebound by I. Shumpert,,84-103,,
2:00.0,Shooting foul by I. Smith (drawn by J. McRae),,84-103,,
2:00.0,J. McRae makes free throw 1 of 2,1,85-103,,
2:00.0,J. McRae makes free throw 2 of 2,1,86-103,,
1:45.0,,,86-103,,D. Hilliard misses 2-pt shot from 17 ft
1:45.0,Defensive rebound by K. Felder,,86-103,,
1:34.0,Turnover by J. McRae (lost ball; steal by I. Smith),,86-103,,
1:31.0,,,86-105,2,I. Smith makes 2-pt shot from 1 ft
1:18.0,K. Felder makes 2-pt shot from 1 ft,2,88-105,,
1:01.0,,,88-105,,D. Hilliard misses 2-pt shot from 2 ft (block by J. Jones)
1:00.0,,,88-105,,Offensive rebound by M. Gbinije
0:59.0,,,88-105,,M. Gbinije misses 2-pt shot from 1 ft
0:50.0,Defensive rebound by J. McRae,,88-105,,
0:46.0,J. McRae misses 2-pt shot from 9 ft,,88-105,,
0:46.0,,,88-105,,Defensive rebound by D. Hilliard
0:46.0,Personal foul by J. McRae (drawn by D. Hilliard),,88-105,,
0:46.0,,,88-105,,D. Hilliard misses free throw 1 of 2
0:46.0,,,88-105,,Offensive rebound by Team
0:46.0,,,88-106,1,D. Hilliard makes free throw 2 of 2
0:29.0,Shooting foul by S. Johnson (drawn by J. McRae),,88-106,,
0:29.0,J. McRae makes free throw 1 of 2,1,89-106,,
0:29.0,J. McRae makes free throw 2 of 2,1,90-106,,
0:03.0,,,90-106,,H. Ellenson misses 2-pt shot from 18 ft
0:03.0,Defensive rebound by K. Felder,,90-106,,
0:01.0,K. Felder misses 3-pt shot from 28 ft,,90-106,,
0:00.0,Offensive rebound by Team,,90-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
