time,Denver,pts.away,score,pts.home,Phoenix
8:19.0,J. Murray makes 2-pt shot from 20 ft,2,104-94,,
7:53.0,,,104-94,,Turnover by D. Booker (lost ball; steal by J. Nelson)
7:36.0,W. Chandler misses 2-pt shot from 9 ft,,104-94,,
7:34.0,,,104-94,,Defensive rebound by T. Chandler
7:31.0,,,104-94,,Shooting foul by J. Nelson (drawn by E. Bledsoe)
7:31.0,,,104-94,,E. Bledsoe misses free throw 1 of 2
7:31.0,,,104-94,,Offensive rebound by Team
7:31.0,,,104-95,1,E. Bledsoe makes free throw 2 of 2
7:12.0,,,104-95,,Personal foul by D. Booker (drawn by J. Murray)
7:12.0,J. Murray makes free throw 1 of 2,1,105-95,,
7:12.0,J. Murray makes free throw 2 of 2,1,106-95,,
7:12.0,K. Faried enters the game for D. Arthur,,105-95,,
6:59.0,,,106-97,2,L. Barbosa makes 2-pt shot from 20 ft
6:39.0,W. Chandler misses 2-pt shot from 6 ft,,106-97,,
6:39.0,,,106-97,,Defensive rebound by D. Booker
6:29.0,,,106-97,,L. Barbosa misses 2-pt shot from 22 ft
6:28.0,Defensive rebound by K. Faried,,106-97,,
6:14.0,J. Nelson misses 3-pt shot from 24 ft,,106-97,,
6:13.0,,,106-97,,Defensive rebound by T. Chandler
6:01.0,,,106-97,,L. Barbosa misses 2-pt shot from 21 ft
6:00.0,,,106-97,,Offensive rebound by E. Bledsoe
5:56.0,,,106-99,2,E. Bledsoe makes 2-pt shot from 1 ft
5:40.0,,,106-99,,Personal foul by P. Tucker (drawn by K. Faried)
5:40.0,K. Faried makes free throw 1 of 2,1,107-99,,
5:40.0,K. Faried makes free throw 2 of 2,1,108-99,,
5:40.0,D. Gallinari enters the game for W. Chandler,,106-99,,
5:23.0,,,108-99,,E. Bledsoe misses 2-pt shot from 17 ft
5:22.0,Defensive rebound by K. Faried,,108-99,,
5:06.0,G. Harris makes 2-pt shot from 3 ft (assist by K. Faried),2,110-99,,
4:51.0,,,110-101,2,D. Booker makes 2-pt shot from 8 ft (assist by P. Tucker)
4:51.0,,,110-101,,Shooting foul by G. Harris (drawn by D. Booker)
4:51.0,,,110-101,,D. Booker misses free throw 1 of 1
4:50.0,Defensive rebound by K. Faried,,110-101,,
4:39.0,,,110-101,,Personal foul by L. Barbosa (drawn by D. Gallinari)
4:39.0,D. Gallinari makes free throw 1 of 2,1,111-101,,
4:39.0,D. Gallinari makes free throw 2 of 2,1,112-101,,
4:30.0,,,112-101,,D. Booker misses 2-pt shot from 2 ft (block by K. Faried)
4:30.0,,,112-101,,Offensive rebound by Team
4:23.0,,,112-103,2,E. Bledsoe makes 2-pt shot from 19 ft (assist by P. Tucker)
4:03.0,J. Murray makes 2-pt shot from 3 ft (assist by J. Nelson),2,114-103,,
3:44.0,,,114-103,,E. Bledsoe misses 2-pt shot from 6 ft
3:42.0,Defensive rebound by D. Gallinari,,114-103,,
3:30.0,J. Murray makes 2-pt shot from 18 ft,2,116-103,,
3:30.0,,,116-103,,Phoenix full timeout
3:11.0,,,116-105,2,P. Tucker makes 2-pt shot from 17 ft (assist by E. Bledsoe)
2:59.0,G. Harris makes 2-pt shot at rim,2,118-105,,
2:51.0,,,118-105,,Offensive charge foul by E. Bledsoe
2:51.0,,,118-105,,Turnover by E. Bledsoe (offensive foul)
2:41.0,Shooting foul by P. Tucker (drawn by K. Faried),,118-105,,
2:41.0,K. Faried makes free throw 1 of 2,1,119-105,,
2:41.0,K. Faried misses free throw 2 of 2,,119-105,,
2:40.0,,,119-105,,Defensive rebound by T. Chandler
2:26.0,,,119-105,,Shooting foul by J. Nelson (drawn by D. Booker)
2:26.0,,,119-106,1,D. Booker makes free throw 1 of 2
2:26.0,,,119-106,,D. Booker misses free throw 2 of 2
2:25.0,Defensive rebound by D. Gallinari,,119-106,,
2:04.0,D. Gallinari misses 2-pt shot from 20 ft,,119-106,,
2:04.0,,,119-106,,Defensive rebound by L. Barbosa
1:56.0,,,119-106,,Turnover by L. Barbosa (lost ball; steal by G. Harris)
1:35.0,Turnover by J. Murray (bad pass; steal by L. Barbosa),,119-106,,
1:33.0,,,119-106,,E. Bledsoe misses 2-pt shot from 1 ft (block by J. Murray)
1:33.0,Defensive rebound by Team,,119-106,,
1:13.0,G. Harris misses 2-pt shot at rim (block by D. Booker),,119-106,,
1:12.0,,,119-106,,Defensive rebound by T. Chandler
1:08.0,,,119-109,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by L. Barbosa)
0:47.0,J. Nelson makes 2-pt shot from 20 ft,2,121-109,,
0:47.0,,,121-109,,Phoenix full timeout
0:42.0,,,121-109,,E. Bledsoe misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by K. Faried,,121-109,,
0:35.0,D. Gallinari makes 2-pt shot from 2 ft (assist by J. Nelson),2,123-109,,
0:24.0,,,123-112,3,P. Tucker makes 3-pt shot from 25 ft (assist by E. Bledsoe)
0:00.0,Turnover by Team (shot clock),,123-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
