time,LA Lakers,pts.away,score,pts.home,Utah
4:22.0,D. Russell makes 2-pt shot from 2 ft (assist by L. Williams),2,81-83,,
4:08.0,,,81-85,2,G. Hill makes 2-pt shot from 2 ft
4:08.0,,,81-85,,Shooting foul by J. Randle (drawn by G. Hill)
4:08.0,,,81-85,,G. Hill misses free throw 1 of 1
4:07.0,Defensive rebound by L. Deng,,81-85,,
3:48.0,N. Young misses 2-pt shot from 22 ft,,81-85,,
3:47.0,,,81-85,,Defensive rebound by J. Johnson
3:37.0,,,81-87,2,G. Hill makes 2-pt shot from 3 ft
3:24.0,D. Russell misses 3-pt shot from 25 ft,,81-87,,
3:23.0,,,81-87,,Defensive rebound by S. Mack
3:19.0,,,81-87,,R. Hood enters the game for D. Exum
3:09.0,,,81-87,,G. Hill misses 2-pt shot from 1 ft
3:07.0,,,81-87,,Offensive rebound by R. Gobert
3:07.0,,,81-87,,R. Gobert misses 2-pt shot from 1 ft
3:03.0,Defensive rebound by J. Randle,,81-87,,
3:02.0,Offensive charge foul by L. Deng,,81-87,,
3:02.0,Turnover by L. Deng (offensive foul),,81-87,,
3:02.0,,,81-87,,Utah full timeout
2:50.0,Personal foul by N. Young (drawn by G. Hill),,81-87,,
2:50.0,,,81-87,,G. Hill misses free throw 1 of 2
2:50.0,,,81-87,,Offensive rebound by Team
2:50.0,,,81-88,1,G. Hill makes free throw 2 of 2
2:37.0,Shooting foul by R. Gobert,,81-88,,
2:37.0,L. Williams makes free throw 1 of 2,1,82-88,,
2:37.0,L. Williams makes free throw 2 of 2,1,83-88,,
2:17.0,,,83-91,3,J. Johnson makes 3-pt shot from 24 ft (assist by G. Hill)
2:04.0,L. Williams misses 2-pt shot from 10 ft (block by G. Hill),,83-91,,
2:04.0,,,83-91,,Defensive rebound by G. Hill
1:42.0,,,83-91,,J. Johnson misses 3-pt shot from 26 ft
1:41.0,Defensive rebound by L. Deng,,83-91,,
1:33.0,D. Russell makes 2-pt shot from 21 ft,2,85-91,,
1:10.0,,,85-91,,G. Hill misses 2-pt shot from 1 ft (block by J. Randle)
1:09.0,Defensive rebound by D. Russell,,85-91,,
1:06.0,L. Deng makes 2-pt shot from 2 ft (assist by L. Williams),2,87-91,,
1:06.0,,,87-91,,Utah full timeout
0:47.0,,,87-91,,Offensive foul by R. Hood
0:47.0,,,87-91,,Turnover by R. Hood (offensive foul)
0:41.0,D. Russell misses 3-pt shot from 24 ft,,87-91,,
0:40.0,,,87-91,,Defensive rebound by R. Gobert
0:34.0,Personal foul by N. Young (drawn by G. Hill),,87-91,,
0:34.0,,,87-92,1,G. Hill makes free throw 1 of 2
0:34.0,,,87-93,1,G. Hill makes free throw 2 of 2
0:25.0,J. Randle makes 2-pt shot from 3 ft,2,89-93,,
0:23.0,Personal foul by J. Randle (drawn by S. Mack),,89-93,,
0:23.0,,,89-93,,S. Mack misses free throw 1 of 2
0:23.0,,,89-93,,Offensive rebound by Team
0:23.0,,,89-94,1,S. Mack makes free throw 2 of 2
0:12.0,N. Young misses 3-pt shot from 25 ft,,89-94,,
0:09.0,Offensive rebound by L. Deng,,89-94,,
0:08.0,L. Deng misses 3-pt shot from 24 ft,,89-94,,
0:06.0,,,89-94,,Defensive rebound by R. Gobert
0:05.0,Personal foul by N. Young (drawn by R. Gobert),,89-94,,
0:05.0,,,89-95,1,R. Gobert makes free throw 1 of 2
0:05.0,,,89-96,1,R. Gobert makes free throw 2 of 2
0:05.0,LA Lakers full timeout,,89-96,,
0:05.0,,,89-96,,J. Ingles enters the game for R. Gobert
0:02.0,L. Williams misses 3-pt shot from 27 ft,,89-96,,
0:00.0,Offensive rebound by Team,,89-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
