time,Milwaukee,pts.away,score,pts.home,Toronto
2:03.0,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by T. Maker),3,100-100,,
1:43.0,,,100-102,2,D. DeRozan makes 2-pt shot from 18 ft
1:32.0,M. Brogdon misses 3-pt shot from 26 ft,,100-102,,
1:31.0,,,100-102,,Defensive rebound by D. DeRozan
1:13.0,,,100-102,,D. DeRozan misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by G. Antetokounmpo,,100-102,,
1:00.0,M. Dellavedova misses 3-pt shot from 26 ft,,100-102,,
0:59.0,,,100-102,,Defensive rebound by P. Tucker
0:57.0,Personal foul by G. Antetokounmpo,,100-102,,
0:57.0,,,100-102,,P. Tucker misses free throw 1 of 2
0:57.0,,,100-102,,Offensive rebound by Team
0:57.0,,,100-102,,P. Tucker misses free throw 2 of 2
0:56.0,Defensive rebound by M. Brogdon,,100-102,,
0:56.0,Milwaukee full timeout,,100-102,,
0:34.0,K. Middleton misses 2-pt shot from 18 ft,,100-102,,
0:33.0,,,100-102,,Defensive rebound by D. DeRozan
0:24.0,,,100-102,,Toronto full timeout
0:24.0,T. Snell enters the game for M. Dellavedova,,100-102,,
0:09.0,,,100-104,2,K. Lowry makes 2-pt shot from 20 ft
0:09.0,Milwaukee full timeout,,100-104,,
0:09.0,M. Dellavedova enters the game for T. Snell,,100-104,,
0:06.0,M. Brogdon misses 3-pt shot from 25 ft,,100-104,,
0:06.0,,,100-104,,Defensive rebound by P. Patterson
0:06.0,Personal foul by T. Maker (drawn by P. Patterson),,100-104,,
0:06.0,,,100-105,1,P. Patterson makes free throw 1 of 2
0:06.0,,,100-106,1,P. Patterson makes free throw 2 of 2
0:00.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,100-106,,
0:00.0,Offensive rebound by Team,,100-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
