time,Cleveland,pts.away,score,pts.home,Atlanta
2:24.0,Defensive rebound by L. James,,107-98,,
2:24.0,,,107-98,,Personal foul by M. Delaney (drawn by L. James)
2:24.0,Official timeout,,107-98,,
2:00.0,J. Smith misses 3-pt shot from 23 ft,,107-98,,
1:57.0,,,107-98,,Defensive rebound by P. Millsap
1:49.0,,,107-100,2,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore)
1:32.0,K. Irving misses 2-pt shot from 19 ft,,107-100,,
1:30.0,,,107-100,,Defensive rebound by T. Hardaway
1:28.0,Personal foul by I. Shumpert (drawn by M. Delaney),,107-100,,
1:28.0,,,107-101,1,M. Delaney makes free throw 1 of 2
1:28.0,,,107-102,1,M. Delaney makes free throw 2 of 2
1:07.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,109-102,,
0:53.0,,,109-105,3,M. Muscala makes 3-pt shot from 23 ft (assist by M. Delaney)
0:30.0,K. Irving misses 2-pt shot from 20 ft,,109-105,,
0:28.0,,,109-105,,Defensive rebound by M. Delaney
0:23.0,,,109-105,,K. Bazemore misses 3-pt shot from 23 ft
0:21.0,Defensive rebound by L. James,,109-105,,
0:19.0,,,109-105,,Personal take foul by M. Muscala (drawn by L. James)
0:19.0,Cleveland full timeout,,109-105,,
0:19.0,K. Korver enters the game for I. Shumpert,,109-105,,
0:19.0,,,109-105,,D. Bembry enters the game for M. Muscala
0:19.0,Turnover by Team (5 sec inbounds),,109-105,,
0:19.0,,,109-105,,Atlanta full timeout
0:19.0,,,109-105,,M. Dunleavy enters the game for D. Bembry
0:19.0,,,109-105,,M. Muscala enters the game for M. Delaney
0:19.0,I. Shumpert enters the game for K. Korver,,109-105,,
0:13.0,,,109-105,,Shooting foul by L. James (drawn by T. Hardaway)
0:13.0,,,109-105,,T. Hardaway misses free throw 1 of 2
0:13.0,,,109-105,,Offensive rebound by Team
0:13.0,,,109-106,1,T. Hardaway makes free throw 2 of 2
0:13.0,K. Korver enters the game for I. Shumpert,,109-105,,
0:13.0,,,109-105,,M. Delaney enters the game for M. Dunleavy
0:13.0,,,109-105,,T. Waller-Prince enters the game for M. Muscala
0:10.0,,,109-106,,Personal take foul by K. Bazemore (drawn by K. Irving)
0:10.0,K. Irving makes free throw 1 of 2,1,110-106,,
0:10.0,K. Irving makes free throw 2 of 2,1,111-106,,
0:10.0,,,111-106,,Atlanta full timeout
0:10.0,I. Shumpert enters the game for K. Korver,,110-106,,
0:10.0,,,111-106,,M. Dunleavy enters the game for T. Waller-Prince
0:10.0,,,111-106,,M. Muscala enters the game for M. Delaney
0:08.0,,,111-106,,Shooting foul by L. James (drawn by P. Millsap)
0:08.0,,,111-107,1,P. Millsap makes free throw 1 of 3
0:08.0,,,111-108,1,P. Millsap makes free throw 2 of 3
0:08.0,,,111-109,1,P. Millsap makes free throw 3 of 3
0:08.0,K. Korver enters the game for I. Shumpert,,111-108,,
0:08.0,,,111-108,,T. Waller-Prince enters the game for M. Dunleavy
0:05.0,I. Shumpert enters the game for K. Korver,,111-109,,
0:05.0,Turnover by K. Irving (lost ball; steal by K. Bazemore),,111-109,,
0:05.0,Jump ball: K. Bazemore vs. K. Irving (M. Muscala gains possession),,,,Jump ball: K. Bazemore vs. K. Irving (M. Muscala gains possession)
0:00.0,,,111-111,2,P. Millsap makes 2-pt shot from 13 ft (assist by M. Muscala)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:39.0,,,111-111,,T. Hardaway misses 2-pt shot from 19 ft
4:35.0,Defensive rebound by K. Korver,,111-111,,
4:28.0,K. Irving makes 2-pt shot from 7 ft,2,113-111,,
4:15.0,,,113-111,,K. Bazemore misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by L. James,,113-111,,
4:08.0,K. Irving misses 3-pt shot from 26 ft,,113-111,,
4:05.0,,,113-111,,Defensive rebound by M. Muscala
3:48.0,,,113-111,,M. Delaney misses 3-pt shot from 23 ft
3:47.0,Defensive rebound by L. James,,113-111,,
3:31.0,Shooting foul by M. Muscala (drawn by K. Irving),,113-111,,
3:31.0,K. Irving misses free throw 1 of 2,,113-111,,
3:31.0,Offensive rebound by Team,,113-111,,
3:31.0,K. Irving makes free throw 2 of 2,1,114-111,,
3:18.0,,,114-111,,T. Hardaway misses 2-pt shot from 2 ft
3:16.0,,,114-111,,Offensive rebound by T. Hardaway
3:16.0,,,114-111,,T. Hardaway misses 2-pt shot at rim
3:13.0,Defensive rebound by L. James,,114-111,,
2:52.0,L. James misses 2-pt shot from 10 ft,,114-111,,
2:50.0,Offensive rebound by K. Love,,114-111,,
2:49.0,K. Love misses 2-pt shot from 1 ft (block by M. Muscala),,114-111,,
2:46.0,,,114-111,,Defensive rebound by P. Millsap
2:43.0,,,114-111,,Turnover by P. Millsap (bad pass)
2:43.0,Cleveland full timeout,,114-111,,
2:31.0,Shooting foul by P. Millsap (drawn by L. James),,114-111,,
2:31.0,L. James makes free throw 1 of 2,1,115-111,,
2:31.0,L. James makes free throw 2 of 2,1,116-111,,
2:19.0,,,116-113,2,M. Delaney makes 2-pt shot from 19 ft
1:52.0,J. Smith misses 3-pt shot from 24 ft,,116-113,,
1:52.0,,,116-113,,Defensive rebound by Team
1:52.0,Loose ball foul by L. James (drawn by P. Millsap),,116-113,,
1:52.0,R. Jefferson enters the game for L. James,,116-113,,
1:42.0,,,116-113,,M. Delaney misses 2-pt shot from 20 ft
1:40.0,,,116-113,,Offensive rebound by K. Bazemore
1:38.0,,,116-113,,Shooting foul by J. Smith (drawn by P. Millsap)
1:38.0,,,116-114,1,P. Millsap makes free throw 1 of 2
1:38.0,,,116-115,1,P. Millsap makes free throw 2 of 2
1:23.0,K. Irving misses 2-pt shot from 12 ft,,116-115,,
1:21.0,,,116-115,,Defensive rebound by M. Muscala
1:12.0,,,116-118,3,P. Millsap makes 3-pt shot from 25 ft (assist by M. Muscala)
1:12.0,Cleveland full timeout,,116-118,,
1:01.0,K. Korver makes 3-pt shot from 25 ft (assist by K. Irving),3,119-118,,
1:01.0,,,119-118,,M. Dunleavy enters the game for M. Delaney
0:57.0,,,119-118,,P. Millsap misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by J. Smith,,119-118,,
0:42.0,,,119-118,,Shooting block foul by M. Dunleavy (drawn by K. Love)
0:42.0,K. Love misses free throw 1 of 2,,119-118,,
0:42.0,Offensive rebound by Team,,119-118,,
0:42.0,K. Love makes free throw 2 of 2,1,120-118,,
0:35.0,,,120-121,3,M. Muscala makes 3-pt shot from 24 ft (assist by T. Hardaway)
0:26.0,Cleveland full timeout,,120-121,,
0:26.0,,,120-121,,M. Delaney enters the game for M. Dunleavy
0:25.0,Turnover by K. Love (bad pass; steal by K. Bazemore),,120-121,,
0:22.0,,,120-123,2,K. Bazemore makes 2-pt shot from 1 ft
0:12.0,Offensive charge foul by K. Irving,,120-123,,
0:12.0,Turnover by K. Irving (offensive foul),,120-123,,
0:12.0,Personal take foul by J. Smith,,120-123,,
0:12.0,,,120-123,,T. Hardaway misses free throw 1 of 2
0:12.0,,,120-123,,Offensive rebound by Team
0:12.0,,,120-124,1,T. Hardaway makes free throw 2 of 2
0:05.0,K. Irving makes 2-pt shot from 2 ft,2,122-124,,
0:05.0,,,122-124,,Atlanta full timeout
0:05.0,,,122-124,,M. Dunleavy enters the game for M. Delaney
0:05.0,I. Shumpert enters the game for K. Love,,122-124,,
0:04.0,Personal take foul by K. Irving (drawn by T. Hardaway),,122-124,,
0:04.0,,,122-125,1,T. Hardaway makes free throw 1 of 2
0:04.0,,,122-126,1,T. Hardaway makes free throw 2 of 2
0:04.0,,,122-125,,M. Delaney enters the game for M. Dunleavy
0:04.0,K. Love enters the game for I. Shumpert,,122-125,,
0:00.0,K. Irving makes 3-pt shot from 36 ft,3,125-126,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
