time,Dallas,pts.away,score,pts.home,LA Clippers
0:34.0,,,87-88,,Loose ball foul by D. Jordan (drawn by W. Matthews)
0:34.0,W. Matthews misses free throw 1 of 2,,87-88,,
0:34.0,Offensive rebound by Team,,87-88,,
0:34.0,W. Matthews makes free throw 2 of 2,1,88-88,,
0:34.0,,,88-88,,LA Clippers full timeout
0:34.0,,,87-88,,B. Bass enters the game for J. Redick
0:34.0,,,88-88,,R. Felton enters the game for L. Mbah a Moute
0:34.0,,,88-88,,J. Redick enters the game for B. Bass
0:27.0,,,88-88,,Shooting foul by D. Finney-Smith (drawn by D. Jordan)
0:27.0,,,88-88,,D. Jordan misses free throw 1 of 2
0:27.0,,,88-88,,Offensive rebound by Team
0:27.0,,,88-88,,D. Jordan misses free throw 2 of 2
0:27.0,Defensive rebound by D. Powell,,88-88,,
0:27.0,Dallas full timeout,,88-88,,
0:27.0,,,88-88,,L. Mbah a Moute enters the game for J. Redick
0:27.0,S. Mejri enters the game for D. Finney-Smith,,88-88,,
0:27.0,,,88-88,,J. Redick enters the game for J. Crawford
0:27.0,S. Curry enters the game for S. Mejri,,88-88,,
0:04.0,H. Barnes makes 2-pt shot from 10 ft,2,90-88,,
0:00.0,,,90-88,,Turnover by A. Rivers (lost ball; steal by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
