time,Golden State,pts.away,score,pts.home,Minnesota
5:07.0,,,103-92,,Minnesota full timeout
4:56.0,,,103-92,,A. Wiggins misses 2-pt shot from 14 ft
4:55.0,,,103-92,,Offensive rebound by K. Towns
4:54.0,,,103-94,2,K. Towns makes 2-pt shot from 1 ft
4:33.0,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Durant),3,106-94,,
4:12.0,,,106-96,2,R. Rubio makes 2-pt shot from 2 ft
3:51.0,K. Durant misses 2-pt shot from 18 ft,,106-96,,
3:50.0,,,106-96,,Defensive rebound by Z. LaVine
3:46.0,,,106-96,,Shooting foul by K. Thompson (drawn by Z. LaVine)
3:46.0,,,106-97,1,Z. LaVine makes free throw 1 of 2
3:46.0,,,106-98,1,Z. LaVine makes free throw 2 of 2
3:46.0,D. Green enters the game for D. West,,106-97,,
3:46.0,S. Curry enters the game for S. Livingston,,106-97,,
3:34.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,108-98,,
3:15.0,,,108-98,,R. Rubio misses 3-pt shot from 25 ft
3:14.0,,,108-98,,Offensive rebound by K. Towns
3:13.0,Personal foul by K. Thompson (drawn by K. Towns),,108-98,,
3:07.0,,,108-100,2,R. Rubio makes 2-pt shot from 1 ft
2:43.0,A. Iguodala misses 2-pt shot from 21 ft,,108-100,,
2:42.0,Offensive rebound by S. Curry,,108-100,,
2:32.0,Shooting foul by R. Rubio (drawn by S. Curry),,108-100,,
2:32.0,S. Curry makes free throw 1 of 2,1,109-100,,
2:32.0,S. Curry makes free throw 2 of 2,1,110-100,,
2:27.0,Personal foul by S. Curry (drawn by R. Rubio),,110-100,,
2:22.0,,,110-100,,Shooting foul by S. Curry (drawn by R. Rubio)
2:22.0,,,110-101,1,R. Rubio makes free throw 1 of 2
2:22.0,,,110-102,1,R. Rubio makes free throw 2 of 2
2:00.0,A. Iguodala misses 2-pt shot from 2 ft,,110-102,,
1:59.0,,,110-102,,Defensive rebound by K. Towns
1:54.0,,,110-102,,Z. LaVine misses 2-pt shot from 1 ft (block by D. Green)
1:52.0,,,110-102,,Offensive rebound by G. Dieng
1:51.0,,,110-102,,Minnesota full timeout
1:38.0,,,110-104,2,A. Wiggins makes 2-pt shot from 9 ft
1:19.0,K. Thompson misses 3-pt shot from 24 ft,,110-104,,
1:18.0,,,110-104,,Defensive rebound by R. Rubio
1:04.0,,,110-104,,Z. LaVine misses 2-pt shot from 19 ft
1:01.0,Defensive rebound by D. Green,,110-104,,
1:01.0,Golden State full timeout,,110-104,,
0:49.0,K. Thompson makes 2-pt shot from 21 ft (assist by S. Curry),2,112-104,,
0:46.0,Personal foul by D. Green (drawn by Z. LaVine),,112-104,,
0:46.0,,,112-105,1,Z. LaVine makes free throw 1 of 2
0:46.0,,,112-106,1,Z. LaVine makes free throw 2 of 2
0:34.0,,,112-106,,Personal take foul by K. Towns (drawn by K. Durant)
0:34.0,K. Durant makes free throw 1 of 2,1,113-106,,
0:34.0,K. Durant makes free throw 2 of 2,1,114-106,,
0:34.0,,,114-106,,Turnover by A. Wiggins (bad pass; steal by S. Curry)
0:32.0,,,114-106,,Personal take foul by Z. LaVine (drawn by S. Curry)
0:32.0,S. Curry makes free throw 1 of 2,1,115-106,,
0:32.0,S. Curry makes free throw 2 of 2,1,116-106,,
0:26.0,,,116-108,2,Z. LaVine makes 2-pt shot from 1 ft
0:02.0,Turnover by Team (shot clock),,116-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
