time,Philadelphia,pts.away,score,pts.home,Orlando
9:31.0,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez),2,87-80,,
9:17.0,,,87-80,,J. Meeks misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by R. Covington,,87-80,,
9:06.0,Turnover by N. Stauskas (bad pass; steal by J. Green),,87-80,,
9:00.0,,,87-80,,J. Meeks misses 2-pt shot from 2 ft
8:58.0,Defensive rebound by R. Holmes,,87-80,,
8:55.0,Philadelphia full timeout,,87-80,,
8:35.0,N. Stauskas misses 2-pt shot from 17 ft,,87-80,,
8:34.0,Offensive rebound by Team,,87-80,,
8:25.0,Offensive foul by R. Holmes,,87-80,,
8:25.0,Turnover by R. Holmes (offensive foul),,87-80,,
8:09.0,,,87-83,3,D. Augustin makes 3-pt shot from 26 ft (assist by J. Green)
7:50.0,R. Holmes misses 2-pt shot at rim (block by B. Biyombo),,87-83,,
7:50.0,,,87-83,,Defensive rebound by Team
7:35.0,,,87-83,,M. Hezonja misses 3-pt shot from 24 ft
7:34.0,Defensive rebound by J. Anderson,,87-83,,
7:27.0,S. Rodriguez misses 2-pt shot from 3 ft,,87-83,,
7:24.0,Offensive rebound by R. Holmes,,87-83,,
7:18.0,R. Covington misses 3-pt shot from 26 ft,,87-83,,
7:17.0,,,87-83,,Defensive rebound by D. Augustin
7:02.0,,,87-83,,M. Hezonja misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by R. Holmes,,87-83,,
6:51.0,R. Covington misses 2-pt shot from 5 ft,,87-83,,
6:50.0,Offensive rebound by R. Covington,,87-83,,
6:50.0,R. Covington makes 2-pt shot from 2 ft,2,89-83,,
6:50.0,,,89-83,,Orlando full timeout
6:50.0,,,89-83,,E. Fournier enters the game for D. Augustin
6:50.0,,,89-83,,E. Payton enters the game for M. Hezonja
6:50.0,,,89-83,,A. Gordon enters the game for J. Green
6:50.0,T. McConnell enters the game for R. Holmes,,89-83,,
6:50.0,S. Long enters the game for S. Rodriguez,,89-83,,
6:38.0,,,89-83,,E. Fournier misses 2-pt shot from 18 ft
6:37.0,Defensive rebound by J. Anderson,,89-83,,
6:17.0,R. Covington misses 3-pt shot from 24 ft,,89-83,,
6:16.0,,,89-83,,Defensive rebound by E. Payton
6:08.0,,,89-85,2,B. Biyombo makes 2-pt shot from 2 ft (assist by A. Gordon)
6:08.0,,,89-85,,Shooting foul by J. Anderson (drawn by B. Biyombo)
6:08.0,,,89-86,1,B. Biyombo makes free throw 1 of 1
6:08.0,D. Saric enters the game for N. Stauskas,,89-85,,
6:08.0,T. Luwawu-Cabarrot enters the game for J. Anderson,,89-85,,
5:49.0,D. Saric makes 3-pt shot from 26 ft (assist by T. McConnell),3,92-86,,
5:22.0,,,92-88,2,B. Biyombo makes 2-pt shot from 5 ft (assist by E. Fournier)
5:00.0,R. Covington misses 2-pt shot from 5 ft (block by E. Payton),,92-88,,
5:00.0,Offensive rebound by Team,,92-88,,
5:00.0,R. Holmes enters the game for S. Long,,92-88,,
4:58.0,,,92-88,,Personal foul by A. Gordon (drawn by D. Saric)
4:48.0,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft,,92-88,,
4:47.0,,,92-88,,Defensive rebound by E. Payton
4:31.0,,,92-88,,A. Gordon misses 2-pt shot from 2 ft (block by D. Saric)
4:28.0,,,92-88,,Offensive rebound by E. Payton
4:26.0,,,92-90,2,E. Payton makes 2-pt shot from 5 ft
4:08.0,,,92-90,,Personal foul by E. Payton (drawn by T. McConnell)
4:08.0,,,92-90,,T. Ross enters the game for J. Meeks
4:01.0,R. Holmes misses 3-pt shot from 27 ft,,92-90,,
4:00.0,,,92-90,,Defensive rebound by E. Payton
3:52.0,,,92-90,,T. Ross misses 3-pt shot from 23 ft
3:52.0,,,92-90,,Offensive rebound by Team
3:52.0,,,92-90,,Shooting foul by D. Saric (drawn by A. Gordon)
3:52.0,,,92-91,1,A. Gordon makes free throw 1 of 2
3:52.0,,,92-92,1,A. Gordon makes free throw 2 of 2
3:52.0,N. Stauskas enters the game for D. Saric,,92-90,,
3:52.0,,,92-91,,N. Vucevic enters the game for B. Biyombo
3:42.0,Turnover by T. McConnell (bad pass),,92-92,,
3:28.0,,,92-94,2,T. Ross makes 2-pt shot from 20 ft
3:10.0,T. McConnell makes 2-pt shot from 6 ft,2,94-94,,
2:54.0,,,94-94,,Shooting foul by T. Luwawu-Cabarrot (drawn by N. Vucevic)
2:54.0,Official timeout,,94-94,,
2:54.0,,,94-95,1,N. Vucevic makes free throw 1 of 2
2:54.0,,,94-96,1,N. Vucevic makes free throw 2 of 2
2:54.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,94-94,,
2:42.0,Turnover by R. Covington (traveling),,94-96,,
2:34.0,,,94-96,,E. Fournier misses 3-pt shot from 26 ft
2:33.0,Defensive rebound by N. Stauskas,,94-96,,
2:26.0,T. McConnell misses 3-pt shot from 27 ft,,94-96,,
2:24.0,Offensive rebound by N. Stauskas,,94-96,,
2:23.0,N. Stauskas misses 2-pt shot from 2 ft (block by T. Ross),,94-96,,
2:23.0,Offensive rebound by Team,,94-96,,
2:01.0,N. Stauskas makes 3-pt shot from 27 ft (assist by T. McConnell),3,97-96,,
1:45.0,,,97-96,,T. Ross misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by R. Covington,,97-96,,
1:29.0,R. Holmes misses 3-pt shot from 24 ft,,97-96,,
1:28.0,,,97-96,,Defensive rebound by E. Payton
1:19.0,,,97-98,2,E. Payton makes 2-pt shot from 2 ft
1:19.0,Philadelphia full timeout,,97-98,,
1:07.0,Turnover by N. Stauskas (bad pass; steal by E. Fournier),,97-98,,
0:46.0,,,97-98,,N. Vucevic misses 2-pt shot from 13 ft
0:44.0,,,97-98,,Offensive rebound by E. Payton
0:44.0,,,97-98,,E. Payton misses 2-pt shot from 1 ft
0:42.0,,,97-98,,Offensive rebound by E. Payton
0:42.0,,,97-98,,E. Payton misses 2-pt shot from 1 ft (block by R. Covington)
0:41.0,Jump ball: R. Covington vs. E. Payton (J. Anderson gains possession),,,,Jump ball: R. Covington vs. E. Payton (J. Anderson gains possession)
0:41.0,Offensive rebound by Team,,97-98,,
0:29.0,Philadelphia full timeout,,97-98,,
0:21.0,Shooting foul by A. Gordon (drawn by J. Anderson),,97-98,,
0:21.0,J. Anderson misses free throw 1 of 2,,97-98,,
0:21.0,Offensive rebound by Team,,97-98,,
0:21.0,J. Anderson makes free throw 2 of 2,1,98-98,,
0:21.0,,,98-98,,Orlando full timeout
0:21.0,,,97-98,,M. Hezonja enters the game for A. Gordon
0:21.0,,,98-98,,J. Meeks enters the game for M. Hezonja
0:06.0,,,98-98,,Turnover by E. Fournier (bad pass)
0:05.0,Philadelphia full timeout,,98-98,,
0:05.0,,,98-98,,M. Hezonja enters the game for J. Meeks
0:01.0,Turnover by J. Anderson (lost ball; steal by E. Payton),,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:36.0,,,98-98,,Shooting foul by R. Covington (drawn by J. Meeks)
4:36.0,,,98-99,1,J. Meeks makes free throw 1 of 2
4:36.0,,,98-99,,J. Meeks misses free throw 2 of 2
4:35.0,Defensive rebound by J. Anderson,,98-99,,
4:26.0,T. McConnell misses 2-pt shot from 17 ft,,98-99,,
4:25.0,,,98-99,,Defensive rebound by N. Vucevic
4:15.0,,,98-99,,E. Payton misses 2-pt shot from 5 ft
4:13.0,,,98-99,,Offensive rebound by E. Payton
4:02.0,,,98-99,,T. Ross misses 3-pt shot from 27 ft
4:01.0,Defensive rebound by N. Stauskas,,98-99,,
3:53.0,R. Holmes misses 2-pt shot from 18 ft,,98-99,,
3:52.0,,,98-99,,Defensive rebound by J. Meeks
3:36.0,,,98-99,,N. Vucevic misses 2-pt shot from 17 ft
3:35.0,Defensive rebound by N. Stauskas,,98-99,,
3:25.0,N. Stauskas misses 2-pt shot from 3 ft,,98-99,,
3:25.0,Offensive rebound by R. Covington,,98-99,,
3:25.0,R. Covington misses 2-pt shot at rim,,98-99,,
3:23.0,,,98-99,,Defensive rebound by N. Vucevic
3:15.0,,,98-99,,J. Meeks misses 3-pt shot from 23 ft
3:15.0,,,98-99,,Offensive rebound by Team
3:15.0,Loose ball foul by R. Holmes (drawn by N. Vucevic),,98-99,,
3:08.0,,,98-101,2,E. Fournier makes 2-pt shot from 22 ft
2:54.0,,,98-101,,Personal foul by E. Payton (drawn by N. Stauskas)
2:44.0,N. Stauskas misses 3-pt shot from 27 ft,,98-101,,
2:43.0,,,98-101,,Defensive rebound by E. Payton
2:20.0,,,98-101,,N. Vucevic misses 2-pt shot from 9 ft
2:18.0,Defensive rebound by N. Stauskas,,98-101,,
2:03.0,R. Holmes makes 3-pt shot from 25 ft (assist by T. McConnell),3,101-101,,
1:47.0,,,101-103,2,E. Fournier makes 2-pt shot from 6 ft (assist by E. Payton)
1:47.0,,,101-103,,Shooting foul by R. Covington (drawn by E. Fournier)
1:47.0,,,101-104,1,E. Fournier makes free throw 1 of 1
1:23.0,T. McConnell misses 2-pt shot from 9 ft,,101-104,,
1:22.0,,,101-104,,Defensive rebound by E. Fournier
1:02.0,,,101-104,,Turnover by E. Fournier (bad pass; steal by R. Covington)
0:46.0,R. Covington makes 3-pt shot from 26 ft (assist by T. McConnell),3,104-104,,
0:46.0,,,104-104,,Orlando full timeout
0:35.0,,,104-106,2,T. Ross makes 2-pt shot from 16 ft (assist by E. Payton)
0:35.0,Philadelphia full timeout,,104-106,,
0:26.0,N. Stauskas misses 3-pt shot from 28 ft,,104-106,,
0:25.0,,,104-106,,Defensive rebound by E. Fournier
0:24.0,Jump ball: J. Anderson vs. E. Fournier (R. Holmes gains possession),,,,Jump ball: J. Anderson vs. E. Fournier (R. Holmes gains possession)
0:24.0,,,104-106,,Turnover by E. Fournier (lost ball; steal by J. Anderson)
0:17.0,T. McConnell misses 2-pt shot from 13 ft,,104-106,,
0:17.0,,,104-106,,Defensive rebound by T. Ross
0:17.0,Personal take foul by N. Stauskas (drawn by T. Ross),,104-106,,
0:17.0,,,104-107,1,T. Ross makes free throw 1 of 2
0:17.0,,,104-108,1,T. Ross makes free throw 2 of 2
0:17.0,Philadelphia full timeout,,104-108,,
0:13.0,N. Stauskas makes 3-pt shot from 26 ft (assist by R. Holmes),3,107-108,,
0:13.0,,,107-108,,Orlando full timeout
0:11.0,Personal foul by R. Covington (drawn by E. Fournier),,107-108,,
0:11.0,,,107-109,1,E. Fournier makes free throw 1 of 2
0:11.0,,,107-110,1,E. Fournier makes free throw 2 of 2
0:11.0,Philadelphia full timeout,,107-110,,
0:08.0,R. Covington misses 3-pt shot from 24 ft,,107-110,,
0:07.0,,,107-110,,Defensive rebound by J. Meeks
0:07.0,Personal foul by R. Holmes (drawn by J. Meeks),,107-110,,
0:07.0,,,107-111,1,J. Meeks makes free throw 1 of 2
0:07.0,,,107-112,1,J. Meeks makes free throw 2 of 2
0:07.0,S. Long enters the game for R. Holmes,,107-110,,
0:00.0,T. McConnell makes 2-pt shot from 9 ft (assist by S. Long),2,109-112,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
