time,Boston,pts.away,score,pts.home,Miami
1:48.0,Personal foul by J. Crowder (drawn by T. Johnson),,97-92,,
1:48.0,,,97-93,1,T. Johnson makes free throw 1 of 2
1:48.0,,,97-93,,T. Johnson misses free throw 2 of 2
1:47.0,Defensive rebound by J. Crowder,,97-93,,
1:29.0,A. Horford makes 2-pt shot from 2 ft,2,99-93,,
1:29.0,Shooting foul by T. Johnson (drawn by A. Horford),,99-93,,
1:29.0,A. Horford makes free throw 1 of 1,1,100-93,,
1:16.0,,,100-93,,J. Richardson misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by A. Bradley,,100-93,,
1:02.0,A. Horford makes 2-pt shot from 16 ft (assist by M. Smart),2,102-93,,
1:02.0,,,102-93,,Miami full timeout
0:53.0,,,102-93,,Turnover by J. Winslow (lost ball; steal by M. Smart)
0:35.0,Turnover by M. Smart (bad pass; steal by J. Winslow),,102-93,,
0:32.0,,,102-93,,Shooting foul by M. Smart (drawn by J. Winslow)
0:32.0,,,102-93,,Technical foul by J. Winslow
0:32.0,J. Crowder misses technical free throw,,102-93,,
0:32.0,,,102-93,,Offensive rebound by Team
0:32.0,,,102-94,1,J. Winslow makes free throw 1 of 2
0:32.0,,,102-95,1,J. Winslow makes free throw 2 of 2
0:30.0,,,102-95,,Personal foul by J. Winslow (drawn by M. Smart)
0:30.0,M. Smart makes free throw 1 of 2,1,103-95,,
0:30.0,M. Smart makes free throw 2 of 2,1,104-95,,
0:30.0,,,104-95,,Miami full timeout
0:30.0,,,104-95,,J. Johnson enters the game for T. Johnson
0:30.0,,,104-95,,T. Johnson enters the game for H. Whiteside
0:25.0,,,104-95,,J. Richardson misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by T. Rozier,,104-95,,
0:23.0,,,104-95,,Personal foul by J. Winslow (drawn by T. Rozier)
0:23.0,T. Rozier misses free throw 1 of 2,,104-95,,
0:23.0,Offensive rebound by Team,,104-95,,
0:23.0,T. Rozier makes free throw 2 of 2,1,105-95,,
0:14.0,,,105-95,,G. Dragic misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by M. Smart,,105-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
