time,San Antonio,pts.away,score,pts.home,Utah
3:51.0,Defensive rebound by K. Anderson,,96-79,,
3:27.0,K. Anderson misses 2-pt shot from 19 ft,,96-79,,
3:26.0,,,96-79,,Defensive rebound by J. Withey
3:13.0,,,96-79,,Shooting foul by K. Anderson (drawn by T. Lyles)
3:13.0,,,96-80,1,T. Lyles makes free throw 1 of 2
3:13.0,,,96-80,,T. Lyles misses free throw 2 of 2
3:13.0,Defensive rebound by D. Dedmon,,96-80,,
3:13.0,D. Bertans enters the game for L. Aldridge,,96-80,,
3:13.0,D. Murray enters the game for J. Simmons,,96-80,,
3:13.0,B. Forbes enters the game for K. Anderson,,96-80,,
3:05.0,Shooting foul by J. Withey (drawn by D. Murray),,96-80,,
3:05.0,D. Murray makes free throw 1 of 2,1,97-80,,
3:05.0,D. Murray makes free throw 2 of 2,1,98-80,,
2:41.0,,,98-80,,D. Exum misses 3-pt shot from 22 ft
2:41.0,,,98-80,,Offensive rebound by T. Lyles
2:40.0,Personal foul by N. Laprovittola (drawn by T. Lyles),,98-80,,
2:40.0,,,98-80,,Utah full timeout
2:40.0,,,98-81,1,T. Lyles makes free throw 1 of 2
2:40.0,,,98-82,1,T. Lyles makes free throw 2 of 2
2:28.0,D. Murray misses 2-pt shot from 6 ft,,98-82,,
2:28.0,,,98-82,,Defensive rebound by T. Lyles
2:21.0,,,98-82,,Shooting foul by D. Dedmon (drawn by J. Withey)
2:21.0,,,98-82,,J. Withey misses free throw 1 of 2
2:21.0,,,98-82,,Offensive rebound by Team
2:21.0,,,98-83,1,J. Withey makes free throw 2 of 2
2:05.0,D. Dedmon misses 2-pt shot from 15 ft,,98-83,,
2:05.0,,,98-83,,Defensive rebound by T. Lyles
1:50.0,,,98-83,,T. Lyles misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by N. Laprovittola,,98-83,,
1:46.0,Turnover by N. Laprovittola (lost ball; steal by T. Lyles),,98-83,,
1:37.0,,,98-83,,Shooting foul by D. Bertans (drawn by J. Withey)
1:37.0,,,98-84,1,J. Withey makes free throw 1 of 2
1:37.0,,,98-85,1,J. Withey makes free throw 2 of 2
1:21.0,D. Bertans misses 2-pt shot from 3 ft (block by J. Withey),,98-85,,
1:21.0,Offensive rebound by Team,,98-85,,
1:14.0,N. Laprovittola misses 2-pt shot from 18 ft,,98-85,,
1:14.0,,,98-85,,Defensive rebound by D. Exum
1:05.0,,,98-85,,J. Withey misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by D. Bertans,,98-85,,
1:00.0,D. Murray misses 2-pt shot from 2 ft,,98-85,,
0:58.0,,,98-85,,Defensive rebound by J. Ingles
0:50.0,,,98-85,,T. Lyles misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by D. Dedmon,,98-85,,
0:37.0,D. Dedmon makes 2-pt shot at rim (assist by D. Murray),2,100-85,,
0:27.0,,,100-85,,S. Mack misses 2-pt shot from 2 ft (block by D. Dedmon)
0:27.0,,,100-85,,Offensive rebound by Team
0:24.0,Personal foul by B. Forbes (drawn by J. Ingles),,100-85,,
0:24.0,,,100-86,1,J. Ingles makes free throw 1 of 2
0:24.0,,,100-86,,J. Ingles misses free throw 2 of 2
0:22.0,Defensive rebound by Team,,100-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
