time,Washington,pts.away,score,pts.home,Boston
4:28.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,105-112,,
4:12.0,,,105-112,,A. Bradley misses 3-pt shot from 25 ft
4:11.0,,,105-112,,Offensive rebound by J. Crowder
4:10.0,,,105-112,,Shooting foul by B. Beal (drawn by J. Crowder)
4:10.0,,,105-113,1,J. Crowder makes free throw 1 of 2
4:10.0,,,105-114,1,J. Crowder makes free throw 2 of 2
4:10.0,K. Oubre enters the game for B. Bogdanovic,,105-113,,
3:57.0,B. Beal misses 3-pt shot from 26 ft,,105-114,,
3:56.0,,,105-114,,Defensive rebound by J. Brown
3:54.0,Personal foul by B. Beal (drawn by J. Brown),,105-114,,
3:30.0,,,105-116,2,A. Horford makes 2-pt shot from 14 ft (assist by I. Thomas)
3:19.0,Turnover by J. Wall (lost ball; steal by J. Crowder),,105-116,,
3:18.0,,,105-116,,Turnover by J. Brown (lost ball)
3:06.0,K. Oubre misses 3-pt shot from 23 ft,,105-116,,
3:05.0,,,105-116,,Defensive rebound by J. Crowder
2:50.0,,,105-116,,Turnover by I. Thomas (bad pass; steal by O. Porter)
2:46.0,Washington full timeout,,105-116,,
2:35.0,O. Porter makes 2-pt shot from 2 ft (assist by B. Beal),2,107-116,,
2:07.0,,,107-119,3,A. Bradley makes 3-pt shot from 25 ft
1:59.0,Turnover by J. Wall (lost ball; steal by A. Bradley),,107-119,,
1:55.0,,,107-121,2,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley)
1:41.0,,,107-121,,Personal foul by A. Bradley (drawn by B. Beal)
1:41.0,B. Beal makes free throw 1 of 2,1,108-121,,
1:41.0,B. Beal makes free throw 2 of 2,1,109-121,,
1:21.0,,,109-123,2,J. Brown makes 2-pt shot from 3 ft (assist by A. Horford)
1:14.0,J. Wall makes 2-pt shot from 19 ft,2,111-123,,
0:54.0,,,111-123,,I. Thomas misses 3-pt shot from 26 ft (block by B. Beal)
0:53.0,,,111-123,,Offensive rebound by Team
0:53.0,Loose ball foul by B. Beal (drawn by I. Thomas),,111-123,,
0:53.0,B. Jennings enters the game for O. Porter,,111-123,,
0:53.0,D. Ochefu enters the game for B. Beal,,111-123,,
0:53.0,T. Satoransky enters the game for J. Wall,,111-123,,
0:53.0,,,111-123,,G. Green enters the game for J. Crowder
0:53.0,,,111-123,,A. Johnson enters the game for A. Horford
0:53.0,,,111-123,,T. Rozier enters the game for A. Bradley
0:53.0,,,111-123,,J. Young enters the game for I. Thomas
0:33.0,,,111-123,,J. Brown misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by K. Oubre,,111-123,,
0:25.0,B. Jennings misses 2-pt shot from 12 ft,,111-123,,
0:23.0,,,111-123,,Defensive rebound by J. Brown
0:00.0,End of 4th quarter,,,,End of 4th quarter
