time,Cleveland,pts.away,score,pts.home,Miami
3:33.0,Shooting foul by J. Richardson (drawn by D. Williams),,102-106,,
3:33.0,D. Williams misses free throw 1 of 2,,102-106,,
3:33.0,Offensive rebound by Team,,102-106,,
3:33.0,D. Williams misses free throw 2 of 2,,102-106,,
3:33.0,,,102-106,,H. Whiteside enters the game for T. Johnson
3:33.0,K. Love enters the game for C. Frye,,102-106,,
3:32.0,,,102-106,,Defensive rebound by H. Whiteside
3:08.0,,,102-106,,J. Johnson misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by K. Love,,102-106,,
3:06.0,,,102-106,,Personal foul by H. Whiteside (drawn by K. Love)
3:06.0,K. Love makes free throw 1 of 2,1,103-106,,
3:06.0,K. Love makes free throw 2 of 2,1,104-106,,
2:44.0,,,104-106,,G. Dragic misses 2-pt shot from 8 ft
2:43.0,Defensive rebound by D. Williams,,104-106,,
2:27.0,D. Williams makes 2-pt shot from 8 ft,2,106-106,,
2:13.0,,,106-106,,J. Johnson misses 2-pt shot at rim
2:12.0,Defensive rebound by K. Korver,,106-106,,
2:03.0,K. Korver misses 3-pt shot from 25 ft,,106-106,,
2:02.0,Offensive rebound by Team,,106-106,,
2:02.0,Official timeout,,106-106,,
2:02.0,,,106-106,,T. Johnson enters the game for W. Ellington
1:55.0,Turnover by D. Williams (bad pass; steal by J. Richardson),,106-106,,
1:52.0,,,106-106,,Turnover by J. Richardson (lost ball; steal by D. Williams)
1:42.0,K. Love misses 2-pt shot from 1 ft,,106-106,,
1:41.0,Offensive rebound by K. Love,,106-106,,
1:40.0,K. Love makes 2-pt shot from 1 ft,2,108-106,,
1:32.0,,,108-106,,J. Johnson misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by J. Smith,,108-106,,
1:18.0,K. Korver misses 3-pt shot from 26 ft (block by H. Whiteside),,108-106,,
1:17.0,,,108-106,,Defensive rebound by G. Dragic
1:08.0,Personal foul by D. Williams (drawn by H. Whiteside),,108-106,,
1:08.0,,,108-106,,Miami full timeout
1:08.0,,,108-106,,W. Ellington enters the game for T. Johnson
0:55.0,,,108-108,2,G. Dragic makes 2-pt shot from 22 ft (assist by J. Johnson)
0:39.0,D. Williams misses 2-pt shot from 13 ft (block by J. Richardson),,108-108,,
0:37.0,,,108-108,,Defensive rebound by H. Whiteside
0:26.0,,,108-108,,W. Ellington misses 3-pt shot from 24 ft
0:25.0,,,108-108,,Offensive rebound by J. Richardson
0:12.0,,,108-108,,Offensive charge foul by J. Johnson
0:12.0,,,108-108,,Turnover by J. Johnson (offensive foul)
0:12.0,Cleveland full timeout,,108-108,,
0:12.0,,,108-108,,T. Johnson enters the game for W. Ellington
0:04.0,Turnover by D. Williams (bad pass; steal by H. Whiteside),,108-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,,,108-110,2,T. Johnson makes 2-pt shot from 8 ft
4:27.0,J. Smith misses 2-pt shot from 19 ft,,108-110,,
4:26.0,,,108-110,,Defensive rebound by H. Whiteside
4:09.0,,,108-110,,G. Dragic misses 2-pt shot from 1 ft
4:08.0,,,108-110,,Offensive rebound by H. Whiteside
4:07.0,,,108-112,2,H. Whiteside makes 2-pt shot from 1 ft
3:56.0,I. Shumpert misses 2-pt shot from 22 ft,,108-112,,
3:55.0,,,108-112,,Defensive rebound by G. Dragic
3:44.0,,,108-112,,J. Johnson misses 3-pt shot from 24 ft
3:43.0,Defensive rebound by K. Love,,108-112,,
3:25.0,J. Smith misses 2-pt shot from 10 ft,,108-112,,
3:24.0,,,108-112,,Defensive rebound by H. Whiteside
3:09.0,,,108-114,2,H. Whiteside makes 2-pt shot from 15 ft (assist by J. Johnson)
3:09.0,Cleveland full timeout,,108-114,,
3:09.0,R. Jefferson enters the game for C. Frye,,108-114,,
3:09.0,K. Korver enters the game for I. Shumpert,,108-114,,
2:55.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Williams),3,111-114,,
2:37.0,,,111-116,2,T. Johnson makes 2-pt shot from 1 ft
2:25.0,K. Love makes 3-pt shot from 23 ft (assist by D. Williams),3,114-116,,
2:25.0,Shooting foul by T. Johnson (drawn by K. Love),,114-116,,
2:25.0,K. Love makes free throw 1 of 1,1,115-116,,
2:05.0,,,115-116,,Miami full timeout
2:01.0,,,115-116,,G. Dragic misses 2-pt shot from 10 ft
2:00.0,,,115-116,,Offensive rebound by H. Whiteside
1:59.0,,,115-116,,Shooting foul by K. Love (drawn by H. Whiteside)
1:59.0,,,115-117,1,H. Whiteside makes free throw 1 of 2
1:59.0,,,115-118,1,H. Whiteside makes free throw 2 of 2
1:42.0,Cleveland full timeout,,115-118,,
1:38.0,K. Love misses 3-pt shot from 23 ft,,115-118,,
1:37.0,,,115-118,,Defensive rebound by H. Whiteside
1:15.0,,,115-118,,H. Whiteside misses 2-pt shot from 12 ft
1:14.0,Defensive rebound by K. Korver,,115-118,,
1:05.0,Shooting foul by T. Johnson (drawn by K. Korver),,115-118,,
1:05.0,K. Korver makes free throw 1 of 2,1,116-118,,
1:05.0,K. Korver makes free throw 2 of 2,1,117-118,,
0:42.0,,,117-120,2,J. Richardson makes 2-pt shot from 20 ft (assist by J. Johnson)
0:34.0,D. Williams makes 3-pt shot from 25 ft,3,120-120,,
0:34.0,Shooting foul by J. Johnson (drawn by D. Williams),,120-120,,
0:34.0,D. Williams makes free throw 1 of 1,1,121-120,,
0:34.0,,,121-120,,Miami full timeout
0:34.0,,,120-120,,W. Ellington enters the game for J. Johnson
0:29.0,,,121-120,,Shooting foul by K. Love (drawn by T. Johnson)
0:29.0,,,121-121,1,T. Johnson makes free throw 1 of 2
0:29.0,,,121-122,1,T. Johnson makes free throw 2 of 2
0:29.0,Cleveland full timeout,,121-122,,
0:29.0,C. Frye enters the game for K. Love,,121-120,,
0:22.0,D. Williams misses 2-pt shot from 19 ft,,121-122,,
0:21.0,,,121-122,,Defensive rebound by J. Richardson
0:14.0,Personal foul by K. Korver (drawn by T. Johnson),,121-122,,
0:14.0,,,121-123,1,T. Johnson makes free throw 1 of 2
0:14.0,,,121-124,1,T. Johnson makes free throw 2 of 2
0:01.0,C. Frye misses 3-pt shot from 26 ft,,121-124,,
0:00.0,Offensive rebound by R. Jefferson,,121-124,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
