time,Atlanta,pts.away,score,pts.home,Cleveland
5:56.0,,,96-89,,Shooting foul by T. Sefolosha (drawn by K. Love)
5:56.0,,,96-90,1,K. Love makes free throw 1 of 2
5:56.0,,,96-91,1,K. Love makes free throw 2 of 2
5:43.0,D. Schroder makes 2-pt shot at rim,2,98-91,,
5:24.0,,,98-94,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
5:11.0,Turnover by D. Schroder (bad pass; steal by L. James),,98-94,,
5:02.0,,,98-94,,K. Love misses 3-pt shot from 25 ft
5:01.0,,,98-94,,Offensive rebound by I. Shumpert
4:53.0,,,98-94,,K. Irving misses 3-pt shot from 22 ft
4:53.0,Defensive rebound by K. Bazemore,,98-94,,
4:37.0,D. Schroder misses 2-pt shot from 9 ft,,98-94,,
4:36.0,Offensive rebound by D. Schroder,,98-94,,
4:14.0,D. Schroder misses 3-pt shot from 25 ft,,98-94,,
4:13.0,Offensive rebound by D. Howard,,98-94,,
4:13.0,Shooting foul by L. James (drawn by D. Howard),,98-94,,
4:13.0,D. Howard misses free throw 1 of 2,,98-94,,
4:13.0,Offensive rebound by Team,,98-94,,
4:13.0,D. Howard misses free throw 2 of 2,,98-94,,
4:13.0,P. Millsap enters the game for M. Muscala,,98-94,,
4:10.0,,,98-94,,Defensive rebound by K. Love
3:54.0,,,98-94,,Shooting foul by D. Howard (drawn by K. Love)
3:54.0,,,98-94,,K. Love misses free throw 1 of 2
3:54.0,,,98-94,,Offensive rebound by Team
3:54.0,,,98-95,1,K. Love makes free throw 2 of 2
3:54.0,T. Hardaway enters the game for D. Howard,,98-94,,
3:33.0,K. Bazemore makes 3-pt shot from 26 ft (assist by T. Hardaway),3,101-95,,
3:14.0,,,101-97,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
2:57.0,D. Schroder makes 2-pt shot from 7 ft,2,103-97,,
2:40.0,,,103-97,,K. Irving misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by P. Millsap,,103-97,,
2:23.0,D. Schroder makes 3-pt shot from 25 ft,3,106-97,,
2:23.0,,,106-97,,Cleveland full timeout
2:23.0,,,106-97,,J. Smith enters the game for I. Shumpert
2:08.0,,,106-97,,C. Frye misses 2-pt shot from 16 ft
2:08.0,Defensive rebound by T. Sefolosha,,106-97,,
1:48.0,P. Millsap misses 2-pt shot from 9 ft,,106-97,,
1:42.0,Offensive rebound by K. Bazemore,,106-97,,
1:29.0,T. Hardaway misses 3-pt shot from 23 ft,,106-97,,
1:29.0,,,106-97,,Defensive rebound by K. Love
1:17.0,,,106-97,,C. Frye misses 3-pt shot from 23 ft
1:17.0,,,106-97,,Offensive rebound by K. Love
1:16.0,,,106-100,3,K. Irving makes 3-pt shot from 23 ft (assist by K. Love)
0:56.0,D. Schroder misses 3-pt shot from 25 ft,,106-100,,
0:54.0,,,106-100,,Defensive rebound by L. James
0:47.0,,,106-103,3,L. James makes 3-pt shot from 25 ft
0:30.0,P. Millsap makes 2-pt shot from 8 ft (assist by D. Schroder),2,108-103,,
0:30.0,,,108-103,,Cleveland full timeout
0:26.0,,,108-103,,L. James misses 2-pt shot from 6 ft
0:26.0,,,108-103,,Offensive rebound by Team
0:25.0,,,108-105,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
0:25.0,,,108-105,,Shooting foul by P. Millsap (drawn by K. Love)
0:25.0,,,108-106,1,K. Love makes free throw 1 of 1
0:07.0,K. Bazemore makes 2-pt shot from 20 ft (assist by D. Schroder),2,110-106,,
0:00.0,,,110-106,,K. Irving misses 3-pt shot from 25 ft
0:00.0,,,110-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
