time,Utah,pts.away,score,pts.home,Portland
1:21.0,,,83-99,1,D. Lillard makes free throw 1 of 2
1:21.0,,,83-100,1,D. Lillard makes free throw 2 of 2
1:21.0,,,83-99,,J. Layman enters the game for M. Harkless
1:21.0,,,83-99,,P. Connaughton enters the game for C. McCollum
1:21.0,,,83-99,,S. Napier enters the game for A. Aminu
1:05.0,T. Lyles misses 2-pt shot from 3 ft,,83-100,,
1:05.0,,,83-100,,Defensive rebound by P. Connaughton
0:45.0,,,83-100,,D. Lillard misses 3-pt shot from 28 ft
0:44.0,Defensive rebound by A. Burks,,83-100,,
0:40.0,S. Mack makes 2-pt shot from 1 ft (assist by A. Burks),2,85-100,,
0:23.0,,,85-100,,Shooting foul by J. Ingles (drawn by D. Lillard)
0:23.0,,,85-100,,D. Lillard misses free throw 1 of 3
0:23.0,,,85-100,,Offensive rebound by Team
0:23.0,,,85-100,,D. Lillard misses free throw 2 of 3
0:23.0,,,85-100,,Offensive rebound by Team
0:23.0,,,85-101,1,D. Lillard makes free throw 3 of 3
0:22.0,,,85-101,,Personal take foul by S. Napier (drawn by A. Burks)
0:22.0,A. Burks makes free throw 1 of 2,1,86-101,,
0:22.0,A. Burks misses free throw 2 of 2,,86-101,,
0:22.0,,,86-101,,T. Quarterman enters the game for D. Lillard
0:21.0,,,86-101,,Defensive rebound by J. Layman
0:00.0,End of 4th quarter,,,,End of 4th quarter
