time,Miami,pts.away,score,pts.home,Atlanta
3:52.0,T. Johnson makes free throw 1 of 2,1,83-91,,
3:52.0,T. Johnson misses free throw 2 of 2,,83-91,,
3:50.0,,,83-91,,Defensive rebound by D. Howard
3:27.0,,,83-93,2,D. Schroder makes 2-pt shot from 8 ft
3:06.0,W. Ellington makes 2-pt shot from 18 ft (assist by J. McRoberts),2,85-93,,
2:50.0,,,85-93,,K. Korver misses 2-pt shot from 16 ft
2:49.0,Defensive rebound by H. Whiteside,,85-93,,
2:40.0,Shooting foul by K. Korver (drawn by G. Dragic),,85-93,,
2:40.0,G. Dragic makes free throw 1 of 2,1,86-93,,
2:40.0,G. Dragic makes free throw 2 of 2,1,87-93,,
2:40.0,,,86-93,,P. Millsap enters the game for M. Muscala
2:16.0,,,87-95,2,D. Schroder makes 2-pt shot from 1 ft (assist by T. Sefolosha)
1:57.0,Turnover by J. McRoberts (lost ball; steal by P. Millsap),,87-95,,
1:53.0,,,87-97,2,T. Sefolosha makes 2-pt shot at rim (assist by D. Schroder)
1:53.0,Miami full timeout,,87-97,,
1:44.0,W. Ellington misses 3-pt shot from 25 ft,,87-97,,
1:41.0,,,87-97,,Defensive rebound by D. Schroder
1:31.0,,,87-97,,Turnover by D. Schroder (discontinued dribble)
1:24.0,T. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic),3,90-97,,
1:12.0,,,90-99,2,P. Millsap makes 2-pt shot from 15 ft (assist by D. Schroder)
1:05.0,Turnover by G. Dragic (bad pass; steal by D. Howard),,90-99,,
1:00.0,,,90-101,2,D. Howard makes 2-pt shot at rim (assist by T. Sefolosha)
0:49.0,H. Whiteside makes 2-pt shot from 7 ft (assist by J. McRoberts),2,92-101,,
0:32.0,Personal foul by J. McRoberts (drawn by D. Schroder),,92-101,,
0:32.0,,,92-101,,M. Muscala enters the game for P. Millsap
0:20.0,,,92-103,2,M. Muscala makes 2-pt shot from 12 ft (assist by D. Schroder)
0:12.0,W. Ellington makes 3-pt shot from 24 ft,3,95-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
