time,New York,pts.away,score,pts.home,Indiana
4:29.0,B. Jennings makes free throw 2 of 2,1,100-112,,
4:07.0,,,100-112,,Turnover by M. Turner (bad pass)
3:58.0,M. Kuzminskas misses 3-pt shot from 26 ft,,100-112,,
3:57.0,,,100-112,,Defensive rebound by J. Teague
3:50.0,,,100-114,2,T. Young makes 2-pt shot at rim (assist by J. Teague)
3:50.0,New York full timeout,,100-114,,
3:39.0,M. Kuzminskas makes 2-pt shot from 1 ft (assist by K. Porzingis),2,102-114,,
3:18.0,,,102-116,2,P. George makes 2-pt shot from 19 ft
3:02.0,W. Hernangomez misses 3-pt shot from 26 ft,,102-116,,
3:01.0,,,102-116,,Defensive rebound by T. Young
2:41.0,,,102-116,,Shooting foul by K. Porzingis (drawn by J. Teague)
2:41.0,,,102-117,1,J. Teague makes free throw 1 of 2
2:41.0,,,102-118,1,J. Teague makes free throw 2 of 2
2:28.0,Shooting foul by M. Turner (drawn by K. Porzingis),,102-118,,
2:28.0,K. Porzingis makes free throw 1 of 2,1,103-118,,
2:28.0,K. Porzingis makes free throw 2 of 2,1,104-118,,
2:14.0,,,104-118,,Turnover by P. George (lost ball; steal by K. Porzingis)
2:08.0,B. Jennings makes 3-pt shot from 27 ft,3,107-118,,
1:55.0,,,107-118,,Turnover by G. Robinson (lost ball)
1:50.0,Shooting foul by T. Young (drawn by B. Jennings),,107-118,,
1:50.0,B. Jennings makes free throw 1 of 2,1,108-118,,
1:50.0,B. Jennings misses free throw 2 of 2,,108-118,,
1:49.0,,,108-118,,Defensive rebound by T. Young
1:49.0,Loose ball foul by K. Porzingis (drawn by T. Young),,108-118,,
1:49.0,,,108-119,1,T. Young makes free throw 1 of 2
1:49.0,,,108-120,1,T. Young makes free throw 2 of 2
1:49.0,New York full timeout,,108-120,,
1:43.0,Turnover by K. Porzingis (lost ball; steal by T. Young),,108-120,,
1:42.0,Personal take foul by M. Kuzminskas (drawn by T. Young),,108-120,,
1:42.0,,,108-120,,T. Young misses free throw 1 of 2
1:42.0,,,108-120,,Offensive rebound by Team
1:42.0,,,108-120,,T. Young misses free throw 2 of 2
1:42.0,Defensive rebound by W. Hernangomez,,108-120,,
1:42.0,,,108-120,,C. Miles enters the game for P. George
1:35.0,B. Jennings misses 3-pt shot from 26 ft,,108-120,,
1:34.0,,,108-120,,Defensive rebound by C. Miles
1:17.0,,,108-120,,J. Teague misses 2-pt shot from 2 ft (block by W. Hernangomez)
1:17.0,,,108-120,,Offensive rebound by Team
1:17.0,J. Holiday enters the game for K. Porzingis,,108-120,,
1:17.0,,,108-120,,J. Young enters the game for J. Teague
1:17.0,,,108-120,,K. Seraphin enters the game for T. Young
1:17.0,,,108-120,,G. Niang enters the game for M. Turner
1:12.0,,,108-120,,J. Young misses 3-pt shot from 26 ft
1:11.0,Defensive rebound by W. Hernangomez,,108-120,,
1:03.0,W. Hernangomez misses 3-pt shot from 26 ft,,108-120,,
1:02.0,,,108-120,,Defensive rebound by G. Robinson
0:44.0,,,108-120,,K. Seraphin misses 2-pt shot from 23 ft
0:42.0,Defensive rebound by B. Jennings,,108-120,,
0:38.0,Shooting foul by J. Young (drawn by R. Baker),,108-120,,
0:38.0,R. Baker misses free throw 1 of 2,,108-120,,
0:38.0,Offensive rebound by Team,,108-120,,
0:38.0,R. Baker makes free throw 2 of 2,1,109-120,,
0:26.0,,,109-123,3,G. Robinson makes 3-pt shot from 23 ft (assist by J. Young)
0:21.0,,,109-123,,Technical foul by J. Young
0:21.0,Technical foul by B. Jennings,,109-123,,
0:21.0,,,109-123,,A. Brooks enters the game for J. Young
0:21.0,C. Lee enters the game for B. Jennings,,109-123,,
0:16.0,R. Baker misses 3-pt shot from 26 ft,,109-123,,
0:14.0,,,109-123,,Defensive rebound by C. Miles
0:00.0,End of 4th quarter,,,,End of 4th quarter
