time,Detroit,pts.away,score,pts.home,Indiana
1:27.0,Loose ball foul by B. Marjanovic (drawn by K. Seraphin),,97-115,,
1:14.0,,,97-115,,R. Stuckey misses 2-pt shot from 17 ft
1:13.0,Defensive rebound by B. Marjanovic,,97-115,,
1:04.0,,,97-115,,Personal foul by K. Seraphin (drawn by B. Marjanovic)
1:04.0,B. Marjanovic makes free throw 1 of 2,1,98-115,,
1:04.0,B. Marjanovic misses free throw 2 of 2,,98-115,,
1:04.0,,,98-115,,Defensive rebound by K. Seraphin
0:46.0,,,98-115,,R. Stuckey misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by I. Smith,,98-115,,
0:39.0,S. Johnson misses 3-pt shot from 26 ft,,98-115,,
0:39.0,,,98-115,,Defensive rebound by R. Christmas
0:18.0,,,98-115,,R. Christmas misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by B. Marjanovic,,98-115,,
0:07.0,S. Johnson misses 3-pt shot from 27 ft,,98-115,,
0:06.0,,,98-115,,Defensive rebound by K. Seraphin
0:00.0,End of 4th quarter,,,,End of 4th quarter
