time,New Orleans,pts.away,score,pts.home,Phoenix
5:53.0,,,91-93,,Technical foul by P. Tucker
5:53.0,A. Davis makes technical free throw,1,92-93,,
5:53.0,,,91-93,,T. Warren enters the game for L. Barbosa
5:51.0,E. Moore makes 2-pt shot from 12 ft (assist by T. Evans),2,94-93,,
5:35.0,,,94-93,,Turnover by E. Bledsoe (bad pass)
5:20.0,Shooting foul by T. Chandler (drawn by J. Holiday),,94-93,,
5:20.0,J. Holiday misses free throw 1 of 2,,94-93,,
5:20.0,Offensive rebound by Team,,94-93,,
5:20.0,J. Holiday makes free throw 2 of 2,1,95-93,,
5:09.0,,,95-96,3,P. Tucker makes 3-pt shot from 24 ft (assist by E. Bledsoe)
4:49.0,J. Holiday makes 2-pt shot from 8 ft,2,97-96,,
4:33.0,Personal foul by E. Moore (drawn by E. Bledsoe),,97-96,,
4:33.0,,,97-96,,Turnover by P. Tucker (step out of bounds)
4:23.0,J. Holiday misses 3-pt shot from 25 ft,,97-96,,
4:21.0,Offensive rebound by Team,,97-96,,
4:06.0,T. Evans makes 2-pt shot from 17 ft,2,99-96,,
3:58.0,,,99-98,2,D. Booker makes 2-pt shot from 11 ft
3:58.0,,,99-98,,Shooting foul by E. Moore (drawn by D. Booker)
3:58.0,,,99-99,1,D. Booker makes free throw 1 of 1
3:50.0,Turnover by J. Holiday (bad pass),,99-99,,
3:38.0,,,99-101,2,D. Booker makes 2-pt shot from 18 ft
3:20.0,New Orleans full timeout,,99-101,,
3:12.0,T. Evans makes 2-pt shot from 20 ft,2,101-101,,
3:00.0,,,101-101,,Turnover by E. Bledsoe (bad pass; steal by E. Moore)
2:57.0,E. Moore makes 2-pt shot from 1 ft,2,103-101,,
2:33.0,,,103-101,,E. Bledsoe misses 3-pt shot from 26 ft
2:30.0,Defensive rebound by A. Davis,,103-101,,
2:14.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Evans),2,105-101,,
2:13.0,,,105-101,,Phoenix full timeout
2:03.0,,,105-101,,Shooting foul by A. Davis (drawn by E. Bledsoe)
2:03.0,,,105-102,1,E. Bledsoe makes free throw 1 of 2
2:03.0,,,105-103,1,E. Bledsoe makes free throw 2 of 2
1:43.0,Turnover by J. Holiday (lost ball),,105-103,,
1:34.0,,,105-105,2,E. Bledsoe makes 2-pt shot from 2 ft
1:16.0,T. Evans misses 3-pt shot from 25 ft,,105-105,,
1:14.0,Offensive rebound by J. Holiday,,105-105,,
1:12.0,A. Davis makes 2-pt shot from 9 ft,2,107-105,,
0:58.0,,,107-108,3,E. Bledsoe makes 3-pt shot from 27 ft
0:51.0,New Orleans full timeout,,107-108,,
0:43.0,T. Evans misses 2-pt shot from 2 ft,,107-108,,
0:41.0,Offensive rebound by A. Davis,,107-108,,
0:40.0,A. Davis makes 2-pt shot from 5 ft,2,109-108,,
0:23.0,,,109-108,,E. Bledsoe misses 2-pt shot from 17 ft (block by A. Davis)
0:19.0,Defensive rebound by L. Galloway,,109-108,,
0:18.0,,,109-108,,Personal take foul by T. Chandler (drawn by T. Evans)
0:18.0,T. Evans misses free throw 1 of 2,,109-108,,
0:18.0,Offensive rebound by Team,,109-108,,
0:18.0,T. Evans makes free throw 2 of 2,1,110-108,,
0:18.0,,,110-108,,Phoenix full timeout
0:18.0,S. Hill enters the game for L. Galloway,,109-108,,
0:17.0,Personal foul by J. Holiday (drawn by E. Bledsoe),,110-108,,
0:11.0,,,110-108,,E. Bledsoe misses 2-pt shot from 2 ft
0:10.0,,,110-108,,Offensive rebound by P. Tucker
0:07.0,,,110-108,,P. Tucker misses 2-pt shot from 4 ft
0:05.0,,,110-108,,Offensive rebound by P. Tucker
0:04.0,,,110-108,,P. Tucker misses 2-pt shot from 4 ft
0:03.0,Defensive rebound by J. Holiday,,110-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
