time,New Orleans,pts.away,score,pts.home,LA Clippers
2:28.0,,,96-128,3,W. Johnson makes 3-pt shot from 24 ft (assist by B. Bass)
2:28.0,New Orleans full timeout,,96-128,,
2:20.0,,,96-128,,Personal foul by W. Johnson (drawn by T. Frazier)
2:20.0,T. Frazier misses free throw 1 of 2,,96-128,,
2:20.0,Offensive rebound by Team,,96-128,,
2:20.0,T. Frazier makes free throw 2 of 2,1,97-128,,
2:04.0,,,97-128,,W. Johnson misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by C. Diallo,,97-128,,
1:59.0,B. Hield makes 3-pt shot from 25 ft (assist by T. Frazier),3,100-128,,
1:38.0,,,100-128,,M. Speights misses 3-pt shot from 25 ft
1:38.0,,,100-128,,Offensive rebound by B. Bass
1:25.0,,,100-128,,Turnover by B. Bass (offensive foul)
1:25.0,,,100-128,,Offensive foul by B. Bass
1:11.0,Turnover by T. Frazier (bad pass; steal by J. Crawford),,100-128,,
1:08.0,,,100-130,2,J. Crawford makes 2-pt shot from 1 ft
0:55.0,L. Galloway makes 3-pt shot from 26 ft (assist by B. Hield),3,103-130,,
0:39.0,,,103-133,3,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford)
0:19.0,L. Galloway misses 3-pt shot from 28 ft,,103-133,,
0:17.0,Offensive rebound by C. Diallo,,103-133,,
0:14.0,C. Diallo makes 2-pt shot from 18 ft,2,105-133,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
