time,Brooklyn,pts.away,score,pts.home,Chicago
8:27.0,,,60-86,,D. Wade enters the game for J. Butler
8:11.0,I. Whitehead misses 2-pt shot from 10 ft,,60-86,,
8:10.0,,,60-86,,Defensive rebound by C. Felicio
7:59.0,,,60-89,3,P. Zipser makes 3-pt shot from 22 ft (assist by D. Wade)
7:39.0,A. Goodwin misses 2-pt shot from 1 ft,,60-89,,
7:37.0,Offensive rebound by A. Goodwin,,60-89,,
7:37.0,A. Goodwin makes 2-pt shot from 1 ft,2,62-89,,
7:21.0,,,62-89,,Turnover by D. Wade (bad pass)
7:21.0,K. McDaniels enters the game for C. LeVert,,62-89,,
7:13.0,K. McDaniels misses 3-pt shot from 24 ft,,62-89,,
7:12.0,,,62-89,,Defensive rebound by J. Grant
6:56.0,,,62-92,3,P. Zipser makes 3-pt shot from 23 ft (assist by B. Portis)
6:44.0,A. Goodwin makes 2-pt shot from 3 ft,2,64-92,,
6:30.0,,,64-94,2,J. Grant makes 2-pt shot from 1 ft
6:18.0,R. Foye makes 2-pt shot from 22 ft,2,66-94,,
5:58.0,,,66-94,,Shooting foul by R. Foye (drawn by B. Portis)
5:58.0,,,66-94,,Chicago full timeout
5:58.0,,,66-94,,B. Portis misses free throw 1 of 2
5:58.0,,,66-94,,Offensive rebound by Team
5:58.0,,,66-95,1,B. Portis makes free throw 2 of 2
5:58.0,,,66-94,,J. Lauvergne enters the game for C. Felicio
5:58.0,,,66-94,,M. Carter-Williams enters the game for J. Grant
5:58.0,,,66-94,,D. Valentine enters the game for P. Zipser
5:58.0,J. Hamilton enters the game for R. Hollis-Jefferson,,66-94,,
5:58.0,S. Dinwiddie enters the game for A. Goodwin,,66-94,,
5:43.0,K. McDaniels misses 2-pt shot from 5 ft,,66-95,,
5:42.0,Offensive rebound by J. Hamilton,,66-95,,
5:42.0,J. Hamilton misses 2-pt shot from 1 ft,,66-95,,
5:42.0,Offensive rebound by Team,,66-95,,
5:30.0,,,66-95,,Personal foul by D. Valentine (drawn by J. Hamilton)
5:16.0,K. McDaniels makes 3-pt shot from 23 ft (assist by I. Whitehead),3,69-95,,
5:01.0,,,69-95,,D. Wade misses 2-pt shot from 2 ft
4:59.0,Defensive rebound by R. Foye,,69-95,,
4:53.0,Turnover by R. Foye (bad pass; steal by M. Carter-Williams),,69-95,,
4:50.0,,,69-97,2,B. Portis makes 2-pt shot at rim (assist by D. Wade)
4:28.0,R. Foye misses 3-pt shot from 25 ft,,69-97,,
4:27.0,,,69-97,,Defensive rebound by B. Portis
4:22.0,,,69-99,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
4:21.0,Brooklyn full timeout,,69-99,,
4:21.0,,,69-99,,A. Morrow enters the game for D. Wade
4:21.0,A. Goodwin enters the game for R. Foye,,69-99,,
4:21.0,A. Nicholson enters the game for I. Whitehead,,69-99,,
4:09.0,Turnover by A. Goodwin (bad pass),,69-99,,
3:55.0,,,69-101,2,D. Valentine makes 2-pt shot from 9 ft (assist by J. Lauvergne)
3:48.0,J. Hamilton makes 2-pt shot from 2 ft (assist by A. Goodwin),2,71-101,,
3:27.0,,,71-101,,A. Morrow misses 2-pt shot from 12 ft (block by K. McDaniels)
3:26.0,Jump ball: K. McDaniels vs. A. Morrow (J. Hamilton gains possession),,,,Jump ball: K. McDaniels vs. A. Morrow (J. Hamilton gains possession)
3:26.0,Offensive rebound by Team,,71-101,,
3:16.0,J. Hamilton misses 2-pt shot from 12 ft,,71-101,,
3:15.0,,,71-101,,Defensive rebound by J. Lauvergne
3:06.0,,,71-101,,B. Portis misses 2-pt shot from 16 ft
3:05.0,Defensive rebound by A. Goodwin,,71-101,,
2:56.0,J. Hamilton misses 3-pt shot from 24 ft,,71-101,,
2:55.0,,,71-101,,Defensive rebound by J. Lauvergne
2:45.0,,,71-104,3,A. Morrow makes 3-pt shot from 23 ft (assist by J. Lauvergne)
2:24.0,Turnover by A. Nicholson (bad pass; steal by D. Valentine),,71-104,,
2:18.0,,,71-107,3,D. Valentine makes 3-pt shot from 25 ft
2:01.0,A. Goodwin misses 3-pt shot from 25 ft,,71-107,,
2:00.0,,,71-107,,Defensive rebound by D. Valentine
1:47.0,,,71-107,,D. Valentine misses 3-pt shot from 25 ft
1:46.0,Defensive rebound by J. Hamilton,,71-107,,
1:35.0,K. McDaniels makes 2-pt shot from 4 ft (assist by J. Hamilton),2,73-107,,
1:21.0,,,73-109,2,A. Morrow makes 2-pt shot from 14 ft
1:03.0,K. McDaniels misses 3-pt shot from 25 ft,,73-109,,
1:01.0,,,73-109,,Defensive rebound by J. Lauvergne
0:50.0,,,73-112,3,B. Portis makes 3-pt shot from 24 ft (assist by D. Valentine)
0:36.0,A. Nicholson misses 3-pt shot from 25 ft,,73-112,,
0:34.0,,,73-112,,Defensive rebound by B. Portis
0:29.0,,,73-112,,D. Valentine misses 3-pt shot from 26 ft
0:28.0,,,73-112,,Offensive rebound by J. Lauvergne
0:05.0,,,73-112,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
