time,Philadelphia,pts.away,score,pts.home,Milwaukee
7:54.0,,,94-94,3,M. Brogdon makes 3-pt shot from 24 ft (assist by M. Dellavedova)
7:34.0,Turnover by G. Henderson (bad pass; steal by M. Brogdon),,94-94,,
7:21.0,,,94-94,,J. Parker misses 3-pt shot from 26 ft
7:21.0,Defensive rebound by Team,,94-94,,
7:21.0,N. Stauskas enters the game for G. Henderson,,94-94,,
7:21.0,R. Holmes enters the game for N. Noel,,94-94,,
7:03.0,D. Saric makes 2-pt shot from 6 ft,2,96-94,,
6:48.0,,,96-94,,G. Monroe misses 2-pt shot from 5 ft
6:47.0,Defensive rebound by R. Holmes,,96-94,,
6:23.0,D. Saric misses 3-pt shot from 24 ft,,96-94,,
6:22.0,Offensive rebound by R. Covington,,96-94,,
6:16.0,,,96-94,,Personal foul by M. Brogdon (drawn by D. Saric)
6:16.0,,,96-94,,G. Antetokounmpo enters the game for M. Teletovic
6:16.0,T. Luwawu-Cabarrot enters the game for R. Covington,,96-94,,
6:04.0,N. Stauskas misses 3-pt shot from 27 ft,,96-94,,
6:01.0,,,96-94,,Defensive rebound by Team
5:56.0,,,96-97,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by G. Monroe)
5:41.0,Shooting foul by J. Parker (drawn by D. Saric),,96-97,,
5:41.0,Official timeout,,96-97,,
5:41.0,D. Saric makes free throw 1 of 2,1,97-97,,
5:41.0,D. Saric makes free throw 2 of 2,1,98-97,,
5:19.0,,,98-97,,G. Antetokounmpo misses 3-pt shot from 26 ft
5:18.0,Defensive rebound by R. Holmes,,98-97,,
5:04.0,R. Holmes misses 3-pt shot from 26 ft,,98-97,,
5:03.0,,,98-97,,Defensive rebound by M. Brogdon
4:44.0,,,98-99,2,G. Antetokounmpo makes 2-pt shot at rim
4:26.0,D. Saric misses 2-pt shot from 2 ft,,98-99,,
4:25.0,Offensive rebound by Team,,98-99,,
4:25.0,T. McConnell enters the game for N. Stauskas,,98-99,,
4:25.0,R. Covington enters the game for R. Holmes,,98-99,,
4:25.0,N. Noel enters the game for S. Rodriguez,,98-99,,
4:25.0,E. Ilyasova enters the game for T. Luwawu-Cabarrot,,98-99,,
4:25.0,G. Henderson enters the game for D. Saric,,98-99,,
4:15.0,,,98-99,,Personal block foul by M. Brogdon (drawn by G. Henderson)
4:15.0,G. Henderson makes free throw 1 of 2,1,99-99,,
4:15.0,G. Henderson makes free throw 2 of 2,1,100-99,,
4:01.0,,,100-99,,M. Dellavedova misses 2-pt shot from 5 ft
4:00.0,Defensive rebound by E. Ilyasova,,100-99,,
3:48.0,Turnover by G. Henderson (lost ball),,100-99,,
3:39.0,,,100-101,2,G. Antetokounmpo makes 2-pt shot from 4 ft (assist by M. Dellavedova)
3:39.0,,,100-101,,Shooting foul by N. Noel (drawn by G. Antetokounmpo)
3:39.0,,,100-102,1,G. Antetokounmpo makes free throw 1 of 1
3:27.0,N. Noel makes 2-pt shot at rim (assist by T. McConnell),2,102-102,,
3:13.0,,,102-102,,M. Dellavedova misses 2-pt shot from 4 ft (block by N. Noel)
3:11.0,Defensive rebound by R. Covington,,102-102,,
2:56.0,G. Henderson makes 2-pt shot from 13 ft,2,104-102,,
2:56.0,,,104-102,,Milwaukee full timeout
2:56.0,,,104-102,,T. Snell enters the game for M. Brogdon
2:42.0,Personal foul by R. Covington (drawn by G. Antetokounmpo),,104-102,,
2:33.0,,,104-105,3,T. Snell makes 3-pt shot from 24 ft (assist by G. Monroe)
2:09.0,R. Covington makes 2-pt shot from 4 ft,2,106-105,,
1:47.0,,,106-107,2,J. Parker makes 2-pt shot from 11 ft
1:40.0,Turnover by R. Covington (bad pass),,106-107,,
1:18.0,,,106-109,2,G. Monroe makes 2-pt shot at rim (assist by M. Dellavedova)
1:15.0,Philadelphia full timeout,,106-109,,
1:10.0,Turnover by E. Ilyasova (bad pass),,106-109,,
0:53.0,,,106-109,,M. Dellavedova misses 2-pt shot from 7 ft
0:51.0,Defensive rebound by R. Covington,,106-109,,
0:45.0,,,106-109,,Loose ball foul by J. Parker (drawn by R. Covington)
0:45.0,R. Covington makes free throw 1 of 2,1,107-109,,
0:45.0,R. Covington makes free throw 2 of 2,1,108-109,,
0:45.0,,,108-109,,Milwaukee full timeout
0:43.0,,,108-109,,Turnover by M. Dellavedova (bad pass)
0:36.0,,,108-109,,Personal foul by T. Snell (drawn by N. Noel)
0:36.0,N. Noel makes free throw 1 of 2,1,109-109,,
0:36.0,N. Noel makes free throw 2 of 2,1,110-109,,
0:36.0,,,110-109,,Milwaukee full timeout
0:36.0,,,110-109,,Turnover by G. Monroe (bad pass)
0:16.0,N. Noel makes 2-pt shot from 12 ft (assist by T. McConnell),2,112-109,,
0:09.0,,,112-109,,G. Antetokounmpo misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by E. Ilyasova,,112-109,,
0:08.0,,,112-109,,Personal foul by M. Dellavedova (drawn by E. Ilyasova)
0:08.0,E. Ilyasova makes free throw 1 of 2,1,113-109,,
0:08.0,E. Ilyasova makes free throw 2 of 2,1,114-109,,
0:00.0,,,114-109,,J. Parker misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by N. Noel,,114-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
