time,New York,pts.away,score,pts.home,Charlotte
7:00.0,B. Jennings misses 3-pt shot from 25 ft,,84-85,,
6:59.0,Offensive rebound by D. Rose,,84-85,,
6:44.0,J. Holiday misses 2-pt shot from 1 ft,,84-85,,
6:43.0,,,84-85,,Defensive rebound by J. Lamb
6:32.0,,,84-87,2,K. Walker makes 2-pt shot at rim
6:10.0,K. Porzingis makes 2-pt shot from 2 ft (assist by J. Holiday),2,86-87,,
6:10.0,Shooting foul by F. Kaminsky (drawn by K. Porzingis),,86-87,,
6:10.0,K. Porzingis makes free throw 1 of 1,1,87-87,,
6:10.0,C. Lee enters the game for J. Holiday,,86-87,,
5:59.0,,,87-87,,Shooting foul by K. Porzingis (drawn by K. Walker)
5:59.0,,,87-87,,Charlotte full timeout
5:59.0,,,87-87,,K. Walker misses free throw 1 of 2
5:59.0,,,87-87,,Offensive rebound by Team
5:59.0,,,87-88,1,K. Walker makes free throw 2 of 2
5:59.0,,,87-87,,C. Zeller enters the game for F. Kaminsky
5:59.0,,,87-87,,B. Roberts enters the game for J. Lamb
5:44.0,Turnover by D. Rose (lost ball; steal by K. Walker),,87-88,,
5:44.0,Personal foul by D. Rose (drawn by K. Walker),,87-88,,
5:30.0,,,87-88,,K. Walker misses 2-pt shot at rim
5:28.0,,,87-88,,Offensive rebound by R. Sessions
5:18.0,,,87-88,,Shooting foul by C. Lee (drawn by R. Sessions)
5:18.0,,,87-88,,R. Sessions misses free throw 1 of 2
5:18.0,,,87-88,,Offensive rebound by Team
5:18.0,,,87-89,1,R. Sessions makes free throw 2 of 2
5:02.0,C. Anthony misses 2-pt shot from 18 ft,,87-89,,
5:00.0,,,87-89,,Defensive rebound by C. Zeller
4:51.0,,,87-89,,K. Walker misses 3-pt shot from 25 ft
4:51.0,,,87-89,,Offensive rebound by C. Zeller
4:51.0,,,87-89,,Shooting foul by C. Lee (drawn by C. Zeller)
4:51.0,,,87-89,,C. Zeller misses free throw 1 of 2
4:51.0,,,87-89,,Offensive rebound by Team
4:51.0,,,87-90,1,C. Zeller makes free throw 2 of 2
4:51.0,W. Hernangomez enters the game for B. Jennings,,87-89,,
4:51.0,,,87-89,,F. Kaminsky enters the game for B. Roberts
4:36.0,K. Porzingis misses 3-pt shot from 23 ft,,87-90,,
4:35.0,,,87-90,,Defensive rebound by M. Kidd-Gilchrist
4:26.0,,,87-90,,K. Walker misses 2-pt shot from 1 ft
4:25.0,,,87-90,,Offensive rebound by C. Zeller
4:16.0,,,87-93,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by R. Sessions)
4:15.0,New York full timeout,,87-93,,
4:15.0,,,87-93,,J. Lamb enters the game for R. Sessions
3:58.0,C. Anthony misses 2-pt shot from 12 ft,,87-93,,
3:58.0,Offensive rebound by Team,,87-93,,
3:58.0,,,87-93,,Loose ball foul by C. Zeller (drawn by D. Rose)
3:46.0,K. Porzingis misses 2-pt shot from 19 ft,,87-93,,
3:45.0,,,87-93,,Defensive rebound by J. Lamb
3:25.0,,,87-95,2,J. Lamb makes 2-pt shot from 17 ft
3:06.0,D. Rose makes 3-pt shot from 24 ft,3,90-95,,
2:49.0,,,90-97,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by K. Walker)
2:29.0,C. Lee makes 3-pt shot from 23 ft (assist by C. Anthony),3,93-97,,
2:00.0,,,93-100,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by J. Lamb)
2:00.0,New York full timeout,,93-100,,
1:53.0,Shooting foul by C. Zeller (drawn by D. Rose),,93-100,,
1:53.0,D. Rose makes free throw 1 of 2,1,94-100,,
1:53.0,D. Rose makes free throw 2 of 2,1,95-100,,
1:53.0,J. Holiday enters the game for W. Hernangomez,,94-100,,
1:32.0,,,95-100,,K. Walker misses 2-pt shot from 7 ft
1:32.0,,,95-100,,Offensive rebound by C. Zeller
1:32.0,Personal foul by J. Holiday (drawn by C. Zeller),,95-100,,
1:32.0,,,95-100,,C. Zeller misses free throw 1 of 2
1:32.0,,,95-100,,Offensive rebound by Team
1:32.0,,,95-101,1,C. Zeller makes free throw 2 of 2
1:32.0,W. Hernangomez enters the game for J. Holiday,,95-100,,
1:17.0,D. Rose misses 3-pt shot from 24 ft,,95-101,,
1:17.0,,,95-101,,Defensive rebound by Team
0:58.0,,,95-101,,K. Walker misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by W. Hernangomez,,95-101,,
0:47.0,W. Hernangomez makes 2-pt shot from 2 ft (assist by C. Anthony),2,97-101,,
0:31.0,,,97-103,2,K. Walker makes 2-pt shot from 1 ft
0:31.0,New York full timeout,,97-103,,
0:31.0,J. Holiday enters the game for W. Hernangomez,,97-103,,
0:31.0,,,97-103,,R. Sessions enters the game for F. Kaminsky
0:25.0,C. Anthony makes 2-pt shot from 13 ft,2,99-103,,
0:21.0,Personal foul by J. Holiday (drawn by K. Walker),,99-103,,
0:21.0,,,99-104,1,K. Walker makes free throw 1 of 2
0:21.0,,,99-105,1,K. Walker makes free throw 2 of 2
0:11.0,J. Holiday makes 3-pt shot from 23 ft (assist by D. Rose),3,102-105,,
0:11.0,,,102-105,,Charlotte full timeout
0:11.0,B. Jennings enters the game for C. Anthony,,102-105,,
0:11.0,S. Vujacic enters the game for K. Porzingis,,102-105,,
0:11.0,,,102-105,,B. Roberts enters the game for M. Kidd-Gilchrist
0:11.0,,,102-105,,S. Hawes enters the game for R. Sessions
0:10.0,Personal take foul by B. Jennings (drawn by J. Lamb),,102-105,,
0:10.0,,,102-105,,J. Lamb misses free throw 1 of 2
0:10.0,,,102-105,,Offensive rebound by Team
0:10.0,,,102-106,1,J. Lamb makes free throw 2 of 2
0:10.0,New York full timeout,,102-106,,
0:10.0,W. Hernangomez enters the game for J. Holiday,,102-105,,
0:10.0,C. Anthony enters the game for B. Jennings,,102-105,,
0:10.0,K. Porzingis enters the game for S. Vujacic,,102-105,,
0:10.0,,,102-105,,R. Sessions enters the game for B. Roberts
0:10.0,,,102-106,,M. Kidd-Gilchrist enters the game for S. Hawes
0:10.0,,,102-106,,F. Kaminsky enters the game for R. Sessions
0:04.0,C. Anthony misses 2-pt shot at rim,,102-106,,
0:03.0,,,102-106,,Defensive rebound by F. Kaminsky
0:01.0,Personal take foul by W. Hernangomez (drawn by K. Walker),,102-106,,
0:01.0,,,102-106,,K. Walker misses free throw 1 of 2
0:01.0,,,102-106,,Offensive rebound by Team
0:01.0,,,102-107,1,K. Walker makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
