time,New York,pts.away,score,pts.home,Milwaukee
3:21.0,C. Anthony makes free throw 2 of 2,1,108-109,,
3:09.0,,,108-109,,Turnover by J. Parker (bad pass; steal by K. O'Quinn)
2:51.0,C. Anthony misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,108-109,,
2:48.0,,,108-109,,Defensive rebound by J. Parker
2:45.0,,,108-109,,J. Parker misses 2-pt shot from 1 ft (block by C. Lee)
2:44.0,,,108-109,,Offensive rebound by G. Antetokounmpo
2:44.0,Personal foul by K. Porzingis (drawn by G. Antetokounmpo),,108-109,,
2:44.0,,,108-109,,Milwaukee full timeout
2:44.0,L. Thomas enters the game for K. Porzingis,,108-109,,
2:44.0,,,108-109,,J. Henson enters the game for G. Monroe
2:36.0,,,108-111,2,M. Brogdon makes 2-pt shot from 1 ft
2:18.0,C. Anthony misses 2-pt shot from 18 ft,,108-111,,
2:17.0,Offensive rebound by K. O'Quinn,,108-111,,
2:17.0,K. O'Quinn misses 2-pt shot at rim,,108-111,,
2:14.0,,,108-111,,Defensive rebound by J. Henson
1:51.0,,,108-111,,J. Parker misses 3-pt shot from 27 ft
1:51.0,,,108-111,,Offensive rebound by Team
1:51.0,,,108-111,,Turnover by Team (shot clock)
1:31.0,,,108-111,,Shooting block foul by J. Henson (drawn by C. Lee)
1:31.0,C. Lee misses free throw 1 of 2,,108-111,,
1:31.0,Offensive rebound by Team,,108-111,,
1:31.0,C. Lee makes free throw 2 of 2,1,109-111,,
1:10.0,,,109-111,,G. Antetokounmpo misses 2-pt shot from 17 ft
1:09.0,Defensive rebound by K. O'Quinn,,109-111,,
0:51.0,C. Anthony makes 3-pt shot from 28 ft,3,112-111,,
0:29.0,,,112-111,,Turnover by G. Antetokounmpo (lost ball; steal by L. Thomas)
0:27.0,C. Lee makes 2-pt shot at rim (assist by R. Baker),2,114-111,,
0:27.0,,,114-111,,Milwaukee full timeout
0:27.0,,,114-111,,G. Monroe enters the game for J. Henson
0:27.0,,,114-111,,M. Teletovic enters the game for T. Snell
0:23.0,,,114-111,,M. Teletovic misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by R. Baker,,114-111,,
0:22.0,,,114-111,,Personal take foul by G. Monroe (drawn by R. Baker)
0:22.0,R. Baker makes free throw 1 of 2,1,115-111,,
0:22.0,R. Baker makes free throw 2 of 2,1,116-111,,
0:22.0,,,116-111,,Milwaukee full timeout
0:17.0,,,116-111,,G. Antetokounmpo misses 2-pt shot from 2 ft (block by K. O'Quinn)
0:16.0,,,116-111,,Offensive rebound by G. Monroe
0:16.0,,,116-111,,Turnover by G. Antetokounmpo (offensive goaltending)
0:16.0,M. Kuzminskas enters the game for K. O'Quinn,,116-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
