time,Phoenix,pts.away,score,pts.home,Chicago
3:28.0,,,102-95,,Turnover by N. Mirotic (bad pass; steal by D. Booker)
3:05.0,D. Booker misses 2-pt shot from 23 ft,,102-95,,
3:03.0,Offensive rebound by E. Bledsoe,,102-95,,
3:03.0,E. Bledsoe makes 2-pt shot at rim,2,104-95,,
2:50.0,,,104-97,2,R. Lopez makes 2-pt shot from 4 ft (assist by J. Butler)
2:50.0,,,104-97,,Shooting foul by A. Len (drawn by R. Lopez)
2:50.0,,,104-98,1,R. Lopez makes free throw 1 of 1
2:50.0,M. Chriss enters the game for L. Barbosa,,104-97,,
2:26.0,Turnover by D. Booker (lost ball; steal by D. Wade),,104-98,,
2:22.0,,,104-100,2,D. Wade makes 2-pt shot at rim (assist by D. Valentine)
2:03.0,D. Booker misses 2-pt shot from 2 ft (block by R. Lopez),,104-100,,
2:02.0,,,104-100,,Defensive rebound by N. Mirotic
1:57.0,,,104-100,,N. Mirotic misses 2-pt shot from 1 ft (block by E. Bledsoe)
1:55.0,,,104-100,,Offensive rebound by J. Butler
1:53.0,,,104-103,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler)
1:29.0,M. Chriss makes 2-pt shot from 7 ft (assist by E. Bledsoe),2,106-103,,
1:29.0,Shooting foul by N. Mirotic (drawn by M. Chriss),,106-103,,
1:29.0,M. Chriss misses free throw 1 of 1,,106-103,,
1:27.0,,,106-103,,Defensive rebound by N. Mirotic
1:14.0,,,106-103,,D. Wade misses 2-pt shot from 8 ft
1:13.0,Defensive rebound by A. Len,,106-103,,
0:53.0,Turnover by E. Bledsoe (lost ball),,106-103,,
0:53.0,,,106-103,,Chicago full timeout
0:48.0,,,106-106,3,J. Butler makes 3-pt shot from 24 ft (assist by D. Valentine)
0:32.0,Turnover by E. Bledsoe (lost ball),,106-106,,
0:09.0,,,106-108,2,J. Butler makes 2-pt shot from 13 ft
0:09.0,Phoenix full timeout,,106-108,,
0:02.0,Shooting foul by D. Wade (drawn by D. Booker),,106-108,,
0:02.0,D. Booker makes free throw 1 of 3,1,107-108,,
0:02.0,D. Booker makes free throw 2 of 3,1,108-108,,
0:02.0,D. Booker misses free throw 3 of 3,,108-108,,
0:00.0,Offensive rebound by Team,,108-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:44.0,,,108-108,,Shooting foul by T. Warren (drawn by J. Butler)
4:44.0,,,108-109,1,J. Butler makes free throw 1 of 2
4:44.0,,,108-109,,J. Butler misses free throw 2 of 2
4:42.0,Defensive rebound by M. Chriss,,108-109,,
4:28.0,T. Warren makes 2-pt shot from 4 ft,2,110-109,,
4:08.0,,,110-112,3,N. Mirotic makes 3-pt shot from 22 ft (assist by D. Valentine)
3:49.0,M. Chriss misses 2-pt shot at rim,,110-112,,
3:48.0,,,110-112,,Defensive rebound by R. Lopez
3:39.0,,,110-114,2,D. Wade makes 2-pt shot from 20 ft (assist by J. Butler)
3:39.0,Phoenix full timeout,,110-114,,
3:22.0,Turnover by M. Chriss (bad pass; steal by J. Butler),,110-114,,
3:20.0,,,110-116,2,J. Butler makes 2-pt shot at rim
3:11.0,D. Booker makes 2-pt shot from 8 ft,2,112-116,,
3:11.0,Shooting foul by R. Lopez (drawn by D. Booker),,112-116,,
3:11.0,D. Booker makes free throw 1 of 1,1,113-116,,
2:55.0,,,113-118,2,J. Butler makes 2-pt shot from 20 ft
2:47.0,D. Booker misses 2-pt shot from 2 ft,,113-118,,
2:43.0,Offensive rebound by M. Chriss,,113-118,,
2:43.0,M. Chriss makes 2-pt shot from 2 ft,2,115-118,,
2:22.0,,,115-118,,J. Butler misses 2-pt shot from 19 ft
2:20.0,,,115-118,,Offensive rebound by D. Wade
2:20.0,,,115-120,2,D. Wade makes 2-pt shot from 3 ft
2:03.0,T. Warren misses 3-pt shot from 26 ft,,115-120,,
2:02.0,,,115-120,,Defensive rebound by D. Wade
1:50.0,,,115-120,,Shooting foul by A. Len (drawn by D. Wade)
1:50.0,,,115-121,1,D. Wade makes free throw 1 of 2
1:50.0,,,115-122,1,D. Wade makes free throw 2 of 2
1:50.0,Phoenix full timeout,,115-122,,
1:42.0,M. Chriss makes 2-pt shot at rim (assist by E. Bledsoe),2,117-122,,
1:27.0,,,117-122,,Shooting foul by T. Warren (drawn by J. Butler)
1:27.0,,,117-123,1,J. Butler makes free throw 1 of 2
1:27.0,,,117-124,1,J. Butler makes free throw 2 of 2
1:14.0,M. Chriss misses 3-pt shot from 26 ft,,117-124,,
1:12.0,,,117-124,,Defensive rebound by J. Butler
1:00.0,,,117-124,,J. Butler misses 2-pt shot from 21 ft
1:00.0,Defensive rebound by Team,,117-124,,
0:54.0,E. Bledsoe misses 3-pt shot from 25 ft,,117-124,,
0:53.0,,,117-124,,Defensive rebound by D. Valentine
0:42.0,,,117-126,2,D. Wade makes 2-pt shot at rim
0:33.0,D. Booker misses 2-pt shot from 10 ft,,117-126,,
0:32.0,Offensive rebound by T. Warren,,117-126,,
0:31.0,T. Warren makes 2-pt shot from 15 ft,2,119-126,,
0:18.0,,,119-126,,R. Lopez misses 2-pt shot from 15 ft
0:17.0,Defensive rebound by E. Bledsoe,,119-126,,
0:15.0,D. Booker makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,121-126,,
0:11.0,Personal take foul by D. Booker (drawn by D. Wade),,121-126,,
0:11.0,,,121-127,1,D. Wade makes free throw 1 of 2
0:11.0,,,121-128,1,D. Wade makes free throw 2 of 2
0:11.0,Phoenix full timeout,,121-128,,
0:08.0,D. Booker misses 3-pt shot from 25 ft,,121-128,,
0:06.0,,,121-128,,Defensive rebound by D. Wade
0:00.0,End of 1st overtime,,,,End of 1st overtime
