time,Utah,pts.away,score,pts.home,LA Clippers
2:14.0,J. Johnson makes free throw 2 of 2,1,102-90,,
2:06.0,Jump ball: J. Ingles vs. C. Paul (G. Hill gains possession),,,,Jump ball: J. Ingles vs. C. Paul (G. Hill gains possession)
2:05.0,,,102-90,,Turnover by C. Paul (lost ball; steal by J. Ingles)
2:03.0,Utah full timeout,,102-90,,
2:03.0,,,102-90,,R. Felton enters the game for J. Redick
2:03.0,,,102-90,,L. Mbah a Moute enters the game for J. Crawford
1:44.0,J. Johnson misses 2-pt shot from 7 ft (block by L. Mbah a Moute),,102-90,,
1:42.0,Offensive rebound by J. Johnson,,102-90,,
1:42.0,J. Johnson misses 2-pt shot from 12 ft (block by L. Mbah a Moute),,102-90,,
1:42.0,Offensive rebound by J. Johnson,,102-90,,
1:40.0,Turnover by Team (shot clock),,102-90,,
1:40.0,,,102-90,,LA Clippers full timeout
1:40.0,,,102-90,,J. Redick enters the game for L. Mbah a Moute
1:40.0,,,102-90,,J. Crawford enters the game for R. Felton
1:27.0,,,102-90,,J. Crawford misses 3-pt shot from 26 ft
1:26.0,,,102-90,,Offensive rebound by D. Jordan
1:26.0,Personal foul by R. Gobert (drawn by D. Jordan),,102-90,,
1:26.0,,,102-91,1,D. Jordan makes free throw 1 of 2
1:26.0,,,102-91,,D. Jordan misses free throw 2 of 2
1:26.0,B. Diaw enters the game for R. Gobert,,102-90,,
1:25.0,Defensive rebound by G. Hayward,,102-91,,
1:02.0,G. Hayward misses 2-pt shot from 17 ft,,102-91,,
1:01.0,,,102-91,,Defensive rebound by D. Jordan
0:54.0,Personal foul by J. Johnson (drawn by D. Jordan),,102-91,,
0:54.0,,,102-91,,D. Jordan misses free throw 1 of 2
0:54.0,,,102-91,,Offensive rebound by Team
0:54.0,,,102-91,,D. Jordan misses free throw 2 of 2
0:54.0,Defensive rebound by G. Hayward,,102-91,,
0:44.0,G. Hayward makes 2-pt shot from 2 ft (assist by B. Diaw),2,104-91,,
0:37.0,,,104-91,,C. Paul misses 3-pt shot from 25 ft
0:36.0,Defensive rebound by J. Johnson,,104-91,,
0:13.0,Turnover by Team (shot clock),,104-91,,
0:07.0,,,104-91,,C. Paul misses 3-pt shot from 27 ft
0:06.0,Defensive rebound by B. Diaw,,104-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
