time,Phoenix,pts.away,score,pts.home,Oklahoma City
5:25.0,,,88-107,2,A. Roberson makes 2-pt shot at rim (assist by S. Adams)
5:08.0,Turnover by D. Booker (bad pass; steal by R. Westbrook),,88-107,,
5:05.0,,,88-107,,Turnover by R. Westbrook (step out of bounds)
4:50.0,T. Chandler makes 2-pt shot at rim,2,90-107,,
4:50.0,P. Tucker misses 2-pt shot from 3 ft,,90-107,,
4:50.0,Offensive rebound by T. Chandler,,90-107,,
4:25.0,,,90-107,,R. Westbrook misses 2-pt shot from 17 ft
4:25.0,Defensive rebound by E. Bledsoe,,90-107,,
4:11.0,B. Knight misses 2-pt shot from 4 ft,,90-107,,
4:11.0,,,90-107,,Defensive rebound by R. Westbrook
4:05.0,,,90-109,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
4:04.0,Phoenix full timeout,,90-109,,
4:04.0,M. Chriss enters the game for P. Tucker,,90-109,,
4:04.0,T. Ulis enters the game for T. Chandler,,90-109,,
4:04.0,D. Bender enters the game for E. Bledsoe,,90-109,,
4:04.0,T. Warren enters the game for B. Knight,,90-109,,
3:45.0,T. Ulis makes 2-pt shot from 1 ft,2,92-109,,
3:34.0,,,92-109,,Shooting foul by T. Warren (drawn by S. Adams)
3:34.0,,,92-109,,S. Adams misses free throw 1 of 2
3:34.0,,,92-109,,Offensive rebound by Team
3:34.0,,,92-110,1,S. Adams makes free throw 2 of 2
3:18.0,D. Booker makes 3-pt shot from 24 ft (assist by T. Ulis),3,95-110,,
2:59.0,,,95-110,,A. Roberson misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by D. Bender,,95-110,,
2:50.0,D. Booker misses 3-pt shot from 25 ft,,95-110,,
2:49.0,,,95-110,,Defensive rebound by S. Adams
2:33.0,,,95-112,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
2:26.0,,,95-112,,Personal take foul by R. Westbrook (drawn by T. Ulis)
2:26.0,T. Ulis misses free throw 1 of 2,,95-112,,
2:26.0,Offensive rebound by Team,,95-112,,
2:26.0,T. Ulis makes free throw 2 of 2,1,96-112,,
2:26.0,A. Williams enters the game for D. Booker,,95-112,,
2:26.0,,,95-112,,D. Sabonis enters the game for A. Roberson
2:26.0,,,95-112,,S. Christon enters the game for S. Adams
2:26.0,,,95-112,,K. Singler enters the game for R. Westbrook
2:14.0,,,96-112,,S. Christon misses 2-pt shot from 13 ft
2:14.0,Defensive rebound by M. Chriss,,96-112,,
2:02.0,Turnover by M. Chriss (step out of bounds),,96-112,,
1:48.0,,,96-112,,D. Sabonis misses 2-pt shot from 2 ft (block by T. Warren)
1:48.0,,,96-112,,Offensive rebound by Team
1:48.0,,,96-112,,A. Abrines enters the game for A. Morrow
1:42.0,,,96-112,,D. Sabonis misses 2-pt shot from 20 ft
1:42.0,Defensive rebound by D. Bender,,96-112,,
1:29.0,Shooting foul by J. Grant (drawn by M. Chriss),,96-112,,
1:29.0,M. Chriss misses free throw 1 of 2,,96-112,,
1:29.0,Offensive rebound by Team,,96-112,,
1:29.0,M. Chriss makes free throw 2 of 2,1,97-112,,
1:17.0,Personal foul by A. Williams (drawn by D. Sabonis),,97-112,,
1:17.0,,,97-112,,D. Sabonis misses free throw 1 of 2
1:17.0,,,97-112,,Offensive rebound by Team
1:17.0,,,97-113,1,D. Sabonis makes free throw 2 of 2
1:03.0,A. Williams misses 2-pt shot from 6 ft,,97-113,,
1:02.0,Offensive rebound by A. Williams,,97-113,,
1:01.0,A. Williams misses 2-pt shot from 2 ft,,97-113,,
1:00.0,Offensive rebound by A. Williams,,97-113,,
1:00.0,A. Williams makes 2-pt shot from 1 ft,2,99-113,,
0:39.0,,,99-113,,D. Sabonis misses 2-pt shot from 1 ft (block by D. Bender)
0:36.0,,,99-113,,Offensive rebound by A. Abrines
0:36.0,,,99-113,,A. Abrines misses 3-pt shot from 25 ft
0:35.0,,,99-113,,Offensive rebound by J. Grant
0:35.0,,,99-113,,Shooting foul by M. Chriss (drawn by J. Grant)
0:35.0,,,99-114,1,J. Grant makes free throw 1 of 2
0:35.0,,,99-114,,J. Grant misses free throw 2 of 2
0:33.0,Defensive rebound by M. Chriss,,99-114,,
0:25.0,T. Ulis makes 2-pt shot from 18 ft,2,101-114,,
0:02.0,,,101-114,,S. Christon misses 3-pt shot from 31 ft
0:01.0,,,101-114,,Offensive rebound by Team
0:01.0,,,101-114,,Turnover by Team (shot clock)
0:00.0,T. Ulis misses 3-pt shot from 57 ft,,101-114,,
0:00.0,Offensive rebound by Team,,101-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
